A1,A2,A3,A4,A5,A6,A7,A8,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
-0.79775,-0.51724,-0.69620,-0.80000,-1.00000,-1.00000,0.31507,-0.38000,0.02400,0.02600,0.02200,0.00200,0.00000,0.00400,0.84600,0.07600,0.00000,0.00000
0.41573,-0.08046,-0.26582,-0.84000,-1.00000,-1.00000,0.50685,-0.38000,0.02000,0.08600,0.75200,0.00800,0.00800,0.07000,0.00200,0.05200,0.00000,0.00200
0.30337,-0.19540,-0.56962,-0.70000,-1.00000,-1.00000,0.50685,-0.56000,0.01200,0.01600,0.02600,0.02600,0.00400,0.80400,0.06800,0.03800,0.00400,0.00200
-0.57303,-0.14943,-0.34177,-0.78000,-1.00000,-1.00000,0.26027,-0.56000,0.03800,0.17600,0.75800,0.00000,0.00200,0.01200,0.00400,0.00400,0.00600,0.00000
-0.25843,-0.12644,-0.31646,-0.24000,-1.00000,-1.00000,0.42466,-0.56000,0.22600,0.07000,0.68800,0.00000,0.00200,0.00000,0.00400,0.00000,0.01000,0.00000
-0.55056,-0.26437,-0.26582,-0.66000,-1.00000,-1.00000,0.34247,-0.56000,0.00600,0.13600,0.84600,0.00000,0.00000,0.00200,0.00400,0.00600,0.00000,0.00000
-0.01124,-0.35632,-0.11392,-0.58000,-1.00000,-1.00000,0.42466,-0.56000,0.01600,0.10800,0.86800,0.00000,0.00000,0.00000,0.00200,0.00600,0.00000,0.00000
-0.34831,-0.51724,-0.21519,-0.66000,-1.00000,-1.00000,0.28767,0.02000,0.00200,0.91400,0.07800,0.00000,0.00000,0.00000,0.00200,0.00400,0.00000,0.00000
-0.34831,-0.19540,-0.26582,-0.66000,-1.00000,-1.00000,0.47945,0.00000,0.00000,0.26600,0.72600,0.00000,0.00000,0.00000,0.00800,0.00000,0.00000,0.00000
0.05618,-0.19540,-0.11392,-0.80000,-1.00000,-1.00000,0.26027,-0.50000,0.00400,0.90600,0.07200,0.00000,0.00000,0.00000,0.00400,0.00600,0.00800,0.00000
0.05618,-0.19540,-0.11392,-0.76000,-1.00000,-1.00000,0.26027,-0.50000,0.00400,0.91200,0.07600,0.00000,0.00000,0.00000,0.00400,0.00400,0.00000,0.00000
0.05618,-0.26437,-0.31646,-0.52000,-1.00000,-1.00000,0.42466,-0.26000,0.01200,0.11200,0.86800,0.00000,0.00000,0.00000,0.00200,0.00600,0.00000,0.00000
0.05618,-0.35632,-0.24051,-0.48000,-1.00000,-1.00000,0.39726,-0.26000,0.01000,0.15800,0.83200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.32584,0.08046,-0.18987,-0.42000,-1.00000,-1.00000,0.28767,-0.14000,0.01200,0.90800,0.06600,0.00000,0.00000,0.00000,0.00800,0.00600,0.00000,0.00000
0.30337,-0.14943,-0.29114,-0.16000,-1.00000,-1.00000,0.34247,-0.56000,0.82800,0.03200,0.08200,0.00200,0.02400,0.01200,0.00000,0.00800,0.01000,0.00200
-0.39326,-0.17241,0.01266,-0.74000,-1.00000,-1.00000,0.47945,-0.56000,0.04600,0.06200,0.88600,0.00000,0.00000,0.00000,0.00200,0.00200,0.00200,0.00000
0.10112,-0.19540,-0.41772,0.04000,-1.00000,-1.00000,0.47945,0.26000,0.09200,0.79400,0.08000,0.00000,0.00000,0.00600,0.02600,0.00200,0.00000,0.00000
-0.19101,-0.17241,0.06329,-0.66000,-1.00000,-1.00000,-0.15068,-0.48000,0.01000,0.80600,0.16000,0.00000,0.00000,0.00000,0.00400,0.02000,0.00000,0.00000
-0.61798,-0.12644,-0.13924,-0.78000,-1.00000,-1.00000,0.26027,-0.56000,0.03000,0.71800,0.24200,0.00000,0.00000,0.00000,0.00000,0.00600,0.00400,0.00000
0.01124,0.01149,0.06329,-0.22000,1.00000,-1.00000,0.61644,-0.20000,0.08800,0.76400,0.10000,0.00400,0.00800,0.00200,0.00400,0.00600,0.00000,0.02400
-0.77528,-0.42529,-0.29114,-0.68000,-1.00000,-1.00000,0.39726,-0.10000,0.00400,0.32200,0.67200,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
-0.21348,0.01149,-0.08861,-0.70000,-1.00000,-1.00000,0.42466,-0.48000,0.02000,0.76600,0.20400,0.00000,0.00000,0.00000,0.00400,0.00600,0.00000,0.00000
-0.28090,-0.33333,-0.16456,-0.56000,-1.00000,-1.00000,0.56164,-0.34000,0.00600,0.80600,0.18600,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
0.03371,0.05747,-0.26582,0.16000,-1.00000,-1.00000,0.45205,-0.56000,0.94400,0.03000,0.02600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.16854,-0.51724,-0.34177,-0.72000,-1.00000,-1.00000,0.28767,-0.48000,0.02800,0.19000,0.72800,0.00000,0.00000,0.00400,0.02800,0.02200,0.00000,0.00000
-0.46067,-0.37931,-0.18987,-0.64000,-1.00000,-1.00000,0.15068,-0.24000,0.00600,0.20000,0.78600,0.00000,0.00000,0.00000,0.00600,0.00200,0.00000,0.00000
-0.19101,-0.26437,-0.18987,0.24000,-1.00000,-1.00000,0.26027,-0.56000,0.90800,0.03400,0.05800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.05618,-0.31034,-0.34177,-0.70000,-1.00000,-1.00000,0.58904,-0.56000,0.02200,0.08200,0.82800,0.00200,0.00000,0.01000,0.03200,0.01800,0.00600,0.00000
-0.21348,-0.26437,-0.11392,-0.68000,-1.00000,-1.00000,0.53425,-0.56000,0.06000,0.03800,0.89800,0.00000,0.00000,0.00000,0.00000,0.00200,0.00200,0.00000
-0.25843,-0.33333,0.03797,-0.72000,-1.00000,-1.00000,0.50685,-0.26000,0.00800,0.83800,0.15000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00200,0.00000
-0.41573,-0.51724,-0.06329,-0.52000,-1.00000,-1.00000,0.20548,-0.64000,0.01400,0.92000,0.06000,0.00000,0.00200,0.00200,0.00000,0.00200,0.00000,0.00000
-0.41573,-0.51724,-0.06329,-0.52000,-1.00000,-1.00000,0.20548,-0.64000,0.01400,0.92000,0.06000,0.00000,0.00200,0.00200,0.00000,0.00200,0.00000,0.00000
-0.37079,-0.40230,-0.13924,0.04000,-1.00000,-1.00000,0.01370,-0.68000,0.02800,0.86000,0.11200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.37079,-0.40230,-0.13924,0.04000,-1.00000,-1.00000,0.01370,-0.68000,0.02800,0.86000,0.11200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.16854,-0.24138,-0.56962,-0.42000,-1.00000,-1.00000,0.45205,-0.56000,0.01200,0.02800,0.00600,0.00000,0.00000,0.00600,0.94800,0.00000,0.00000,0.00000
-0.16854,0.01149,-0.26582,-0.82000,-1.00000,-1.00000,0.42466,-0.16000,0.00600,0.86200,0.11600,0.00000,0.00000,0.00000,0.01200,0.00200,0.00200,0.00000
0.12360,0.01149,-0.39241,-0.58000,-1.00000,-1.00000,0.36986,-0.16000,0.02600,0.79600,0.12200,0.00000,0.00000,0.00600,0.03800,0.00000,0.01200,0.00000
0.01124,-0.28736,-0.11392,-0.62000,-1.00000,-1.00000,0.47945,-0.56000,0.00600,0.07000,0.91400,0.00000,0.00000,0.00200,0.00200,0.00600,0.00000,0.00000
-0.10112,0.14943,-0.77215,-0.30000,-1.00000,-1.00000,0.45205,-0.46000,0.06200,0.02400,0.00800,0.00600,0.00200,0.01200,0.87600,0.01000,0.00000,0.00000
-0.05618,0.26437,-0.67089,-0.16000,-1.00000,-1.00000,0.47945,-0.46000,0.10600,0.04400,0.00600,0.02000,0.00000,0.04600,0.75800,0.02000,0.00000,0.00000
-0.41573,-0.79310,0.08861,-0.30000,-1.00000,-1.00000,0.28767,-0.56000,0.06200,0.80800,0.12000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01000,0.00000
-0.10112,-0.19540,-0.06329,-0.56000,-1.00000,-1.00000,0.36986,-0.44000,0.00800,0.90600,0.08600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.14607,-0.44828,-0.03797,-0.66000,-1.00000,-1.00000,0.39726,-0.56000,0.02400,0.73000,0.22200,0.00000,0.00200,0.00000,0.00200,0.01200,0.00800,0.00000
-0.10112,-0.19540,-0.06329,-0.56000,-1.00000,-1.00000,0.36986,-0.44000,0.00800,0.90600,0.08600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.05618,-0.08046,-0.18987,-0.66000,-1.00000,-1.00000,0.34247,-0.26000,0.00800,0.91000,0.07600,0.00000,0.00200,0.00000,0.00000,0.00000,0.00400,0.00000
-0.59551,0.26437,-0.34177,-0.48000,-1.00000,-1.00000,0.28767,-0.26000,0.04800,0.87000,0.03400,0.00400,0.00800,0.00000,0.03200,0.00200,0.00000,0.00200
-0.12360,-0.26437,-0.29114,-0.70000,-1.00000,-1.00000,0.50685,-0.14000,0.00600,0.71800,0.27000,0.00000,0.00000,0.00000,0.00200,0.00400,0.00000,0.00000
-0.50562,-0.65517,-0.74684,-0.52000,-1.00000,-1.00000,0.45205,-0.56000,0.01400,0.00200,0.00600,0.00000,0.00000,0.00400,0.97200,0.00200,0.00000,0.00000
0.66292,0.65517,-0.77215,-0.38000,-1.00000,-1.00000,0.50685,-0.16000,0.00400,0.00000,0.00000,0.97000,0.00200,0.00400,0.01600,0.00000,0.00000,0.00400
-0.28090,-0.40230,-0.24051,-0.44000,-1.00000,-1.00000,0.09589,-0.56000,0.05200,0.80200,0.11000,0.00000,0.03200,0.00000,0.00200,0.00200,0.00000,0.00000
0.12360,-0.05747,-0.29114,-0.68000,-1.00000,-1.00000,0.47945,-0.16000,0.00400,0.17600,0.81800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
-0.48315,-0.49425,0.01266,-0.62000,-1.00000,-1.00000,0.42466,-0.50000,0.01600,0.80800,0.14400,0.00000,0.00000,0.01800,0.00000,0.01400,0.00000,0.00000
-0.01124,-0.08046,-0.11392,-0.42000,-1.00000,-1.00000,0.31507,-0.56000,0.78400,0.07400,0.11400,0.00000,0.00400,0.00000,0.00200,0.00200,0.02000,0.00000
0.23596,0.12644,-0.21519,-0.66000,-1.00000,-1.00000,0.34247,-0.56000,0.08800,0.07000,0.81400,0.00000,0.00600,0.00200,0.00600,0.01200,0.00200,0.00000
-0.25843,-0.35632,-0.06329,-0.60000,-1.00000,-1.00000,0.56164,-0.50000,0.01200,0.18400,0.80400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.41573,0.12644,-0.67089,-0.50000,-1.00000,-1.00000,0.39726,-0.56000,0.05000,0.03600,0.00400,0.00000,0.00000,0.00200,0.90800,0.00000,0.00000,0.00000
-0.23596,-0.01149,-0.24051,0.28000,-1.00000,-1.00000,0.47945,-0.56000,0.97200,0.00800,0.01800,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
-0.39326,-0.24138,-0.21519,0.50000,-1.00000,-1.00000,0.36986,-0.48000,0.72400,0.08200,0.18800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000
0.12360,-0.05747,-0.29114,-0.62000,-1.00000,-1.00000,0.47945,-0.06000,0.00400,0.15400,0.83600,0.00000,0.00000,0.00000,0.00400,0.00000,0.00200,0.00000
-0.25843,-0.08046,-0.21519,-0.26000,-1.00000,-1.00000,0.36986,-0.56000,0.08800,0.87200,0.03800,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
-0.25843,-0.08046,-0.21519,-0.26000,-1.00000,-1.00000,0.36986,-0.56000,0.08800,0.87200,0.03800,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
-0.52809,-0.51724,0.01266,-0.66000,-1.00000,-1.00000,0.42466,-0.36000,0.00400,0.95200,0.04200,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
-0.48315,-0.51724,0.01266,-0.64000,-1.00000,-1.00000,0.42466,-0.36000,0.00200,0.96800,0.02800,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000
-0.10112,0.26437,-0.29114,0.18000,-1.00000,-1.00000,0.47945,-0.46000,0.90400,0.03000,0.03000,0.00000,0.00600,0.00800,0.01400,0.00600,0.00200,0.00000
-0.32584,-0.60920,-0.29114,-0.44000,-1.00000,-1.00000,0.47945,-0.56000,0.06200,0.13200,0.76000,0.00000,0.00000,0.00000,0.00200,0.04000,0.00400,0.00000
-0.32584,-0.31034,-0.26582,-0.44000,-1.00000,-1.00000,0.36986,-0.56000,0.08000,0.10600,0.80600,0.00000,0.00200,0.00000,0.00400,0.00000,0.00200,0.00000
-0.57303,-0.14943,-0.67089,-0.48000,-1.00000,-1.00000,0.39726,-0.56000,0.00200,0.00200,0.00400,0.00000,0.00000,0.00200,0.98800,0.00200,0.00000,0.00000
-0.14607,-0.37931,-0.67089,-0.48000,-1.00000,-1.00000,0.36986,-0.56000,0.01000,0.01000,0.01600,0.00000,0.00200,0.00600,0.95200,0.00400,0.00000,0.00000
-0.48315,-0.37931,-0.77215,-0.54000,-1.00000,-1.00000,0.39726,-0.56000,0.00000,0.00600,0.00200,0.00000,0.00000,0.00600,0.98400,0.00200,0.00000,0.00000
-0.28090,-0.28736,-0.77215,-0.64000,-1.00000,-1.00000,0.39726,-0.56000,0.00000,0.00200,0.00600,0.00000,0.00000,0.00400,0.97400,0.01400,0.00000,0.00000
-0.28090,-0.26437,-0.59494,-0.76000,-1.00000,-1.00000,0.31507,-0.56000,0.00400,0.00800,0.00800,0.00200,0.00000,0.05200,0.91400,0.01200,0.00000,0.00000
-0.23596,0.01149,-0.77215,-0.66000,-1.00000,-1.00000,0.39726,-0.56000,0.00800,0.00200,0.00000,0.00000,0.00000,0.00000,0.98800,0.00200,0.00000,0.00000
-0.23596,0.01149,-0.77215,-0.66000,-1.00000,-1.00000,0.39726,-0.56000,0.00800,0.00200,0.00000,0.00000,0.00000,0.00000,0.98800,0.00200,0.00000,0.00000
-0.30337,-0.28736,-0.69620,-0.66000,-1.00000,-1.00000,0.47945,-0.46000,0.00600,0.01200,0.01000,0.00000,0.00000,0.00200,0.91800,0.05200,0.00000,0.00000
-0.07865,-0.14943,-0.18987,-0.80000,-1.00000,-1.00000,0.31507,-0.56000,0.01800,0.21200,0.14600,0.00000,0.00600,0.00000,0.00000,0.00600,0.61200,0.00000
-0.05618,-0.01149,-0.29114,-0.08000,-1.00000,-1.00000,0.42466,-0.56000,0.96800,0.00400,0.02800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.23596,-0.05747,-0.16456,0.24000,-1.00000,-1.00000,0.45205,-0.56000,0.97000,0.01000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.10112,-0.31034,0.06329,-0.64000,-1.00000,-1.00000,0.42466,-0.56000,0.05400,0.10600,0.83600,0.00000,0.00200,0.00000,0.00000,0.00000,0.00200,0.00000
-0.10112,-0.10345,-0.31646,0.00000,-1.00000,-1.00000,0.39726,-0.56000,0.95000,0.01200,0.03800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,-0.17241,-0.26582,-0.08000,-1.00000,-1.00000,0.42466,-0.50000,0.83000,0.04000,0.12600,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000
-0.12360,-0.24138,-0.21519,-0.68000,-1.00000,-1.00000,0.42466,-0.48000,0.00000,0.09000,0.88400,0.00000,0.00000,0.00000,0.00000,0.02000,0.00600,0.00000
-0.12360,-0.08046,-0.39241,-0.12000,-1.00000,-1.00000,0.34247,-0.56000,0.95800,0.01000,0.03000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
-0.23596,0.05747,-0.18987,0.48000,-1.00000,-1.00000,0.28767,-0.50000,0.93000,0.02200,0.04400,0.00000,0.00200,0.00000,0.00000,0.00000,0.00200,0.00000
0.03371,0.10345,-0.13924,0.34000,-1.00000,-1.00000,0.31507,-0.56000,0.96600,0.03200,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.03371,-0.26437,0.03797,-0.74000,-1.00000,-1.00000,0.42466,-0.48000,0.01400,0.88200,0.10000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000
0.25843,-0.12644,-0.18987,-0.44000,-1.00000,-1.00000,0.39726,-0.56000,0.69800,0.10000,0.16200,0.00000,0.00800,0.00400,0.00200,0.02000,0.00600,0.00000
-0.46067,-0.17241,-0.34177,-0.56000,-1.00000,-1.00000,0.36986,-0.44000,0.58600,0.26200,0.07600,0.00000,0.00000,0.00400,0.07000,0.00200,0.00000,0.00000
-0.19101,0.14943,0.13924,-0.10000,-1.00000,-1.00000,0.01370,-0.78000,0.81000,0.02000,0.16600,0.00000,0.00000,0.00200,0.00000,0.00000,0.00200,0.00000
-0.10112,-0.51724,-0.44304,-0.64000,-1.00000,-1.00000,0.31507,-0.50000,0.01800,0.06000,0.66200,0.00000,0.00000,0.01800,0.21000,0.00600,0.02600,0.00000
0.01124,-0.26437,-0.03797,-0.72000,-1.00000,-1.00000,0.39726,-0.48000,0.00800,0.89400,0.09600,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
-0.23596,-0.42529,-0.03797,-0.64000,-1.00000,-1.00000,0.20548,-0.10000,0.00000,0.90400,0.09400,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
-0.28090,-0.12644,-0.01266,-0.50000,-1.00000,-1.00000,0.50685,-0.56000,0.10600,0.03200,0.83600,0.00000,0.00000,0.00000,0.00000,0.00400,0.02200,0.00000
-0.19101,0.05747,-0.44304,-0.74000,-1.00000,-1.00000,0.53425,-0.40000,0.01000,0.18800,0.04000,0.00000,0.00000,0.00400,0.75800,0.00000,0.00000,0.00000
-0.34831,-0.26437,-0.46835,-0.66000,-1.00000,-1.00000,0.47945,-0.48000,0.00600,0.10200,0.02600,0.00200,0.00000,0.00200,0.85200,0.00600,0.00400,0.00000
0.75281,0.56322,-0.62025,0.42000,-1.00000,-1.00000,0.50685,0.26000,0.01800,0.01000,0.00000,0.90000,0.01600,0.03800,0.01600,0.00000,0.00000,0.00200
0.05618,-0.03448,-0.21519,-0.56000,-1.00000,-1.00000,0.20548,-0.56000,0.65200,0.11400,0.23200,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
0.07865,0.01149,-0.36709,-0.72000,-1.00000,-1.00000,0.42466,-0.56000,0.66200,0.04400,0.27800,0.00000,0.00000,0.00800,0.00600,0.00200,0.00000,0.00000
-0.14607,-0.35632,-0.72152,-0.58000,-1.00000,-1.00000,0.36986,-0.36000,0.00000,0.02200,0.00800,0.00000,0.00000,0.00600,0.91600,0.04800,0.00000,0.00000
-0.46067,-0.08046,-0.64557,-0.34000,-1.00000,-1.00000,0.36986,-0.36000,0.03200,0.04800,0.01200,0.00400,0.00000,0.00800,0.88200,0.01400,0.00000,0.00000
-0.30337,-0.56322,0.01266,-0.74000,-1.00000,-1.00000,-0.61644,-0.46000,0.02600,0.87200,0.10200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.12360,-0.24138,-0.46835,-0.36000,-1.00000,-1.00000,0.53425,0.10000,0.00800,0.23800,0.01800,0.00200,0.00000,0.01000,0.69200,0.03200,0.00000,0.00000
0.28090,-0.14943,-0.44304,-0.46000,-1.00000,-1.00000,0.67123,-0.56000,0.08600,0.05200,0.02800,0.01600,0.00600,0.75200,0.03600,0.01800,0.00600,0.00000
-0.12360,-0.26437,-0.29114,-0.40000,-1.00000,-1.00000,0.28767,-0.20000,0.01800,0.79000,0.19000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
-0.21348,-0.35632,-0.26582,-0.12000,-1.00000,-1.00000,0.45205,-0.56000,0.84200,0.04000,0.09200,0.00000,0.00000,0.00000,0.00200,0.00000,0.02400,0.00000
-0.52809,-0.47126,-0.67089,-0.62000,-1.00000,-1.00000,0.50685,-0.48000,0.00200,0.01200,0.00400,0.00000,0.00000,0.00200,0.97400,0.00600,0.00000,0.00000
-0.34831,-0.12644,-0.46835,-0.74000,-1.00000,-1.00000,0.23288,-0.50000,0.01000,0.08800,0.03400,0.00000,0.00000,0.01000,0.84400,0.00600,0.00800,0.00000
0.32584,0.37931,-0.59494,-0.26000,-1.00000,-1.00000,0.31507,-0.38000,0.02200,0.00600,0.00400,0.85800,0.02400,0.05800,0.01400,0.00800,0.00600,0.00000
0.57303,0.44828,-0.72152,-0.26000,-1.00000,-1.00000,0.39726,-0.56000,0.01600,0.00000,0.00000,0.27600,0.02400,0.68000,0.00400,0.00000,0.00000,0.00000
0.21348,0.10345,-0.54430,-0.40000,-1.00000,-1.00000,0.56164,-0.44000,0.06200,0.08200,0.03600,0.00800,0.00000,0.02600,0.78200,0.00200,0.00200,0.00000
-0.19101,-0.31034,-0.64557,-0.36000,-1.00000,-1.00000,0.47945,-0.56000,0.01800,0.01200,0.01400,0.00000,0.00000,0.00600,0.94600,0.00200,0.00200,0.00000
-0.30337,-0.72414,-0.01266,-0.72000,-1.00000,-1.00000,0.23288,-0.56000,0.10800,0.16800,0.71400,0.00000,0.00600,0.00000,0.00000,0.00200,0.00200,0.00000
-0.73034,-0.51724,-0.49367,-0.44000,-1.00000,-1.00000,0.36986,-0.46000,0.01400,0.72600,0.01600,0.00000,0.00000,0.01000,0.22400,0.00800,0.00200,0.00000
0.66292,-0.01149,-0.69620,-0.24000,1.00000,-1.00000,0.50685,-0.50000,0.03200,0.01200,0.01600,0.03000,0.00600,0.22600,0.03000,0.00200,0.00200,0.64400
-0.48315,-0.58621,-0.01266,-0.26000,-1.00000,-1.00000,0.36986,-0.40000,0.03200,0.90800,0.05800,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
0.07865,-0.08046,-0.34177,-0.48000,-1.00000,-1.00000,0.45205,-0.38000,0.03200,0.78200,0.16600,0.00200,0.00000,0.00400,0.00600,0.00200,0.00600,0.00000
0.25843,0.14943,-0.67089,-0.18000,-1.00000,-1.00000,0.64384,-0.34000,0.06800,0.04600,0.02600,0.68200,0.00000,0.06600,0.09000,0.01000,0.00200,0.01000
0.32584,0.37931,-0.56962,-0.28000,-1.00000,-1.00000,0.47945,-0.56000,0.03800,0.00000,0.00000,0.84800,0.00800,0.07600,0.00400,0.02200,0.00400,0.00000
-0.03371,-0.12644,-0.16456,0.04000,-1.00000,-1.00000,0.28767,-0.50000,0.93200,0.01200,0.05600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.05618,-0.14943,-0.16456,0.12000,-1.00000,-1.00000,0.34247,-0.18000,0.81400,0.12000,0.05400,0.00000,0.00000,0.00000,0.00000,0.01000,0.00200,0.00000
0.64045,0.14943,-0.56962,-0.54000,-1.00000,-1.00000,0.45205,-0.56000,0.02400,0.00400,0.00600,0.03200,0.63800,0.27200,0.01600,0.00600,0.00200,0.00000
0.75281,0.47126,-0.62025,-0.32000,-1.00000,-1.00000,0.20548,-0.56000,0.01000,0.00000,0.00000,0.22400,0.61800,0.14600,0.00200,0.00000,0.00000,0.00000
-0.16854,-0.31034,-0.39241,-0.66000,-1.00000,-1.00000,0.31507,-0.26000,0.00200,0.15800,0.16600,0.00000,0.00000,0.00400,0.67000,0.00000,0.00000,0.00000
-0.43820,-0.49425,-0.34177,-0.56000,-1.00000,-1.00000,0.20548,-0.38000,0.05600,0.22000,0.08200,0.00000,0.00200,0.01200,0.62200,0.00600,0.00000,0.00000
0.03371,-0.17241,-0.31646,-0.68000,-1.00000,-1.00000,0.39726,-0.56000,0.00200,0.74200,0.22600,0.00000,0.00000,0.00200,0.00600,0.01800,0.00400,0.00000
-0.28090,-0.10345,-0.18987,0.04000,1.00000,-1.00000,0.34247,-0.56000,0.27000,0.03000,0.68600,0.00000,0.00000,0.00400,0.00200,0.00000,0.00000,0.00800
-0.39326,-0.17241,-0.16456,1.00000,-1.00000,-1.00000,0.36986,-0.46000,0.23400,0.08600,0.67800,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
-0.28090,-0.56322,-0.11392,-0.46000,-1.00000,-1.00000,0.28767,-0.46000,0.02600,0.91600,0.05000,0.00000,0.00000,0.00000,0.00000,0.00800,0.00000,0.00000
0.64045,0.70115,-0.39241,0.08000,-1.00000,-1.00000,-0.23288,-0.56000,0.01600,0.00200,0.00200,0.68000,0.19400,0.05800,0.00200,0.00000,0.04400,0.00200
-0.64045,-0.01149,-0.11392,-0.64000,-1.00000,-1.00000,0.42466,-0.56000,0.02200,0.05200,0.91400,0.00000,0.00000,0.00000,0.00600,0.00600,0.00000,0.00000
0.75281,0.58621,-0.01266,-0.02000,-1.00000,-1.00000,0.50685,-0.56000,0.01600,0.03000,0.01400,0.03200,0.06600,0.78200,0.00000,0.02200,0.00400,0.03400
0.68539,0.81609,-0.26582,-0.26000,1.00000,-1.00000,0.45205,-0.36000,0.02600,0.02400,0.01400,0.03800,0.08200,0.06800,0.00000,0.01600,0.00600,0.72600
-0.41573,-0.03448,-0.79747,-0.36000,-1.00000,-1.00000,0.39726,-0.56000,0.01400,0.02000,0.00400,0.00000,0.00000,0.00800,0.95400,0.00000,0.00000,0.00000
0.70787,0.60920,-0.08861,-0.28000,-1.00000,-1.00000,-0.01370,-0.56000,0.00800,0.02000,0.01000,0.04600,0.82800,0.07400,0.00000,0.01000,0.00000,0.00400
-0.28090,-0.26437,-0.16456,-0.72000,-1.00000,-1.00000,0.36986,-0.38000,0.00200,0.17200,0.82000,0.00000,0.00000,0.00400,0.00000,0.00200,0.00000,0.00000
-0.07865,-0.19540,-0.16456,-0.44000,-1.00000,-1.00000,0.47945,-0.56000,0.03400,0.69000,0.25400,0.00000,0.00000,0.00000,0.00000,0.00800,0.01400,0.00000
0.48315,0.08046,-0.46835,-0.34000,-1.00000,-1.00000,0.56164,-0.56000,0.10800,0.01400,0.05000,0.03800,0.00600,0.76600,0.00400,0.00800,0.00200,0.00400
0.46067,0.40230,-0.11392,-0.32000,-1.00000,-1.00000,0.39726,-0.40000,0.06400,0.02000,0.02400,0.02800,0.14200,0.69000,0.00000,0.01600,0.00400,0.01200
0.05618,0.44828,-0.51899,-0.26000,-1.00000,-1.00000,0.47945,-0.40000,0.12000,0.06000,0.03000,0.05400,0.00200,0.61000,0.11600,0.00800,0.00000,0.00000
0.86517,0.08046,-0.69620,-0.02000,-1.00000,-1.00000,0.47945,-0.56000,0.05600,0.01600,0.00800,0.03400,0.01600,0.76600,0.02000,0.02600,0.00400,0.05400
-0.43820,-0.28736,-0.08861,-0.64000,-1.00000,-1.00000,0.15068,-0.56000,0.63400,0.13000,0.22400,0.00000,0.00200,0.00000,0.00200,0.00800,0.00000,0.00000
-0.30337,-0.12644,-0.54430,-0.56000,-1.00000,-1.00000,0.34247,-0.48000,0.01000,0.02200,0.00800,0.00000,0.00000,0.00200,0.95600,0.00200,0.00000,0.00000
-0.07865,-0.19540,-0.06329,0.10000,-1.00000,-1.00000,0.31507,-0.56000,0.26200,0.10400,0.63400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.30337,-0.56322,-0.31646,-0.68000,-1.00000,-1.00000,0.50685,-0.56000,0.02800,0.22200,0.12600,0.00000,0.00000,0.00200,0.00200,0.61800,0.00200,0.00000
-0.28090,-0.42529,-0.24051,-0.52000,-1.00000,-1.00000,0.26027,-0.34000,0.00200,0.88000,0.11200,0.00000,0.00000,0.00000,0.00200,0.00200,0.00200,0.00000
