A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,L1,L2,L3,L4
-0.93705,-0.46858,0.69022,0.15942,-0.51396,-0.31615,-0.61930,1.28654,0.48822,0.97966,1.10115,1.99080,-0.21393,-0.60974,0.35988,-0.44997,-0.17272,0.50452,0.46725,-0.74632,0.68412,0.19054,1.48900,0.99666,-0.46379,1.83216,1.33166,-1.15443,-0.84052,0.02680,-0.11602,0.53163,-0.10708,1.37510,-0.49217,1.64335,0.22572,-1.38061,-0.03036,-0.30521,-0.79104,2.17368,-0.49715,-0.67368,-0.60692,0.95943,0.79177,0.27707,-0.17382,-0.57365,-0.59090,-0.42897,-0.93323,1.09642,0.00356,-0.52012,1.57614,0.40688,-1.02291,0.48904,-0.47428,0.25674,-0.65669,0.28629,0.67158,0.96868,-0.66684,2.30012,0.29209,0.55129,0.99000,0.00800,0.00000,0.00200
-0.25626,-1.18075,-0.55277,-0.41354,-0.38657,0.42036,0.70059,0.55411,-0.65550,-0.17659,2.10529,0.75060,-0.21393,-0.14942,0.10208,1.37377,0.62105,0.50452,-0.38055,-1.26483,-0.10402,1.51490,1.65392,0.55775,0.99341,-1.04315,-0.27724,-0.69364,0.69566,-0.30298,-0.70382,1.47093,1.87642,1.37510,0.16934,1.64335,0.48993,-0.27726,-0.67055,1.18711,-0.05716,-1.26253,-0.72488,-0.67368,-0.16614,0.95943,-0.22174,0.27707,0.69632,0.93209,-1.45986,-0.42897,-1.38248,0.38984,-0.74478,0.99945,1.88697,0.00991,-0.54178,0.15768,-0.28178,0.51941,-0.28850,0.85548,-0.50102,-0.01331,0.08266,0.00787,1.31921,0.55129,0.96800,0.01200,0.00200,0.01800
0.81354,-0.23118,-0.55277,0.50320,-0.19548,0.42036,-0.09134,0.00479,-0.42675,1.10813,-0.40506,1.24668,0.62548,1.23151,0.87547,0.00596,3.79613,0.50452,2.16284,0.80921,0.45894,2.83927,1.81884,1.18477,-0.17235,0.55425,-0.41131,0.22793,-0.36785,0.24665,-0.70382,0.06199,-0.90047,0.66190,-0.20867,0.17214,-0.43480,0.09052,0.60982,-0.30521,-1.15798,2.17368,0.86920,-0.67368,1.59697,-0.25029,-0.22174,2.58417,-0.60889,0.17922,-1.42767,-0.65659,-1.38248,0.03655,-0.74478,-0.08596,1.42072,-0.38706,-0.54178,-0.37249,-0.66678,0.78208,-1.02487,0.85548,-0.50102,0.57589,-0.66684,0.00787,1.31921,0.55129,0.97600,0.02200,0.00000,0.00200
-0.74254,0.24360,-0.55277,-0.41354,-0.89613,0.42036,-0.09134,2.20208,0.48822,0.72272,0.59908,0.00649,-0.77353,-0.14942,-0.67132,-0.90591,-0.17272,0.50452,-0.16860,0.80921,2.03524,-0.25091,0.49947,2.12529,-0.56093,0.23477,-0.14316,-0.69364,-0.48602,0.90620,1.05957,-0.87731,1.08302,0.66190,-0.68117,0.76062,1.15045,-0.27726,-0.52829,-0.73158,-1.15798,0.21013,-0.04170,-0.67368,1.59697,0.71749,-0.22174,1.04610,-0.60889,0.93209,-0.84837,-0.42897,-0.48397,0.03655,-0.74478,-0.30304,1.42072,-1.18099,-0.06064,1.48312,-0.28178,-0.00593,0.44786,1.99387,1.84419,-0.99531,-0.10472,2.55481,-0.90621,0.55129,0.99600,0.00400,0.00000,0.00000
0.23001,0.71839,-0.55277,-0.06976,0.31409,-0.31615,0.17264,1.65276,0.25948,1.62202,0.59908,0.25453,-1.33314,-0.60974,-0.92912,-0.90591,-0.17272,-0.45980,-0.16860,0.54995,0.57153,-0.25091,1.65392,1.43557,0.50768,-1.04315,-0.14316,-0.69364,-0.01335,0.13672,0.47177,-0.40766,-0.10708,2.08831,-0.68117,0.76062,-0.43480,0.82609,1.03662,0.33436,0.67672,1.68279,0.86920,-0.67368,0.27464,0.95943,-0.72850,-0.10745,0.26125,0.78151,-0.62308,-0.42897,-0.93323,0.38984,0.75190,0.34821,0.64365,-1.18099,-0.54178,0.75413,-0.47428,-0.79395,-0.65669,0.85548,1.06245,-0.40611,0.27003,0.77196,-0.22146,0.55129,0.98400,0.01000,0.00200,0.00400
-0.06175,0.48100,-0.55277,-0.52814,-0.13178,0.05211,-0.88328,1.28654,1.63195,0.33730,0.85012,-1.72978,0.06588,-1.07005,-0.41352,0.00596,-0.96649,2.43318,0.25530,1.06846,1.81005,0.19054,0.16963,1.81178,0.60483,-0.08471,0.12499,-0.23286,-1.07686,0.79628,-0.11602,-0.87731,0.28962,0.66190,-0.77567,-1.29907,-0.03848,-1.01283,-0.31489,0.33436,-1.52492,1.19191,1.32465,-0.67368,-0.16614,-0.00834,-0.72850,2.19965,2.00152,0.32979,-0.78400,-0.65659,-0.03472,0.03655,0.00356,-0.52012,0.72136,-1.18099,-0.06064,0.88667,1.06576,1.04475,0.44786,0.85548,-0.89188,-0.40611,0.08266,0.51726,-0.39265,0.55129,0.98800,0.00600,0.00200,0.00400
1.88334,-0.70597,0.69022,-0.29895,0.88735,-0.31615,0.70059,0.73722,0.48822,1.36508,0.85012,0.25453,0.90528,1.69182,0.61767,-0.44997,2.20859,0.02236,-0.80445,0.29070,0.12116,0.63200,0.00471,-0.06926,0.31339,-0.08471,0.25906,1.14950,1.40467,0.24665,-0.70382,-0.40766,1.87642,1.01850,-0.58667,1.34911,0.88624,-0.27726,0.60982,-0.30521,1.04367,-0.77165,0.41375,-0.46125,0.71541,-0.49223,-0.22174,1.43062,1.13139,-0.27250,-0.68745,-0.42897,0.41453,0.38984,-0.74478,-0.52012,0.64365,-0.38706,0.42049,0.15768,-0.28178,-0.00593,-0.28850,1.70927,1.84419,0.18309,0.08266,-0.50151,-0.05028,0.55129,0.96800,0.01400,0.00400,0.01400
-0.74254,0.00621,-0.55277,-0.18436,-1.34200,1.15687,-0.09134,1.10343,0.25948,1.36508,0.59908,0.50257,1.46489,3.53307,1.90667,-0.44997,-0.17272,-0.45980,0.46725,-0.22781,0.68412,0.19054,1.48900,0.18154,-0.65808,1.19321,-0.41131,-0.69364,0.34116,1.23598,-0.11602,0.06199,-0.10708,0.30530,-0.11417,0.17214,1.67887,-0.27726,0.11190,-0.30521,1.41061,0.70102,-0.49715,-0.46125,0.71541,-0.97612,-0.22174,2.19965,-0.17382,1.53438,-1.13802,-1.11181,-1.38248,-0.31674,0.00356,-0.73720,1.34302,-0.78403,-0.54178,0.02514,-0.28178,1.30742,-1.39305,-0.28290,0.67158,-0.01331,-1.79109,-0.50151,0.63447,0.55129,0.98800,0.00600,0.00000,0.00600
-0.54803,0.24360,-0.55277,-0.06976,-1.02352,-0.68440,1.75651,0.92033,0.25948,2.13591,0.85012,-0.48959,-0.21393,0.77120,-0.15572,-0.90591,-0.17272,-0.94197,0.04335,-0.74632,0.12116,2.39781,1.81884,-0.19467,0.79912,-0.40419,0.25906,-0.23286,0.45932,0.90620,-0.11602,1.00128,1.08302,2.08831,-0.30317,-0.71059,1.41466,-0.64504,-0.17263,-0.94477,-0.42410,-0.77165,0.41375,-0.46125,1.59697,0.95943,1.80529,0.66159,0.69632,1.23323,-0.88055,-1.11181,-0.48397,-0.31674,0.75190,-0.95428,-0.13342,-1.18099,0.90163,-0.30622,-0.28178,-0.79395,-1.39305,2.27847,-0.11015,1.95068,-0.85421,-0.75621,0.97684,0.55129,0.93400,0.03000,0.00400,0.03200
-0.25626,1.90535,-0.55277,-0.29895,-0.25918,0.42036,-0.35532,1.46965,-0.42675,2.00744,1.10115,-0.24155,-0.49373,0.77120,0.10208,-0.44997,0.62105,0.50452,1.10310,-0.48706,0.68412,0.63200,1.98377,1.37287,-0.36664,-0.40419,-0.27724,-0.23286,-0.24968,0.46650,-0.70382,0.53163,0.68632,2.08831,-0.58667,-0.71059,0.48993,-0.27726,0.11190,-0.30521,-0.42410,-0.28076,-0.26943,-0.67368,0.71541,0.95943,-0.72850,0.66159,0.69632,0.32979,-0.84837,-0.42897,0.41453,0.74313,-0.74478,-0.52012,1.34302,-1.18099,-1.02291,0.48904,0.68075,-0.26861,0.07968,-0.28290,-0.50102,-0.40611,0.45741,-0.24682,0.29209,0.55129,0.99600,0.00400,0.00000,0.00000
0.13276,-0.23118,-0.55277,-0.41354,-0.51396,-0.31615,0.17264,1.10343,0.48822,0.85119,-0.40506,0.25453,-0.77353,-0.14942,1.13327,-0.44997,-0.17272,-0.94197,3.01064,-1.52408,0.00857,1.51490,0.66439,0.55775,-0.94952,-0.08471,0.12499,0.22793,-0.13152,0.13672,-0.70382,0.06199,-0.50378,-0.76451,0.35834,-0.12211,-0.03848,1.92944,0.18303,-0.73158,1.04367,1.68279,-1.18033,-0.24881,1.15619,-0.00834,-1.23526,1.04610,0.69632,-0.42307,-0.65527,-0.88420,-0.48397,1.09642,0.00356,0.13113,0.72136,-0.78403,-0.54178,0.15768,0.48824,-0.53128,1.18422,0.57089,1.06245,0.18309,-0.10472,-0.75621,0.97684,0.55129,0.92600,0.03200,0.00600,0.03600
-0.45077,-0.70597,-0.55277,-0.41354,-0.45026,2.26164,-0.35532,1.83586,0.48822,0.08035,2.10529,1.24668,-0.49373,-0.14942,0.35988,-0.44997,0.62105,0.02236,1.31504,-1.00557,1.13450,1.07345,1.15916,0.43235,0.02195,-0.40419,-0.14316,-0.23286,-0.13152,1.23598,1.64736,0.06199,1.08302,2.08831,-0.58667,-1.00483,1.81097,0.09052,-0.24376,-0.30521,-0.79104,-0.28076,0.41375,-0.46125,1.59697,1.68526,2.31205,-0.49196,1.13139,1.38381,-0.78400,-0.88420,1.31303,1.80300,-0.74478,-0.08596,-0.05572,-1.18099,-1.02291,1.41685,0.29574,-0.00593,0.07968,-0.28290,1.06245,0.37949,-0.85421,0.26257,0.80565,0.55129,0.97800,0.01000,0.00200,0.01000
0.81354,1.66796,-0.55277,-0.75732,0.88735,1.89338,-0.88328,0.55411,0.94571,2.13591,1.10115,0.25453,0.62548,-0.60974,-0.67132,-0.90591,-0.17272,0.50452,0.25530,0.80921,1.35968,-0.25091,-0.16022,2.50150,0.99341,-0.72367,-0.41131,0.22793,-1.31319,-0.30298,1.05957,0.06199,1.08302,1.73170,-1.05917,-1.00483,-0.56690,-0.64504,2.31699,0.33436,-0.79104,0.70102,0.41375,-0.67368,0.71541,0.95943,0.28501,0.66159,0.26125,-0.27250,-0.59090,-0.42897,-0.48397,0.03655,-0.74478,-0.30304,1.42072,-0.38706,-0.54178,0.22395,-0.28178,0.51941,0.44786,0.57089,0.28072,-0.99531,-0.47946,1.02665,-0.90621,0.55129,0.98400,0.01400,0.00200,0.00000
-0.15901,0.24360,-0.55277,0.27401,0.50517,0.05211,-1.14725,0.92033,1.17446,2.13591,0.34805,-1.23370,0.62548,-1.07005,-0.92912,-0.90591,-0.17272,1.46885,2.37479,0.54995,0.90931,-0.69236,-0.65498,1.43557,-0.36664,-1.04315,0.25906,0.68871,-1.07686,-0.08313,-0.11602,-0.87731,0.28962,1.01850,-0.87017,-0.12211,0.35783,-1.01283,1.10775,-1.37114,0.30978,-0.28076,-0.04170,-0.67368,0.27464,0.23360,-0.22174,0.27707,-0.17382,-0.12193,-0.17251,1.61954,-0.48397,1.44971,0.00356,-0.30304,2.50863,-0.78403,-0.54178,0.48904,0.29574,-0.79395,2.65695,1.70927,-1.28275,0.37949,0.27003,2.80950,-0.73502,0.55129,0.97600,0.02000,0.00000,0.00400
0.52178,-0.94336,-0.55277,-0.18436,0.88735,0.42036,0.17264,-0.36142,1.63195,0.33730,1.10115,0.99864,0.62548,-0.14942,-0.15572,-0.44997,-0.96649,-0.94197,0.67920,-1.00557,0.00857,2.39781,2.14869,1.49827,-0.26949,-0.08471,0.92943,1.14950,0.45932,-1.18239,-0.11602,0.06199,-0.50378,-0.40791,-0.39767,1.64335,-0.83111,1.56166,-0.45716,-0.73158,-0.05716,1.19191,-0.26943,-0.46125,2.47853,-0.97612,0.79177,-0.87648,-0.60889,-1.62766,-0.23688,-0.65659,-0.03472,2.50958,0.75190,0.13113,0.41053,0.40688,-0.06064,0.22395,-0.28178,-0.00593,-1.02487,0.00169,-0.50102,-0.01331,0.83216,1.79073,-0.05028,0.55129,0.91200,0.06600,0.00000,0.02200
0.52178,2.14274,0.69022,0.27401,1.46061,-0.68440,-0.61930,0.18790,1.40320,-0.04812,0.59908,-0.24155,-1.05334,-1.07005,-0.67132,0.46190,-0.17272,0.50452,1.95089,0.80921,1.35968,-0.25091,0.49947,1.62368,-0.07520,-0.08471,-0.14316,0.22793,-0.84052,-0.63276,-0.70382,-0.87731,1.47972,0.30530,-0.96467,-1.00483,0.09362,0.09052,0.25416,-0.73158,-0.05716,1.68279,-0.04170,-0.67368,0.27464,-0.00834,1.80529,1.04610,0.69632,-0.87479,0.05277,0.25387,-0.93323,1.09642,0.00356,-1.17136,0.79907,1.20082,-0.06064,0.55531,0.48824,-1.31929,-0.28850,0.57089,0.28072,-0.79891,-1.22896,-0.75621,-0.73502,0.55129,0.92600,0.06000,0.00800,0.00600
0.03550,-0.23118,-0.55277,-0.64273,0.44148,0.05211,-0.88328,-1.09385,-0.19801,-0.17659,1.85426,1.49472,-1.05334,-0.60974,-0.92912,-0.44997,-0.96649,0.50452,0.25530,0.80921,2.59820,-0.69236,1.48900,4.50794,-0.46379,-1.36263,-0.94761,-0.69364,-0.95869,1.23598,-0.70382,-0.87731,0.68632,-0.40791,-0.68117,2.23183,0.48993,0.09052,1.10775,0.97392,-0.05716,3.15546,-0.26943,-0.67368,-0.16614,-0.73417,-0.22174,0.66159,0.26125,-0.87479,-0.78400,-0.42897,-1.38248,1.44971,-0.74478,-1.38844,0.79907,-0.38706,-0.06064,1.35058,-0.47428,-1.05662,0.81604,-0.85210,-0.11015,-0.99531,-1.22896,1.28134,-0.90621,0.55129,0.93000,0.05600,0.00800,0.00600
-0.06175,0.24360,-0.55277,-0.41354,0.25039,2.99815,-1.14725,0.92033,2.54692,0.20883,-0.15402,-0.73763,0.90528,-1.07005,-0.15572,-0.90591,-0.96649,0.98669,2.16284,2.36473,-0.10402,1.07345,0.33455,1.87448,-0.75522,-0.72367,1.06351,-0.69364,-0.72236,-0.74269,1.64736,1.00128,-1.29717,-0.76451,-0.87017,2.23183,-0.43480,0.09052,0.68096,-0.51839,-0.05716,0.70102,0.64148,-0.67368,-0.16614,-0.97612,0.79177,0.66159,-0.60889,-0.42307,-0.30125,0.02625,-0.03472,0.74313,0.00356,-1.17136,1.34302,-0.78403,-0.06064,0.95295,2.41329,-1.05662,0.81604,1.14008,-0.89188,0.57589,0.08266,-0.50151,-0.05028,0.55129,0.97400,0.01800,0.00600,0.00200
0.23001,-0.46858,1.93321,-0.18436,0.75996,0.42036,-1.14725,0.92033,2.31818,0.85119,1.10115,-0.48959,0.34568,-1.07005,-1.18692,-0.90591,0.62105,0.98669,1.10310,0.03144,0.90931,-0.69236,-0.16022,2.87770,-1.04666,-0.72367,-0.00909,-0.23286,-1.19503,0.24665,2.23516,-0.87731,0.68632,-0.76451,-1.05917,0.17214,-0.69900,-0.27726,1.03662,-0.51839,0.30978,1.68279,0.41375,-0.67368,0.71541,1.44332,1.29853,0.66159,-0.60889,0.63094,-0.39780,-0.65659,-1.38248,1.09642,0.00356,-0.52012,1.80926,0.00991,-0.54178,1.68194,0.68075,-0.26861,-1.02487,4.27064,-0.11015,-0.79891,-1.22896,0.26257,-0.90621,0.55129,0.96800,0.02800,0.00400,0.00000
1.29982,0.71839,-0.55277,0.15942,-0.19548,0.42036,-1.14725,0.73722,2.08943,0.33730,1.85426,-1.48174,-0.21393,-1.07005,-0.41352,0.46190,2.20859,-0.45980,0.89115,0.03144,2.71079,-0.69236,0.16963,0.36965,1.18771,-1.04315,0.39314,-0.23286,-1.07686,-0.08313,-0.11602,-0.87731,2.66982,0.66190,-1.05917,-0.12211,0.22572,0.45831,0.39643,-0.73158,-1.52492,0.21013,2.00783,-0.67368,-0.16614,-0.00834,2.31205,0.66159,2.43659,0.02865,-0.10815,-0.20136,0.41453,0.03655,0.00356,-0.30304,1.49843,0.00991,2.34504,1.48312,1.25826,-0.53128,-1.02487,0.28629,-0.11015,-0.99531,-0.10472,1.28134,-0.90621,0.55129,0.98200,0.01200,0.00200,0.00400
0.42452,-0.46858,-0.55277,-0.29895,0.88735,-0.68440,-0.61930,1.10343,0.03073,0.97966,1.35219,0.50257,-1.33314,-1.07005,-0.67132,-0.44997,-0.96649,0.02236,1.52699,0.03144,1.24709,-0.69236,0.66439,1.37287,-0.17235,-1.04315,-0.14316,-0.23286,-0.95869,0.68635,2.82296,0.53163,0.28962,-0.05131,-0.87017,-0.71059,1.41466,1.19387,0.25416,-0.51839,0.30978,2.17368,0.41375,-0.67368,0.71541,2.65303,0.79177,-0.10745,0.26125,-0.12193,-0.49435,-0.20136,-0.93323,1.09642,0.75190,-0.52012,0.95448,0.00991,0.42049,0.88667,-0.08927,-0.79395,-0.28850,0.28629,-0.11015,-0.60251,-0.47946,1.28134,-0.90621,0.55129,0.98000,0.01000,0.00400,0.00600
-0.06175,-0.46858,-0.55277,-0.06976,-0.32287,1.52513,-0.88328,1.10343,-0.42675,2.64980,-0.40506,-1.23370,-1.05334,0.31089,0.87547,0.46190,0.62105,-0.45980,1.95089,0.03144,-0.66699,0.19054,1.48900,0.24424,-0.56093,2.47112,-0.41131,0.68871,0.34116,0.24665,-0.70382,0.06199,1.47972,0.66190,-0.01966,0.17214,1.28255,-0.27726,0.18303,0.54754,-0.42410,1.19191,0.41375,-0.67368,-0.16614,1.20137,-1.23526,-0.10745,1.56645,0.02865,-0.81619,-0.20136,-1.38248,-0.31674,0.00356,-0.30304,1.88697,-0.38706,-1.02291,0.09141,0.10323,-0.26861,0.07968,0.57089,-0.50102,0.77228,-0.66684,2.04542,1.14802,0.55129,0.98000,0.00600,0.00200,0.01200
0.71629,-1.18075,-0.55277,-0.18436,-0.19548,0.42036,0.70059,-0.91075,-0.19801,1.23661,0.59908,-0.73763,-0.49373,-0.14942,-0.41352,-0.90591,-0.96649,0.50452,0.25530,1.32771,0.23375,0.19054,0.82931,1.37287,-0.56093,0.23477,-0.14316,2.07107,-0.36785,0.13672,-0.11602,-0.40766,2.27312,0.66190,0.07484,0.46638,1.01835,-0.64504,0.32530,-0.94477,-0.05716,0.70102,1.32465,0.17606,1.59697,1.68526,-0.22174,1.43062,1.56645,0.93209,-1.07365,-0.65659,-0.93323,-0.31674,0.00356,-0.08596,0.56594,-0.78403,-0.06064,0.22395,1.06576,1.30742,-0.28850,0.00169,0.67158,0.18309,-1.41634,3.57359,-0.22146,0.55129,0.98400,0.01200,0.00000,0.00400
0.03550,-0.23118,-0.55277,0.27401,-0.83244,0.42036,1.75651,1.10343,0.25948,1.36508,0.09701,1.49472,-1.33314,0.31089,0.61767,-0.90591,1.41482,0.02236,0.04335,-0.48706,-0.55440,0.19054,0.99424,1.37287,-0.75522,-0.08471,-0.94761,-0.69364,1.87734,0.57643,-0.70382,1.94057,0.28962,1.01850,0.54734,-0.12211,1.54676,-1.01283,1.32114,-0.09202,-1.15798,1.68279,-0.49715,-0.46125,1.59697,-0.73417,-0.22174,-0.10745,2.00152,-0.12193,-1.00929,-0.42897,-1.38248,1.44971,-0.74478,0.34821,0.87677,0.80385,-0.54178,-0.43877,-0.08927,-0.00593,-0.28850,0.00169,-0.50102,1.36148,-1.79109,0.00787,-0.56383,0.55129,0.98000,0.01400,0.00000,0.00600
0.61903,0.24360,0.69022,-0.41354,0.82365,0.42036,-1.14725,1.46965,0.25948,1.10813,0.85012,-0.98566,-1.05334,-1.07005,0.10208,-0.44997,1.41482,0.50452,1.95089,1.58697,0.34635,0.19054,0.66439,1.43557,0.21624,-0.72367,-0.54538,-0.69364,-0.95869,-0.85261,-0.11602,0.06199,0.68632,1.01850,-0.58667,-0.12211,0.48993,0.82609,0.46756,-0.09202,0.30978,1.19191,0.86920,-0.46125,0.71541,0.71749,-0.22174,-1.26099,2.87166,-1.32651,-0.46217,-0.65659,0.41453,0.38984,-0.74478,-0.30304,1.42072,0.00991,-0.06064,0.48904,0.48824,-1.05662,0.07968,1.14008,-0.11015,0.57589,-1.41634,0.51726,-0.73502,0.55129,0.98200,0.01400,0.00200,0.00200
-0.64528,-0.23118,-0.55277,-0.52814,-0.38657,2.62989,0.96457,0.00479,0.71697,1.62202,3.36047,0.75060,-1.05334,-0.14942,0.10208,-0.44997,1.41482,-0.45980,-0.38055,1.84622,1.69746,0.63200,1.15916,1.87448,-0.75522,0.23477,-0.54538,0.22793,-0.24968,1.23598,0.47177,0.06199,0.68632,0.30530,-0.01966,0.46638,0.22572,1.56166,0.82322,-0.73158,-0.05716,0.21013,0.86920,-0.67368,0.27464,1.20137,0.28501,1.04610,-0.17382,-0.12193,-0.78400,-0.88420,-1.38248,1.09642,0.00356,-0.52012,1.88697,-0.78403,0.42049,0.95295,-0.08927,0.51941,1.55241,0.28629,0.28072,-0.40611,-0.29209,0.51726,-0.39265,0.55129,0.99200,0.00600,0.00200,0.00000
0.23001,0.24360,-0.55277,-0.29895,0.25039,1.52513,0.17264,-0.17832,0.71697,0.46577,0.59908,0.50257,-1.05334,0.77120,0.10208,-0.44997,0.62105,0.50452,0.89115,0.29070,0.12116,0.19054,1.32408,2.25069,-0.56093,0.55425,0.52721,0.22793,-0.48602,1.12605,2.23516,-0.40766,-0.10708,1.37510,-0.68117,0.46638,0.48993,-0.64504,0.18303,-1.58433,-0.05716,2.66457,-0.04170,-0.24881,1.59697,0.47554,0.28501,0.27707,-0.60889,-0.12193,-0.55872,-0.65659,-0.93323,1.09642,-0.74478,0.13113,2.04238,0.00991,-0.06064,0.88667,-0.85929,-0.26861,-0.28850,-0.56750,-1.28275,-0.01331,-1.22896,1.79073,-0.73502,0.55129,0.99800,0.00200,0.00000,0.00000
0.52178,0.00621,-0.55277,-0.41354,-0.76874,-0.68440,-1.14725,1.46965,-0.42675,1.62202,0.09701,-0.98566,-0.77353,-0.60974,-0.41352,-0.90591,4.58990,0.98669,1.10310,1.06846,0.00857,-0.69236,0.33455,1.43557,-1.04666,-0.08471,-1.48391,-0.69364,-0.01335,2.88487,-0.11602,2.87987,-0.50378,1.01850,-0.68117,0.46638,0.88624,0.09052,1.03662,-1.15795,-0.79104,-0.28076,0.41375,-0.46125,-0.60692,0.71749,-0.22174,2.96868,-1.47903,-1.62766,-0.23688,-0.88420,-1.38248,2.50958,0.00356,-0.08596,1.80926,-0.78403,-0.06064,1.15176,1.06576,-0.53128,-0.65669,0.28629,1.06245,-0.60251,-0.47946,1.28134,-0.56383,0.55129,0.96200,0.02400,0.00200,0.01200
-0.54803,0.95578,-0.55277,0.27401,0.88735,-0.68440,-1.14725,1.28654,-0.19801,0.59424,1.35219,1.24668,0.62548,-1.07005,-0.92912,0.46190,1.41482,0.02236,-0.16860,2.62399,1.02190,-0.69236,-0.16022,2.31339,-0.26949,-1.04315,0.25906,-0.23286,-1.07686,-0.74269,0.47177,-0.40766,1.87642,1.37510,-0.77567,-0.12211,-0.96321,0.09052,-0.03036,-0.30521,-0.05716,1.68279,-0.04170,-0.67368,-0.60692,-0.25029,0.79177,-0.49196,1.56645,-1.47709,0.34242,0.25387,-1.38248,-1.02332,-0.74478,-0.95428,0.33282,-0.38706,-0.54178,1.41685,1.25826,-0.26861,1.18422,0.00169,-0.11015,-0.99531,2.14378,-1.01090,-0.90621,0.55129,0.85200,0.12600,0.01000,0.01200
0.23001,-0.23118,-0.55277,-0.18436,-0.76874,0.42036,-1.14725,0.73722,-0.42675,2.00744,4.36461,1.49472,0.62548,-0.60974,-0.92912,-0.90591,2.20859,0.02236,0.25530,1.58697,3.16116,-0.69236,-0.16022,1.31017,1.38200,-0.40419,0.66128,-0.69364,-1.19503,0.13672,1.05957,-0.40766,-1.29717,1.73170,-0.96467,-0.71059,-0.03848,-0.27726,0.04077,0.76073,0.30978,-0.28076,-0.04170,-0.46125,0.27464,-0.25029,-0.22174,0.27707,0.26125,-0.57365,-0.39780,-1.11181,-0.93323,-0.67003,-0.74478,0.34821,1.73155,-0.78403,-0.06064,0.75413,-0.08927,1.30742,-0.65669,1.70927,1.45332,-0.99531,1.95640,2.04542,-0.90621,0.55129,0.99200,0.00600,0.00200,0.00000
0.52178,0.71839,-0.55277,-0.64273,-1.34200,1.15687,-0.09134,2.20208,0.25948,0.59424,1.35219,0.99864,0.34568,-0.14942,1.39107,-0.44997,0.62105,0.50452,-0.16860,-1.00557,0.79672,0.19054,1.81884,0.74586,-0.85237,0.55425,-0.41131,0.22793,0.22299,1.23598,-0.11602,1.94057,0.68632,1.01850,-0.11417,1.05486,1.01835,1.56166,0.96548,0.54754,-0.79104,1.19191,-0.26943,-0.03637,-0.16614,0.95943,0.79177,1.81514,2.43659,0.63094,-1.00929,-0.65659,-0.03472,0.74313,0.75190,-0.30304,1.10990,-0.38706,-0.06064,-0.30622,-0.66678,1.57009,-0.65669,1.14008,-0.50102,0.37949,-0.29209,2.55481,-0.39265,0.55129,0.99400,0.00200,0.00000,0.00400
-0.54803,0.24360,1.93321,-0.29895,0.56887,1.15687,-0.88328,0.37100,-0.19801,0.59424,5.61978,0.00649,0.06588,0.77120,-0.92912,-0.90591,-0.96649,0.02236,1.10310,0.03144,3.16116,0.63200,1.65392,-0.25737,2.15917,-1.36263,1.33166,0.68871,-1.19503,0.13672,1.05957,-0.87731,-0.10708,1.37510,-0.96467,-0.12211,-0.43480,-0.27726,0.32530,0.54754,-1.52492,0.70102,-0.04170,-0.46125,-1.04770,0.95943,-0.22174,2.58417,1.56645,1.23323,-0.68745,2.30238,-0.03472,-0.31674,-0.74478,-0.52012,1.65385,0.00991,-1.02291,1.15176,-0.47428,0.51941,-1.02487,1.14008,0.28072,-0.60251,-0.47946,0.00787,-0.73502,0.55129,0.95800,0.03200,0.00800,0.00200
0.23001,-1.18075,-0.55277,0.15942,-0.13178,-0.31615,-1.14725,0.37100,-0.19801,0.59424,4.36461,-0.24155,2.30430,-0.60974,-0.67132,-0.44997,2.20859,0.98669,0.04335,1.58697,3.38635,-0.69236,1.65392,1.68638,0.41053,-1.04315,1.46573,0.22793,-0.84052,-0.41291,1.64736,0.06199,1.47972,1.01850,-1.05917,1.34911,-0.17059,-1.38061,1.25001,-0.09202,0.30978,-0.77165,0.41375,-0.67368,0.27464,0.71749,1.29853,0.66159,1.13139,-0.12193,-0.49435,-0.20136,-1.38248,1.44971,-0.74478,-0.95428,1.03219,-0.78403,-1.02291,0.15768,-0.85929,-0.79395,0.07968,1.70927,-1.28275,-0.99531,-0.29209,2.04542,-0.90621,0.55129,0.99000,0.00800,0.00000,0.00200
0.03550,-0.70597,-0.55277,-0.29895,-1.40570,0.78862,1.75651,0.37100,-0.42675,0.46577,-0.65609,0.99864,-0.49373,2.15213,2.16447,-0.44997,-0.96649,-0.45980,1.31504,-1.52408,-0.55440,2.83927,0.82931,0.05614,0.02195,0.23477,-0.94761,-0.23286,1.52283,0.79628,-0.11602,1.47093,-0.50378,1.73170,0.64184,1.34911,1.54676,0.09052,0.18303,0.12117,1.04367,-0.28076,0.18603,-0.03637,1.15619,1.44332,-0.22174,1.81514,-0.17382,0.93209,-0.88055,-0.42897,-0.48397,-1.37662,-0.74478,-0.73720,-0.28884,-0.78403,-0.54178,-0.30622,-1.24430,1.04475,1.55241,-0.85210,-0.50102,2.53988,-0.85421,-0.24682,0.29209,0.93007,0.93400,0.01200,0.00200,0.05200
