A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,L1,L2,L3
-0.25263,-0.09486,0.36898,0.69072,-0.41304,-0.36552,-0.89873,0.88679,-0.53943,0.06143,-0.69106,-0.66300,-0.14123,0.03000,0.02000,0.95000
0.74211,-0.62846,0.43316,0.48454,-0.39130,0.25517,-0.59072,0.50943,0.44479,1.00000,-0.85366,-0.49451,-0.45506,0.05000,0.06000,0.89000
0.28947,-0.63241,0.36898,0.22680,-0.58696,0.11724,-0.67932,0.47170,0.18612,0.78669,-0.85366,-0.62637,-0.51213,0.02000,0.02000,0.96000
-0.30000,0.22134,0.09091,0.07216,-0.60870,-0.08966,-0.75527,0.39623,-0.60252,0.08703,-0.86992,-0.77289,-0.65478,0.00000,0.05000,0.95000
0.40000,-0.00395,0.26203,-0.03093,-0.19565,-0.41379,-0.90717,0.39623,-0.75394,-0.21502,-0.21951,-0.59707,-0.42653,0.00000,0.11000,0.89000
-0.04211,0.00000,0.30481,0.17526,-0.21739,-0.53793,-0.89030,0.77358,-0.65300,-0.26621,-0.36585,-0.38462,-0.58345,0.00000,0.07000,0.93000
0.01579,0.07115,0.05882,-0.18557,-0.21739,-0.71724,-0.84810,0.01887,-0.66562,-0.31741,-0.67480,-0.64835,-0.43367,0.00000,0.00000,1.00000
0.44737,-0.20158,0.00535,0.17526,-0.56522,-0.74483,-0.85654,0.05660,-0.60883,0.41638,-0.64228,-0.69963,-0.51926,0.00000,0.00000,1.00000
0.42105,0.43083,-0.03743,0.22680,-0.60870,-0.79310,-0.94515,0.47170,-0.53312,-0.08874,-0.51220,-0.64835,-0.65478,0.00000,0.00000,1.00000
0.27368,0.16996,0.32620,0.27835,-0.10870,-0.50345,-0.75527,0.13208,-0.33754,0.60410,-0.39837,-0.78755,-0.40514,0.01000,0.01000,0.98000
-0.05789,0.03953,0.00535,-0.08247,-0.60870,-0.65517,-0.86498,0.01887,-0.64669,0.53242,-0.60976,-0.64835,-0.41940,0.00000,0.00000,1.00000
0.34211,-0.27273,0.42246,0.43299,-0.23913,-0.60690,-0.78903,-0.01887,-0.28707,0.25939,-0.57724,-0.61172,-0.32668,0.00000,0.00000,1.00000
0.24737,0.52569,0.60428,0.48454,-0.08696,-0.31034,-0.73840,-0.47170,-0.55836,0.23208,-0.69106,-0.52381,-0.49786,0.00000,0.00000,1.00000
-0.38421,-0.09486,0.02674,-0.13402,-0.43478,-0.81379,-0.93671,0.01887,-0.79811,-0.27986,-0.70732,-0.58974,-0.66904,0.00000,0.02000,0.98000
-0.08421,-0.34783,-0.01604,-0.08247,-0.65217,-0.71724,-0.92827,0.32075,-0.85489,0.47099,-0.85366,-0.73626,-0.72611,0.01000,0.00000,0.99000
0.64737,-0.30040,0.19786,-0.03093,-0.54348,-0.51724,-0.84810,0.16981,-0.47634,0.43686,-0.77236,-0.67766,-0.45506,0.00000,0.00000,1.00000
0.41053,0.94071,0.16578,0.02062,-0.45652,-0.51724,-0.88608,0.47170,-0.58991,0.09556,-0.73984,-0.65568,-0.34094,0.00000,0.00000,1.00000
0.24737,0.25296,0.19786,0.27835,-0.30435,-0.43448,-0.82700,0.13208,-0.36909,0.02730,-0.64228,-0.78755,-0.32668,0.00000,0.00000,1.00000
0.17895,0.39921,-0.03743,-0.03093,0.08696,-0.57931,-0.85232,0.13208,-0.40694,0.52218,-0.82114,-0.78755,-0.20542,0.02000,0.00000,0.98000
0.12632,-0.26877,0.08021,-0.03093,0.08696,-0.53793,-0.85654,0.50943,-0.33754,0.36860,-0.80488,-0.74359,-0.19829,0.02000,0.00000,0.98000
0.63158,0.32806,0.47594,0.43299,-0.43478,-0.26207,-0.82278,0.62264,-0.40694,0.35154,-0.78862,-0.75824,-0.59772,0.00000,0.00000,1.00000
