A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,L1,L2,L3,L4,L5
-0.99751,-0.77174,-0.99832,-0.88084,0.01055,0.11727,-0.99354,-0.99594,-0.99705,-0.99813,0.00400,0.99600,0.00000,0.00000,0.00000
-0.98506,-0.83333,-0.99553,-0.97502,-0.53797,0.73987,-0.99950,-0.99467,-0.98777,-0.97571,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98506,-0.94203,-0.99844,-0.99098,-0.24051,0.85714,-0.99931,-0.99709,-0.99549,-0.98941,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.78986,-0.99354,-0.97256,-0.43038,0.74627,-0.99943,-0.99085,-0.98227,-0.96138,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.83333,-0.99487,-0.97814,-0.34599,0.74414,-0.99960,-0.99182,-0.98595,-0.95827,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.88768,-0.99654,-0.98513,-0.40084,0.55011,-0.99941,-0.99485,-0.99154,-0.97882,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.94565,-0.99832,-0.99258,-0.10338,0.79957,-0.99942,-0.99637,-0.99527,-0.98505,1.00000,0.00000,0.00000,0.00000,0.00000
-0.99253,-0.58696,-0.99371,-0.89295,-0.21097,-0.09382,-0.99321,-0.98819,-0.99059,-0.99377,0.18000,0.79800,0.00000,0.00000,0.02200
-0.98506,-0.94565,-0.99854,-0.99151,-0.22363,0.50533,-0.99954,-0.99721,-0.99657,-0.98692,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98506,-0.64130,-0.99037,-0.94682,-0.24262,0.67804,-0.99966,-0.98261,-0.97455,-0.90283,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.97464,-0.99876,-0.99754,-0.16456,0.26652,-0.99867,-0.99746,-0.99757,-0.99439,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.97464,-0.99876,-0.99754,0.18776,0.93390,-0.99802,-0.99649,-0.99627,-0.99439,0.99800,0.00000,0.00000,0.00000,0.00200
-0.97260,-0.97464,-0.99876,-0.99754,-0.09916,-0.06610,-0.98183,-0.99727,-0.99822,-1.00000,0.99800,0.00000,0.00000,0.00200,0.00000
-0.97260,-0.97464,-0.99876,-0.99754,0.56118,1.00000,-0.99427,-0.99546,-0.99614,-0.99751,0.96800,0.01560,0.00000,0.01640,0.00000
-0.97260,-0.97826,-0.99893,-0.99785,0.07173,1.00000,-0.99830,-0.99721,-0.99666,-0.99502,0.97800,0.00000,0.00000,0.00400,0.01800
-0.97260,-0.92029,-0.99626,-0.99289,-0.22996,0.19616,-0.99709,-0.99309,-0.99285,-0.99190,1.00000,0.00000,0.00000,0.00000,0.00000
-0.96762,-0.93841,-0.99660,-0.99524,-0.77426,0.16205,-0.99906,-0.99764,-0.99367,-0.99315,0.93400,0.00000,0.00000,0.00000,0.06600
-0.97758,-0.81884,-0.99301,-0.98103,-0.46414,0.69083,-0.99948,-0.99061,-0.98140,-0.95827,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.91667,-0.99710,-0.99009,0.02321,1.00000,-0.99923,-0.99303,-0.99094,-0.97571,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.92391,-0.99704,-0.99183,-0.40084,0.65032,-0.99930,-0.99558,-0.99233,-0.98381,1.00000,0.00000,0.00000,0.00000,0.00000
-0.91034,-0.63768,-0.94819,-0.98986,-0.51477,0.34968,-0.99942,-0.93627,-0.88774,-0.73155,0.90800,0.00000,0.00000,0.00000,0.09200
-0.97758,-0.88043,-0.99537,-0.98736,-0.22152,0.79957,-0.99959,-0.99140,-0.98695,-0.95640,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.64855,-0.98512,-0.96685,-0.44093,0.23881,-0.99927,-0.97934,-0.97026,-0.92463,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.70290,-0.98626,-0.97426,-0.47468,0.60341,-0.99960,-0.98189,-0.96514,-0.90657,1.00000,0.00000,0.00000,0.00000,0.00000
-0.91781,-0.59058,-0.94626,-0.98754,-0.88819,-0.49041,-0.99936,-0.97547,-0.94975,-0.90283,0.68400,0.00000,0.00000,0.00200,0.31400
-0.97758,-0.64855,-0.98648,-0.96353,-0.31646,0.70362,-0.99956,-0.97777,-0.96371,-0.89162,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.83333,-0.99422,-0.98058,-0.07173,0.88913,-0.99943,-0.98746,-0.98292,-0.94706,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.88406,-0.99597,-0.98637,-0.14346,0.96375,-0.99952,-0.99182,-0.98764,-0.96201,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.72101,-0.98926,-0.97098,-0.30591,0.69296,-0.99939,-0.98207,-0.97134,-0.92713,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.97464,-0.99876,-0.99754,-0.49367,1.00000,-0.99915,-0.99836,-0.99614,-0.99502,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.84783,-0.99293,-0.98668,-0.35654,0.67804,-0.99931,-0.98891,-0.98131,-0.95827,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.69203,-0.98696,-0.97091,-0.40928,0.59062,-0.99952,-0.98104,-0.96718,-0.91155,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.47464,-0.97576,-0.95471,-0.91772,-0.85928,-0.98964,-0.99037,-0.99055,-0.99689,0.09000,0.23000,0.00000,0.00000,0.68000
-0.96015,-0.99638,-0.99962,-0.99959,0.37975,0.37313,-0.99071,-0.99861,-0.99926,-1.00000,0.02450,0.09200,0.00000,0.87400,0.00950
-0.98007,-0.97826,-0.99922,-0.99713,-0.37342,0.32409,-0.99952,-0.99873,-0.99844,-0.99439,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.92754,-0.99776,-0.99025,-0.45570,0.45416,-0.99973,-0.99691,-0.99488,-0.98131,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.56522,-0.98497,-0.94995,-0.26793,0.66525,-0.99943,-0.97377,-0.96050,-0.88789,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.57609,-0.98207,-0.96007,-0.37553,0.56716,-0.99931,-0.97268,-0.95543,-0.89661,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.86957,-0.99496,-0.98625,-0.36287,0.37740,-0.99911,-0.99213,-0.98894,-0.97509,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.67029,-0.98604,-0.96887,-0.34810,0.68230,-0.99948,-0.97795,-0.96297,-0.90159,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.92754,-0.99718,-0.99220,-0.34599,0.61407,-0.99955,-0.99546,-0.99285,-0.97820,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.83333,-0.99422,-0.98058,-0.32700,0.71215,-0.99929,-0.99055,-0.98443,-0.96512,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.85507,-0.99497,-0.98306,-0.04008,0.98294,-0.99908,-0.98873,-0.98443,-0.96512,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.93841,-0.99760,-0.99332,-0.03165,0.72708,-0.99920,-0.99449,-0.99350,-0.98131,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.83333,-0.99422,-0.98058,-0.29747,0.82303,-0.99939,-0.99019,-0.98348,-0.96014,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.85507,-0.99497,-0.98306,-0.17300,0.94883,-0.99924,-0.99013,-0.98469,-0.96512,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.84058,-0.99447,-0.98140,-0.21308,0.86780,-0.99929,-0.98964,-0.98383,-0.96201,1.00000,0.00000,0.00000,0.00000,0.00000
-1.00000,-0.82971,-0.99943,-0.82125,0.73629,1.00000,-0.99616,-0.99752,-0.99822,-0.99813,0.00200,0.99800,0.00000,0.00000,0.00000
-1.00000,-0.89855,-0.99969,-0.89202,0.12658,1.00000,-0.99954,-0.99903,-0.99905,-0.99564,0.10600,0.89400,0.00000,0.00000,0.00000
-1.00000,-0.94203,-0.99986,-0.93671,-0.24051,1.00000,-0.99970,-0.99964,-0.99957,-0.99813,0.16400,0.83400,0.00000,0.00000,0.00200
-0.98257,-0.83696,-0.99499,-0.97861,-0.43882,0.61194,-0.99956,-0.99297,-0.98725,-0.96574,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98506,-0.89130,-0.99708,-0.98353,-0.48734,0.69510,-0.99974,-0.99618,-0.99224,-0.97633,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98755,-0.94203,-0.99868,-0.98947,-0.44726,0.33049,-0.99948,-0.99812,-0.99727,-0.99190,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.78986,-0.99354,-0.97256,-0.49367,0.76119,-0.99967,-0.99170,-0.98214,-0.95329,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98506,-0.94203,-0.99844,-0.99098,-0.29325,0.69510,-0.99931,-0.99727,-0.99588,-0.99003,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.90217,-0.99699,-0.98699,-0.56329,0.66738,-0.99962,-0.99655,-0.99211,-0.98194,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.84058,-0.99510,-0.97908,-0.67511,0.55011,-0.99968,-0.99558,-0.98799,-0.97509,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.55797,-0.98130,-0.95838,-0.58228,-0.03625,-0.99962,-0.97959,-0.97017,-0.89287,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.97101,-0.99872,-0.99698,-0.12869,0.50533,-0.99886,-0.99727,-0.99701,-0.99315,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.97464,-0.99887,-0.99732,0.16034,1.00000,-0.99876,-0.99685,-0.99649,-0.99253,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.78261,-0.99078,-0.97937,-0.34810,0.17697,-0.99837,-0.98540,-0.98244,-0.97073,1.00000,0.00000,0.00000,0.00000,0.00000
-0.93275,0.19203,-0.87175,-0.95613,-0.98945,-0.99147,-0.98789,-0.96814,-0.97368,-0.99003,0.13000,0.77600,0.00600,0.00800,0.08000
-0.47447,0.67754,0.36626,-0.99187,-1.00000,-0.98294,-0.99562,-0.69318,-0.70182,-0.73404,0.02400,0.01200,0.01800,0.01000,0.93600
-0.97758,-0.86594,-0.99482,-0.98587,-0.19831,0.86994,-0.99928,-0.99013,-0.98482,-0.96387,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.87319,-0.99560,-0.98513,0.06329,0.83582,-0.99911,-0.98916,-0.98734,-0.96574,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.64855,-0.98785,-0.95947,-0.07384,0.94456,-0.99928,-0.97383,-0.96306,-0.90346,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.92754,-0.99747,-0.99134,-0.08228,0.69510,-0.99908,-0.99449,-0.99328,-0.98318,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.82609,-0.99329,-0.98178,0.13502,0.96162,-0.99915,-0.98255,-0.97945,-0.94270,1.00000,0.00000,0.00000,0.00000,0.00000
-0.99502,0.03261,-0.98818,-0.64496,-0.25316,-0.22175,-0.96528,-0.97898,-0.98443,-0.99813,0.01000,0.99000,0.00000,0.00000,0.00000
-0.98007,-0.92029,-0.99722,-0.99051,-0.47679,1.00000,-0.99979,-0.99630,-0.99133,-0.97509,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.92754,-0.99718,-0.99220,-0.37553,0.48188,-0.99912,-0.99564,-0.99341,-0.98630,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.71739,-0.99022,-0.96733,-0.38608,0.78465,-0.99952,-0.98528,-0.97260,-0.93149,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.76449,-0.99093,-0.97544,-0.42616,0.53092,-0.99950,-0.98710,-0.97797,-0.94145,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.88043,-0.99585,-0.98596,-0.24051,0.79104,-0.99963,-0.99243,-0.98834,-0.95951,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.70652,-0.98985,-0.96609,-0.20675,0.86354,-0.99944,-0.98092,-0.97034,-0.91778,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.71739,-0.98912,-0.97060,-0.37764,0.53945,-0.99950,-0.98346,-0.97346,-0.92463,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.64855,-0.98376,-0.96961,-0.54641,0.20469,-0.99946,-0.98104,-0.96835,-0.91654,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.70290,-0.98857,-0.96911,-0.35654,0.60128,-0.99948,-0.98213,-0.97104,-0.91965,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.96377,-0.99857,-0.99593,-0.20886,1.00000,-0.99979,-0.99721,-0.99553,-0.98131,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.81159,-0.99274,-0.98029,-0.38608,0.59701,-0.99960,-0.98904,-0.98166,-0.94394,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.70652,-0.98985,-0.96609,-0.24895,0.83795,-0.99944,-0.98183,-0.97073,-0.92214,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.71377,-0.98899,-0.97023,-0.45992,0.65458,-0.99959,-0.98516,-0.97125,-0.92463,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.63406,-0.98310,-0.96837,-0.49367,0.49680,-0.99956,-0.97843,-0.95976,-0.89411,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.70652,-0.98985,-0.96609,-0.32068,0.71429,-0.99948,-0.98334,-0.97260,-0.92588,1.00000,0.00000,0.00000,0.00000,0.00000
-0.94521,-0.90942,-0.99179,-0.99582,-0.52321,0.91471,-0.99968,-0.99000,-0.97542,-0.94332,0.98800,0.00000,0.00600,0.00000,0.00600
-0.94521,-0.83333,-0.98508,-0.99242,-0.44515,0.46055,-0.99952,-0.97940,-0.96527,-0.90408,0.99800,0.00000,0.00000,0.00000,0.00200
-0.98007,-0.70290,-0.98972,-0.96568,-0.49367,0.80597,-0.99943,-0.98685,-0.97086,-0.94457,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.88043,-0.99537,-0.98736,-0.29114,0.76759,-0.99956,-0.99206,-0.98717,-0.96138,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.70652,-0.98985,-0.96609,-0.32911,0.83795,-0.99944,-0.98352,-0.97073,-0.92962,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.95652,-0.99793,-0.99599,-0.28481,0.95949,-0.99945,-0.99637,-0.99367,-0.98443,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.97464,-0.99876,-0.99754,-0.47257,1.00000,-0.99923,-0.99830,-0.99614,-0.99439,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.85145,-0.99310,-0.98699,-0.36076,0.54797,-0.99931,-0.98922,-0.98309,-0.95951,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.69203,-0.98815,-0.96800,-0.42194,0.66738,-0.99966,-0.98310,-0.96882,-0.90657,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.72826,-0.99060,-0.96858,-0.30802,0.89339,-0.99952,-0.98431,-0.97212,-0.92713,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.98188,-0.99935,-0.99754,0.29747,0.48614,-0.99314,-0.99788,-0.99853,-0.99938,0.99800,0.00000,0.00000,0.00000,0.00200
-0.97758,-0.76812,-0.99107,-0.97582,-0.10759,0.93817,-0.99929,-0.98134,-0.97294,-0.93086,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.87319,-0.99560,-0.98513,0.12658,0.88913,-0.99901,-0.98855,-0.98699,-0.96637,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.92391,-0.99735,-0.99092,-0.28903,0.66525,-0.99962,-0.99540,-0.99306,-0.97571,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.69565,-0.98947,-0.96485,-0.27637,0.67164,-0.99947,-0.98177,-0.97225,-0.91965,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.88768,-0.99610,-0.98678,-0.30380,0.55650,-0.99953,-0.99340,-0.99042,-0.96886,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.64130,-0.98482,-0.96617,-0.11181,0.74840,-0.99908,-0.96856,-0.95824,-0.90221,1.00000,0.00000,0.00000,0.00000,0.00000
-0.94521,-0.57609,-0.96240,-0.98092,-0.49156,0.53945,-0.99957,-0.95190,-0.90799,-0.76082,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.55072,-0.98100,-0.95770,-0.19831,0.58209,-0.99918,-0.96408,-0.95239,-0.87854,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.84783,-0.99412,-0.98401,-0.14346,0.87207,-0.99896,-0.98813,-0.98279,-0.96637,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.82971,-0.99343,-0.98215,-0.41139,0.44989,-0.99945,-0.99043,-0.98487,-0.95889,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.85870,-0.99510,-0.98347,-0.09072,0.98294,-0.99925,-0.98952,-0.98482,-0.96263,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.84420,-0.99460,-0.98182,-0.16245,0.74200,-0.99920,-0.98928,-0.98521,-0.96325,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.83333,-0.99422,-0.98058,-0.32700,0.62687,-0.99929,-0.99055,-0.98517,-0.96512,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.85145,-0.99485,-0.98264,-0.20464,0.94883,-0.99929,-0.99025,-0.98430,-0.96387,1.00000,0.00000,0.00000,0.00000,0.00000
-1.00000,-0.93841,-0.99985,-0.93299,0.88186,1.00000,-0.99354,-0.99903,-0.99952,-1.00000,0.00000,1.00000,0.00000,0.00000,0.00000
-1.00000,-0.97826,-1.00000,-0.97395,1.00000,1.00000,-0.99758,-0.99964,-1.00000,-1.00000,0.58933,0.40867,0.00000,0.00200,0.00000
-0.97758,-0.85145,-0.99426,-0.98438,-0.44093,0.68017,-0.99951,-0.99200,-0.98482,-0.96325,1.00000,0.00000,0.00000,0.00000,0.00000
-0.94271,0.22826,-0.88675,-0.94726,-0.66456,-0.13433,-0.99933,-0.89599,-0.83458,-0.60012,0.97800,0.00200,0.00200,0.00000,0.01800
-1.00000,-0.72464,-0.99903,-0.71324,-0.25949,1.00000,-0.99832,-0.99818,-0.99696,-0.99689,0.03600,0.96400,0.00000,0.00000,0.00000
-1.00000,-0.85870,-0.99954,-0.85105,0.73629,1.00000,-0.99569,-0.99794,-0.99857,-0.99875,0.17200,0.82800,0.00000,0.00000,0.00000
-0.97758,-0.53261,-0.98204,-0.95161,-0.08439,0.69296,-0.99912,-0.96178,-0.95204,-0.87667,1.00000,0.00000,0.00000,0.00000,0.00000
-1.00000,-0.90217,-0.99971,-0.89574,0.92405,1.00000,-0.98950,-0.99843,-0.99909,-1.00000,0.00993,0.98200,0.00000,0.00807,0.00000
-1.00000,-0.87681,-0.99961,-0.86967,0.63924,1.00000,-0.99650,-0.99830,-0.99879,-0.99875,0.00200,0.99800,0.00000,0.00000,0.00000
-0.98755,-0.95652,-0.99901,-0.99196,-0.83966,0.09808,-0.99973,-0.99945,-0.99835,-0.99689,0.83400,0.00200,0.00000,0.00000,0.16400
-0.98506,-0.93841,-0.99835,-0.99045,-0.85865,-0.16844,-0.99954,-0.99915,-0.99783,-0.99626,0.82600,0.00200,0.00000,0.01800,0.15400
-0.98506,-0.85145,-0.99601,-0.97768,-0.49156,0.69510,-0.99935,-0.99485,-0.98938,-0.98007,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98506,-0.89130,-0.99708,-0.98353,-0.54641,0.39019,-0.99954,-0.99655,-0.99358,-0.98381,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98506,-0.94565,-0.99854,-0.99151,-0.60127,0.21962,-0.99941,-0.99843,-0.99722,-0.99377,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98506,-0.92029,-0.99786,-0.98779,-0.91350,0.01919,-0.99985,-0.99915,-0.99653,-0.99377,0.95000,0.00600,0.00000,0.00000,0.04400
-0.98506,-0.97464,-0.99932,-0.99577,-0.77004,-0.02772,-0.99968,-0.99952,-0.99905,-0.99751,0.74400,0.00600,0.00000,0.00000,0.25000
-0.98506,-0.99638,-0.99990,-0.99896,-0.05485,0.84861,-0.99758,-0.99964,-0.99974,-1.00000,0.90910,0.01083,0.00000,0.07007,0.01000
-0.98755,-0.96377,-0.99918,-0.99320,-0.69409,0.67591,-0.99988,-0.99927,-0.99788,-0.99439,0.99600,0.00200,0.00000,0.00200,0.00000
-0.98506,-0.56522,-0.98833,-0.93565,-0.52743,0.16205,-0.99968,-0.98589,-0.97802,-0.91903,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.92754,-0.99689,-0.99292,-0.12236,0.40085,-0.99750,-0.99352,-0.99311,-0.99128,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.97101,-0.99872,-0.99698,-0.02321,0.50533,-0.99697,-0.99697,-0.99701,-0.99689,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.97464,-0.99899,-0.99705,-0.26582,0.36034,-0.99879,-0.99812,-0.99788,-0.99564,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.97464,-0.99887,-0.99732,0.42405,0.97655,-0.99610,-0.99618,-0.99653,-0.99689,0.99640,0.00360,0.00000,0.00000,0.00000
-0.97509,-0.97826,-0.99903,-0.99766,-0.12236,-0.10661,-0.98587,-0.99788,-0.99870,-1.00000,0.99800,0.00000,0.00000,0.00000,0.00200
-0.97509,-0.97464,-0.99887,-0.99732,0.35232,0.97655,-0.99630,-0.99637,-0.99653,-0.99689,1.00000,0.00000,0.00000,0.00000,0.00000
-1.00000,-0.95290,-0.99990,-0.94788,0.09494,1.00000,-0.99960,-0.99958,-0.99970,-0.99813,0.18000,0.82000,0.00000,0.00000,0.00000
-0.98007,-0.93116,-0.99760,-0.99175,-0.13713,1.00000,-0.99936,-0.99503,-0.99250,-0.98069,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.87319,-0.99560,-0.98513,-0.04219,0.78891,-0.99926,-0.99013,-0.98764,-0.96450,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.64855,-0.98512,-0.96685,-0.27215,0.52665,-0.99935,-0.97413,-0.96392,-0.89847,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.82609,-0.99397,-0.97975,0.13924,0.99574,-0.99920,-0.98425,-0.98123,-0.94581,1.00000,0.00000,0.00000,0.00000,0.00000
-1.00000,-0.92029,-0.99978,-0.91436,0.63291,1.00000,-0.99273,-0.99891,-0.99931,-1.00000,0.01500,0.96800,0.00000,0.01700,0.00000
-0.98007,-0.72101,-0.99035,-0.96775,-0.41561,0.77825,-0.99956,-0.98607,-0.97303,-0.93211,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.95290,-0.99854,-0.99351,-0.80802,1.00000,-0.99933,-0.99909,-0.99545,-0.99689,0.91600,0.01200,0.00000,0.00000,0.07200
-0.95019,-0.61957,-0.96918,-0.98123,-0.82278,-0.28785,-0.99960,-0.98177,-0.96210,-0.90595,0.89800,0.00200,0.00000,0.00000,0.10000
-0.98257,-0.91667,-0.99743,-0.98885,-0.48312,0.94456,-0.99983,-0.99661,-0.99220,-0.97571,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.87319,-0.99610,-0.98327,-0.12869,0.75480,-0.99954,-0.99194,-0.98925,-0.96138,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.96014,-0.99860,-0.99506,-0.25105,1.00000,-0.99975,-0.99740,-0.99562,-0.98381,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.86594,-0.99587,-0.98233,-0.37342,0.48188,-0.99962,-0.99364,-0.99033,-0.96637,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.88043,-0.99585,-0.98596,-0.45570,0.77612,-0.99975,-0.99431,-0.98842,-0.96387,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.96014,-0.99860,-0.99506,-0.25105,1.00000,-0.99977,-0.99740,-0.99562,-0.98318,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.77536,-0.99222,-0.97395,-0.48101,0.54584,-0.99959,-0.98982,-0.98097,-0.94830,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.62681,-0.98710,-0.95699,-0.51477,0.79531,-0.99962,-0.98407,-0.96362,-0.91529,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.73188,-0.98864,-0.97463,-0.54008,0.31557,-0.99956,-0.98655,-0.97602,-0.93398,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.94203,-0.99821,-0.99211,-0.45781,0.30917,-0.99946,-0.99752,-0.99631,-0.98941,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.70652,-0.98985,-0.96609,-0.45781,0.52665,-0.99962,-0.98625,-0.97542,-0.92713,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.94565,-0.99832,-0.99258,-0.78059,0.69936,-0.99839,-0.99885,-0.99553,-0.99813,0.26800,0.06200,0.00000,0.00000,0.67000
-0.98257,-0.96014,-0.99876,-0.99444,-0.12025,1.00000,-0.99975,-0.99733,-0.99614,-0.98318,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98257,-0.81159,-0.99421,-0.97535,-0.39873,0.76333,-0.99974,-0.99140,-0.98396,-0.94643,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97509,-0.69565,-0.98711,-0.97125,-0.54430,0.79104,-0.99971,-0.98486,-0.96375,-0.91031,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97758,-0.96014,-0.99843,-0.99556,-0.33544,1.00000,-0.99977,-0.99740,-0.99510,-0.98318,0.99800,0.00000,0.00000,0.00000,0.00200
-0.97758,-0.77536,-0.99135,-0.97656,-0.58017,0.78252,-0.99966,-0.99049,-0.97576,-0.94706,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.96739,-0.99885,-0.99589,-0.80591,-0.01919,-0.99778,-0.99927,-0.99827,-0.99938,0.13000,0.02600,0.00000,0.00000,0.84400
-0.97260,-0.63406,-0.98310,-0.96837,-0.56751,0.58209,-0.99969,-0.98098,-0.95764,-0.88975,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.67754,-0.98510,-0.97209,-0.72363,0.39446,-0.99963,-0.98807,-0.96679,-0.93647,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.90942,-0.99576,-0.99196,-0.63713,0.80171,-0.99975,-0.99582,-0.98803,-0.97384,1.00000,0.00000,0.00000,0.00000,0.00000
-0.97260,-0.85507,-0.99326,-0.98730,-0.50000,0.44563,-0.99957,-0.99146,-0.98452,-0.95765,1.00000,0.00000,0.00000,0.00000,0.00000
-0.98007,-0.71014,-0.98997,-0.96651,-0.50422,0.62900,-0.99951,-0.98740,-0.97420,-0.94207,1.00000,0.00000,0.00000,0.00000,0.00000
