A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4,L5,L6,L7
-0.03994,0.09712,-0.35697,-0.19451,0.14222,-0.10807,4.82222,0.06293,0.36537,0.40151,0.37858,0.31071,0.03087,0.38786,-0.68810,0.36180,-0.04223,-0.41049,0.00000,0.00000,0.00200,0.99200,0.00000,0.00600,0.00000
1.01548,0.28848,-0.35697,-0.19451,-0.53707,-0.12169,-0.53315,-0.13356,-0.81337,-0.72429,-0.85691,-0.83814,1.46969,-0.95761,0.14872,-0.87559,-0.02319,0.28685,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.57450,-1.20760,-0.35697,-0.19451,-0.41356,-0.11125,-0.48699,-0.13069,1.90985,1.84761,1.91274,1.94538,-2.11777,1.58573,-0.56306,1.91760,-0.04320,-0.63953,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.52204,0.13191,-0.35697,-0.19451,-0.63999,-0.12324,-0.59471,-0.13590,-0.92979,-0.91140,-0.93093,-0.93592,0.92293,-0.77027,0.37957,-0.96620,0.00963,-0.32883,0.00400,0.00000,0.03800,0.00000,0.95800,0.00000,0.00000
-0.54709,-0.38998,-0.35697,-0.19451,-0.20772,-0.09857,-0.31771,-0.11945,-0.41270,-0.33105,-0.39998,-0.50204,1.07641,-0.25365,-0.64963,-0.42775,-0.03101,-0.12664,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.02623,1.10610,-0.35697,-0.19451,0.28631,-0.08606,0.28246,-0.11202,0.56619,0.56324,0.65172,0.46043,-0.48711,1.03505,-1.26522,0.63879,-0.03862,-0.42103,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
-1.01312,-1.03363,-0.35697,-0.19451,5.78236,-0.10041,-0.48698,-0.12828,0.07723,0.06853,0.13608,0.01433,-0.14179,0.45599,-0.63039,0.11588,-0.03779,-0.43186,0.00000,0.00000,0.00400,0.99600,0.00000,0.00000,0.00000
0.38497,-0.79009,-0.35697,-0.19451,2.77703,-0.00087,0.14396,-0.08036,-0.17695,-0.16298,-0.15492,-0.21483,0.27067,0.00182,-0.27450,-0.17923,-0.03850,-0.42378,0.00400,0.00000,0.00800,0.94600,0.03000,0.01200,0.00000
-0.39632,-0.51175,-0.35697,-0.19451,-0.43414,-0.12095,-0.54854,-0.13287,-0.44083,-0.48010,-0.35403,-0.50204,0.00209,0.21755,-0.37068,-0.38115,-0.02766,-0.46721,0.00000,0.00000,0.00000,0.00200,0.99800,0.00000,0.00000
0.70023,-0.40737,-0.35697,-0.19451,0.01871,-0.11005,-0.27154,-0.12909,0.47985,0.49982,0.52153,0.40543,-0.20894,0.67172,-0.92857,0.50677,-0.04076,-0.41628,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000
1.27591,0.41025,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.01517,-0.93897,1.09559,-1.09386,0.75470,-1.05162,-0.06000,0.88194,0.00000,0.00000,0.01200,0.00000,0.98800,0.00000,0.00000
-0.79381,-0.91186,-0.35697,-0.19451,-0.08421,-0.10749,-0.25615,-0.13507,2.32896,2.36135,2.22161,2.40064,-1.59980,1.19401,-0.41878,2.23084,-0.04713,-0.63214,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.60428,-0.11164,-0.35697,-0.19451,-0.24888,-0.11347,-0.36387,-0.11817,-0.15173,-0.15346,-0.11919,-0.18733,0.10760,0.09265,-0.26488,-0.14299,-0.03800,-0.46981,0.00000,0.00000,0.00000,0.92200,0.06800,0.00600,0.00400
1.74194,-1.67729,-0.35697,-0.19451,-0.22830,-0.11401,-0.39465,-0.13035,2.59963,2.78313,2.32882,2.71841,-0.44874,0.32541,-0.10136,2.33956,-0.05252,-0.58319,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.14959,2.06289,-0.35697,-0.19451,0.30690,-0.07260,0.62102,-0.10751,-0.33994,-0.38814,-0.49953,-0.09872,-0.16098,-1.34365,2.43796,-0.33973,-0.03338,2.43227,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.17937,-0.12903,-0.35697,-0.19451,-0.47531,-0.12392,-0.54854,-0.13664,-0.80076,-0.72112,-0.82628,-0.83814,1.37376,-0.82704,0.02368,-0.85747,-0.01995,0.11119,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.54945,-0.47696,-0.35697,-0.19451,0.18339,-0.09221,-0.19459,-0.11945,0.78544,0.80426,0.82785,0.70792,-0.46793,0.92719,-1.10170,0.81741,-0.04176,-0.43579,0.00000,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000
0.61799,1.78455,-0.35697,-0.19451,-0.12538,-0.09554,-0.00993,-0.11824,-0.65912,-0.64818,-0.83138,-0.45621,0.63517,-1.68996,2.22635,-0.64261,-0.02073,2.09366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.72764,-1.86865,-0.35697,-0.19451,-0.57824,-0.12066,-0.25615,-0.11966,1.98844,1.90469,1.99442,2.04010,-2.37676,1.67089,-0.44763,2.00044,-0.04282,-0.66141,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.87842,-0.14643,-0.35697,-0.19451,-0.63999,-0.12656,-0.57932,-0.13790,-0.79591,-0.70209,-0.83393,-0.83203,1.49846,-0.90652,0.03330,-0.85488,-0.02143,0.25739,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.08106,1.00172,2.41015,-0.19451,-0.41356,-0.11058,0.23630,-0.11277,-0.40979,-0.46425,-0.56335,-0.16900,-0.16098,-1.36068,2.46682,-0.39927,-0.03067,2.42131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.49463,1.15829,-0.35697,-0.19451,0.69800,-0.08061,0.59024,-0.07679,0.55164,0.53787,0.61853,0.47876,-0.57344,0.89880,-0.94780,0.60514,-0.03952,-0.47886,0.00000,0.00000,0.00000,0.00200,0.00000,0.99800,0.00000
-1.24614,0.13191,-0.35697,-0.19451,-0.57824,-0.12334,-0.47160,-0.13079,-0.94919,-0.92725,-0.97178,-0.93286,0.97089,-0.92923,0.60080,-1.00761,0.00632,-0.44861,0.00600,0.00000,0.13800,0.00000,0.85600,0.00000,0.00000
-0.24554,1.17568,-0.35697,-0.19451,0.67742,-0.06043,0.12857,-0.09280,0.65447,0.61716,0.77935,0.53376,-0.87080,1.37000,-1.44797,0.76823,-0.03746,-0.44858,0.00000,0.00000,0.00000,0.01000,0.00000,0.99000,0.00000
-0.86235,0.28848,-0.35697,-0.19451,0.20397,-0.10484,-0.28693,-0.12852,-0.36807,-0.42619,-0.27490,-0.41955,-0.22812,0.31974,-0.31297,-0.30090,-0.02817,-0.52051,0.00000,0.00000,0.02600,0.89800,0.07400,0.00000,0.00200
0.54945,-0.42477,-0.35697,-0.19451,-0.37239,-0.11674,-0.45621,-0.13211,1.47619,1.31801,1.69576,1.34956,-2.63575,2.67573,-1.89043,1.69757,-0.03633,-0.54672,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.13884,0.53202,-0.35697,4.39036,3.62099,2.67931,-0.41004,-0.12852,-0.74255,-0.76869,-0.69609,-0.76481,0.36659,-0.29907,0.13910,-0.72804,-0.00474,-0.45558,0.01000,0.00000,0.02600,0.03800,0.92600,0.00000,0.00000
0.30273,-0.21601,-0.35697,-0.19451,-0.55765,-0.12392,-0.54854,-0.13816,-0.82210,-0.73698,-0.85435,-0.85648,1.44091,-0.88949,0.06215,-0.88077,-0.01765,0.20802,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1.47915,-0.26820,-0.35697,-0.19451,-0.22830,-0.11288,-0.34848,-0.12465,-0.92203,-0.92091,-0.93859,-0.89314,0.75987,-0.86678,0.70660,-0.97396,0.00274,-0.71244,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000,0.00000
-0.98571,-1.22499,-0.35697,-0.19451,-0.33122,-0.11740,-0.36387,-0.13287,1.99329,2.04106,1.97655,1.94538,-1.18734,1.52328,-1.39026,1.98232,-0.04564,-0.48799,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.64304,-0.28560,-0.35697,-0.19451,-0.39298,-0.11269,-0.22537,-0.10736,-0.52038,-0.41351,-0.54038,-0.59371,1.39295,-0.56021,-0.44763,-0.56754,-0.03169,0.03261,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.80988,1.28006,-0.35697,-0.19451,0.43040,-0.05472,0.59024,-0.09348,-0.65718,-0.68307,-0.79564,-0.45927,0.29944,-1.46287,2.17826,-0.64520,-0.02310,2.28246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.08342,1.92372,-0.35697,-0.19451,-0.39298,-0.12062,-0.42543,-0.12984,-0.82016,-0.82260,-0.91307,-0.69759,0.64476,-1.29256,1.54343,-0.84712,-0.02013,2.30142,0.00000,0.00000,0.00400,0.00000,0.00800,0.00000,0.98800
1.28962,0.18410,-0.35697,-0.19451,-0.59882,-0.12491,-0.48699,-0.13261,-0.84636,-0.75283,-0.89520,-0.86870,1.53683,-1.02006,0.18720,-0.90148,-0.01676,0.40925,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.62933,0.53202,-0.35697,-0.19451,-0.29005,-0.09196,-0.62549,-0.13885,-0.95113,-0.92408,-0.97944,-0.93286,1.01886,-0.96896,0.62004,-1.01538,-0.03931,-0.36027,0.00400,0.00000,0.07600,0.00200,0.91600,0.00000,0.00200
-0.83493,-1.29458,-0.35697,-0.19451,-0.35181,-0.12194,-0.47160,-0.13306,1.88172,1.83492,1.94592,1.82927,-1.95471,1.97177,-1.38064,1.95126,-0.04234,-0.54924,0.00000,0.99800,0.00000,0.00200,0.00000,0.00000,0.00000
0.71393,-0.66831,-0.35697,-0.19451,-0.39298,-0.12359,-0.42543,-0.13287,1.48008,1.32435,1.69576,1.35568,-2.61656,2.65302,-1.87119,1.69757,-0.03646,-0.54714,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1.56139,-1.06843,-0.35697,-0.19451,-0.37239,-0.11612,-0.47160,-0.13355,0.77865,0.70278,0.92996,0.66209,-1.32163,1.64818,-1.46721,0.92096,-0.03688,-0.49281,0.00000,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000
1.24850,-1.85126,-0.35697,-0.19451,-0.45473,-0.11579,-0.31771,-0.12283,2.33381,2.34550,2.24458,2.40370,-1.79164,1.31890,-0.43802,2.25413,-0.04643,-0.63774,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1.60251,-0.77269,-0.35697,-0.19451,-0.22830,-0.07635,-0.08687,-0.13135,-0.53009,-0.44205,-0.53272,-0.60593,1.22988,-0.45235,-0.46687,-0.56236,-0.02975,-0.05838,0.99400,0.00000,0.00400,0.00000,0.00200,0.00000,0.00000
-0.05365,-0.05945,-0.35697,-0.19451,-0.35181,-0.12171,-0.47160,-0.12521,-0.87837,-0.90505,-0.86457,-0.85953,0.47210,-0.62834,0.59118,-0.89889,0.00016,-0.69299,0.00000,0.00000,0.99200,0.00000,0.00800,0.00000,0.00000
1.59117,0.37546,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.01517,-0.93897,1.09559,-1.09386,0.75470,-1.05162,-0.06000,0.88194,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
0.86471,0.16670,-0.35697,-0.19451,-0.57824,-0.12136,-0.53315,-0.13885,-0.79591,-0.69892,-0.83649,-0.83203,1.52724,-0.92355,0.03330,-0.85488,-0.02143,0.28349,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.68712,-1.92084,-0.35697,-0.19451,-0.41356,-0.12268,-0.36387,-0.13513,1.75657,1.58122,1.93571,1.69178,-3.01943,2.63599,-1.43836,1.94090,-0.03757,-0.59805,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1.45174,1.05391,-0.35697,-0.19451,-0.49590,-0.11963,-0.44082,-0.12957,-0.59800,-0.58476,-0.76246,-0.40732,0.60639,-1.58777,2.08207,-0.60119,-0.02912,2.13597,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.71453,0.13191,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.01517,-0.93897,1.09559,-1.09386,0.75470,-1.05162,-0.06000,0.88194,0.00000,0.00000,0.00600,0.00000,0.99400,0.00000,0.00000
0.65911,0.60161,2.41015,-0.19451,-0.00187,-0.04538,-0.34848,-0.13205,-0.75128,-0.73381,-0.74459,-0.76787,0.76946,-0.57157,0.19682,-0.77722,-0.02612,-0.35057,0.00600,0.00000,0.00600,0.91200,0.07200,0.00000,0.00400
1.13884,-1.55552,-0.35697,-0.19451,-0.06362,-0.08871,-0.54854,-0.13164,-0.59218,-0.62915,-0.53272,-0.62121,0.14597,-0.08901,0.00444,-0.56236,-0.02562,-0.51735,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
1.11143,-1.08582,-0.35697,-0.19451,-0.49590,-0.11831,-0.53315,-0.13236,-0.78524,-0.80357,-0.73438,-0.81981,0.47210,-0.30474,0.04292,-0.76687,-0.01374,-0.44380,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
0.04230,0.65380,-0.35697,-0.19451,-0.49590,-0.12169,-0.45621,-0.13740,-0.78330,-0.77820,-0.76501,-0.80148,0.68313,-0.52047,0.19682,-0.79793,-0.02126,-0.40989,0.06800,0.00000,0.00000,0.83600,0.07800,0.01000,0.00800
-0.21813,-0.21601,-0.35697,-0.19451,-0.16655,-0.10303,-0.25615,-0.11514,0.54291,0.52836,0.63130,0.44515,-0.57344,1.03505,-1.17865,0.61808,-0.03859,-0.44150,0.00000,0.00000,0.00000,0.98000,0.00000,0.02000,0.00000
-0.45114,-1.06843,-0.35697,-0.19451,-0.00187,-0.09808,-0.14843,-0.12793,2.26396,2.26939,2.18587,2.32731,-1.79164,1.33594,-0.46687,2.19459,-0.04613,-0.63449,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1.35579,-0.05945,-0.35697,-0.19451,-0.41356,-0.09890,-0.44082,-0.12222,-0.93561,-0.93360,-0.93859,-0.92370,0.77905,-0.78730,0.55271,-0.97396,0.01048,-0.52796,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000
1.07031,-0.52915,-0.35697,-0.19451,0.28631,0.01639,0.28246,0.05833,-0.79300,-0.84480,-0.74204,-0.79537,0.17475,-0.31042,0.35071,-0.77463,-0.00555,-0.62761,0.00000,0.00000,0.99200,0.00000,0.00800,0.00000,0.00000
-0.41002,-0.45956,-0.35697,-0.19451,-0.47531,-0.11540,-0.45621,-0.13243,-0.45732,-0.49913,-0.37701,-0.50815,-0.00750,0.16078,-0.26488,-0.40445,-0.02795,-0.49080,0.00200,0.00000,0.00400,0.00800,0.98600,0.00000,0.00000
-0.86235,1.73236,-0.35697,-0.19451,0.22456,0.00029,-0.20998,-0.09861,-0.79591,-0.79723,-0.90796,-0.65176,0.63517,-1.40042,1.73580,-0.80829,-0.01752,2.20631,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.93324,-0.99884,2.41015,-0.19451,-0.18713,-0.09518,-0.42543,-0.12984,1.52082,1.36558,1.71363,1.42290,-2.64534,2.53380,-1.64035,1.71569,-0.03703,-0.56480,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.11143,-1.62511,-0.35697,-0.19451,-0.41356,-0.11612,-0.44082,-0.13086,2.26008,2.28207,2.19353,2.29370,-1.63817,1.40974,-0.74581,2.20236,-0.04621,-0.59315,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.42669,0.89734,-0.35697,-0.19451,-0.26947,-0.11566,0.89802,0.30419,-0.10613,-0.10907,-0.07324,-0.14150,0.05964,0.13239,-0.28412,-0.09640,-0.03945,-0.47130,0.00000,0.00000,0.00000,0.01000,0.00000,0.99000,0.00000
1.48151,0.01014,2.41015,-0.19451,0.08047,-0.09385,-0.10226,-0.13183,0.10148,0.08438,0.16671,0.03877,-0.23771,0.51843,-0.64001,0.14694,-0.03729,-0.46208,0.00000,0.00000,0.00000,0.98400,0.00000,0.01600,0.00000
0.65911,-0.52915,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.01517,-0.93897,1.09559,-1.09386,0.75470,-1.05162,-0.06000,0.88194,0.00000,0.00000,0.00800,0.00000,0.99200,0.00000,0.00000
1.34445,0.30587,2.41015,-0.19451,0.08047,-0.08701,-0.45621,-0.13740,-0.71248,-0.76552,-0.63483,-0.74648,0.09801,-0.06631,0.01406,-0.66591,-0.01415,-0.53630,0.00400,0.00000,0.05600,0.02400,0.91400,0.00000,0.00200
-1.65734,1.12349,-0.35697,-0.19451,-0.12538,-0.11196,-0.02532,-0.12725,-0.55822,-0.55621,-0.69354,-0.39205,0.47210,-1.36068,1.83199,-0.58825,-0.03547,2.30860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
-0.50597,0.98432,-0.35697,-0.19451,-0.14596,-0.10642,0.39019,-0.09105,0.34984,0.35394,0.41687,0.26182,-0.24731,0.73416,-0.99590,0.40063,-0.03845,-0.41792,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
-0.53338,1.21047,-0.35697,-0.19451,0.51274,-0.09047,-0.05609,-0.10940,0.63798,0.59496,0.74362,0.54598,-0.90916,1.22807,-1.16903,0.73199,-0.03854,-0.48305,0.00000,0.00000,0.00000,0.01200,0.00000,0.98800,0.00000
1.26221,-0.87707,-0.35697,-0.19451,-0.37239,-0.10980,-0.19459,-0.12550,-0.84345,-0.88603,-0.79309,-0.85342,0.29944,-0.35584,0.30262,-0.82641,-0.00109,-0.58581,0.00000,0.00000,0.98800,0.00000,0.01200,0.00000,0.00000
1.55005,0.98432,2.41015,-0.19451,-0.49590,-0.11971,-0.19459,-0.11190,-0.61449,-0.61964,-0.74204,-0.45010,0.45292,-1.35501,1.84161,-0.63743,-0.03305,2.31393,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
-1.28726,-0.30299,-0.35697,-0.19451,-0.10479,-0.11104,-0.47160,-0.12021,-0.46994,-0.37862,-0.47145,-0.55093,1.21070,-0.39558,-0.54382,-0.50023,-0.03112,-0.07874,0.99600,0.00000,0.00200,0.00000,0.00200,0.00000,0.00000
-1.23243,-0.82488,-0.35697,4.39036,2.18008,4.15859,1.49820,3.28981,-0.61643,-0.69575,-0.56846,-0.59065,-0.21853,-0.18553,0.53347,-0.59860,-0.01435,-0.75092,0.00000,0.00000,0.99600,0.00000,0.00400,0.00000,0.00000
1.01548,-0.12903,-0.35697,-0.19451,-0.49590,-0.12070,-0.54854,-0.13967,-0.91912,-0.91774,-0.90286,-0.92981,0.75987,-0.64537,0.33148,-0.93772,0.00738,-0.42452,0.00000,0.00000,0.09600,0.00000,0.90400,0.00000,0.00000
-1.24614,-0.14643,-0.35697,-0.19451,-0.51648,-0.11864,-0.45621,-0.12984,-0.80561,-0.72746,-0.83393,-0.83814,1.36417,-0.84975,0.07177,-0.86524,-0.02119,0.12130,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15196,1.61059,2.41015,-0.19451,0.32748,-0.09770,0.08241,-0.08942,-0.57568,-0.61013,-0.71141,-0.37371,0.15556,-1.37772,2.17826,-0.57271,-0.02837,2.36031,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.82359,-0.68571,-0.35697,-0.19451,-0.47531,-0.11637,-0.53315,-0.13236,-0.36128,-0.40399,-0.29532,-0.39510,-0.09383,0.14375,-0.14946,-0.32161,-0.03106,-0.53190,0.00200,0.00000,0.00200,0.01400,0.98200,0.00000,0.00000
-0.88976,0.13191,-0.35697,-0.19451,-0.57824,-0.12533,-0.57932,-0.13866,-0.83374,-0.73063,-0.89009,-0.85648,1.61357,-1.05980,0.17758,-0.88336,-0.01836,0.47994,0.99800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200
-0.05365,-0.28560,-0.35697,-0.19451,-0.12538,-0.10782,2.97554,-0.04514,0.44395,0.47445,0.46537,0.38404,-0.08424,0.50708,-0.77467,0.44982,-0.04190,-0.41461,0.00000,0.00000,0.00200,0.98200,0.00000,0.01600,0.00000
1.63229,-0.32039,-0.35697,-0.19451,1.50079,-0.01752,-0.25615,-0.12640,-0.37583,-0.39131,-0.33616,-0.40427,0.16515,-0.04360,-0.09174,-0.36303,-0.03389,-0.49352,0.00200,0.00000,0.00600,0.05600,0.93600,0.00000,0.00000
0.16566,-0.32039,-0.35697,4.39036,3.27106,0.24078,7.97696,10.91939,0.15193,0.08438,0.19479,0.16405,-0.73651,0.41057,0.04292,0.17542,-0.03308,-0.65833,0.00000,0.00000,0.96800,0.02000,0.00200,0.01000,0.00000
-1.68475,2.11508,-0.35697,-0.19451,-0.00187,-0.07908,0.20552,-0.08444,-0.80270,-0.75918,-0.87733,-0.74648,1.04763,-1.15631,0.90860,-0.88336,-0.04631,2.01868,0.00400,0.00000,0.00200,0.01000,0.00800,0.00000,0.97600
-0.01253,-1.64250,-0.35697,-0.19451,-0.33122,-0.11145,-0.37926,-0.12474,2.39396,2.46601,2.26756,2.44953,-1.29285,1.12021,-0.60153,2.27743,-0.04814,-0.58772,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.10847,-0.23341,-0.35697,-0.19451,0.16280,-0.06251,-0.04070,-0.10783,-0.51941,-0.67355,-0.34893,-0.56926,-0.97631,0.71146,-0.22640,-0.37597,-0.01124,-0.62014,0.00000,0.00000,0.97200,0.00600,0.02200,0.00000,0.00000
1.05660,0.09712,-0.35697,-0.19451,-0.61941,-0.11517,0.28246,-0.07548,-0.91039,-0.86700,-0.95646,-0.88703,1.13396,-1.05412,0.64889,-0.98949,-0.05308,0.16922,0.05400,0.00000,0.02000,0.00000,0.91000,0.00000,0.01600
0.90583,-0.28560,-0.35697,-0.19451,0.05988,-0.09327,2.19070,-0.08897,-0.20508,-0.16932,-0.19066,-0.25455,0.49129,-0.07198,-0.37068,-0.21548,-0.03768,-0.33278,0.06000,0.00000,0.00600,0.84600,0.05800,0.02200,0.00800
0.67281,1.00172,-0.35697,-0.19451,0.51274,-0.05704,0.48252,-0.09278,0.57686,0.55690,0.69001,0.45432,-0.65018,1.22807,-1.42874,0.67762,-0.03727,-0.42578,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
-0.28666,0.23629,-0.35697,-0.19451,-0.59882,-0.12392,-0.59471,-0.13759,-0.87352,-0.87651,-0.85180,-0.88703,0.68313,-0.57157,0.28338,-0.88595,-0.00758,-0.45010,0.01400,0.00000,0.01000,0.00400,0.97200,0.00000,0.00000
-1.04054,2.02809,-0.35697,4.39036,0.43040,-0.09077,-0.10226,-0.11052,-0.43501,-0.50230,-0.58377,-0.18733,-0.25690,-1.34933,2.54377,-0.41480,-0.02807,2.44846,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.99800
0.79617,-0.99884,-0.35697,-0.19451,-0.22830,-0.10885,0.03624,-0.10798,0.13253,0.24929,0.03908,0.13044,0.95171,-0.51480,-0.08213,0.01751,-0.04911,-0.20769,0.00000,0.00000,0.00400,0.99200,0.00000,0.00200,0.00200
-0.32778,0.23629,-0.35697,-0.19451,-0.53707,-0.11612,-0.44082,-0.12640,-0.94046,-0.93042,-0.95391,-0.92370,0.85579,-0.86110,0.60080,-0.98949,0.00804,-0.54208,0.00000,0.00000,0.96800,0.00000,0.03200,0.00000,0.00000
1.63229,1.22787,-0.35697,-0.19451,-0.06362,-0.10181,-0.04070,-0.10552,0.33238,0.33174,0.40156,0.24654,-0.27608,0.73416,-0.96704,0.38510,-0.03845,-0.42641,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
-1.31467,-1.24239,-0.35697,-0.19451,-0.55765,-0.12690,-0.30232,-0.13715,2.32411,2.36135,2.20629,2.40370,-1.55184,1.12021,-0.34183,2.21530,-0.04740,-0.63779,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1.68475,-0.47696,-0.35697,-0.19451,0.71858,0.16876,-0.02532,-0.01246,-0.83374,-0.87651,-0.79054,-0.83509,0.28985,-0.39558,0.37957,-0.82382,-0.00093,-0.62627,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000
0.89212,1.08870,-0.35697,4.39036,0.30690,-0.07724,1.00575,-0.09229,0.34111,0.36663,0.36837,0.28015,-0.04587,0.46166,-0.73619,0.35145,-0.04093,-0.43092,0.00000,0.00000,0.00000,0.02000,0.00000,0.98000,0.00000
-0.60192,-0.77269,-0.35697,-0.19451,-0.53707,-0.12566,-0.42543,-0.12909,0.22955,0.28734,0.22287,0.17932,0.33781,0.14375,-0.58230,0.20389,-0.04244,-0.35979,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000
-0.31408,0.96693,2.41015,-0.19451,-0.02246,-0.09317,0.00546,-0.10818,0.31783,0.34443,0.35816,0.24043,-0.01710,0.52979,-0.88047,0.34109,-0.03975,-0.39312,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1.01548,0.35806,-0.35697,-0.19451,-0.57824,-0.11579,-0.57932,-0.13396,-0.95889,-0.93360,-0.98965,-0.93592,1.00926,-0.99167,0.66813,-1.02574,-0.00695,-0.47336,0.00200,0.00000,0.14000,0.00000,0.85800,0.00000,0.00000
1.37186,1.00172,-0.35697,-0.19451,-0.26947,-0.10807,-0.16382,-0.11757,0.47888,0.46176,0.56493,0.38709,-0.54466,0.96693,-1.09208,0.55078,-0.03851,-0.44669,0.00000,0.00000,0.00000,0.02000,0.00000,0.98000,0.00000
0.82359,-0.66831,-0.35697,-0.19451,2.73586,1.68967,0.11319,0.01607,0.31686,0.34760,0.35306,0.24043,0.02127,0.50140,-0.87085,0.33592,-0.04004,-0.38265,0.00000,0.00000,0.01800,0.96800,0.00000,0.01400,0.00000
-0.03994,-0.30299,2.41015,-0.19451,-0.10479,-0.11401,-0.22537,-0.09376,-0.36710,-0.30886,-0.32851,-0.46538,0.82701,-0.04360,-0.75543,-0.35526,-0.02968,-0.21543,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.38261,0.04493,-0.35697,-0.19451,-0.31064,-0.11897,-0.39465,-0.12581,-0.80076,-0.71795,-0.83138,-0.83509,1.40254,-0.86110,0.05254,-0.85747,-0.02049,0.15839,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.56080,-0.65092,-0.35697,-0.19451,-0.39298,-0.11190,-0.34848,-0.12842,1.80023,1.71442,1.83616,1.82011,-2.24247,1.71630,-0.65924,1.83994,-0.04198,-0.63474,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.13589,-1.46854,-0.35697,-0.19451,-0.43414,-0.12590,-0.33310,-0.13211,2.35807,2.38355,2.25735,2.42814,-1.68613,1.26213,-0.44763,2.26708,-0.04687,-0.62972,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.61562,-0.12903,-0.35697,-0.19451,-0.14596,-0.09089,-0.24076,-0.12531,-0.40203,-0.33105,-0.38211,-0.48982,0.97089,-0.19688,-0.64001,-0.40963,-0.03082,-0.17430,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
