A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
-0.78272,-4.38511,0.58438,-1.86677,1.47299,0.68256,0.05821,1.85584,-0.72852,1.14871,0.52252,-0.17797,0.31240,-1.05373,-1.13235,-0.33108,2,2,2,2,2,2,2,2,1,2
0.09299,0.60916,-1.54142,-1.03186,-0.05192,-0.87319,-0.98834,-1.48796,-1.66596,-0.57597,-1.48885,1.37070,-0.58303,1.96236,1.26226,1.93288,2,2,2,2,2,1,2,2,2,2
-1.13301,0.05424,-0.28872,0.84670,0.29998,0.57144,0.22173,0.48488,1.14636,0.37811,1.05888,-0.76794,0.31240,-1.05373,-0.65343,-0.63853,2,2,2,1,2,2,2,2,2,2
1.78604,0.79413,1.30564,0.63797,-0.81437,1.27523,-1.67513,1.28740,-0.55275,1.18540,0.52252,0.26451,0.04377,-0.87277,-1.01262,-0.80623,2,2,2,2,2,1,2,2,2,2
-0.57839,-0.68565,0.24274,0.84670,0.91581,0.64552,0.18902,0.21738,-1.13865,-0.28240,-1.62294,-0.95231,-0.04577,-0.87277,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-1.13301,-1.42554,-0.40260,0.32488,0.59324,1.27523,0.18902,0.55176,-0.25980,-0.42919,-1.43521,-1.28416,-0.85166,-0.99341,1.26226,-0.72238,2,1,2,2,2,2,2,2,2,2
-0.28648,-0.93228,0.58438,-2.49296,-0.19854,-2.35485,-1.57702,-1.48796,-1.66596,0.30472,-1.27430,1.51820,0.04377,1.66075,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-0.78272,-1.54886,-0.13687,-2.49296,-0.25719,-2.42893,-1.18456,-1.42108,-1.66596,0.30472,-0.89885,1.14947,0.35718,1.47978,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
0.61842,-0.19239,-0.74424,-0.51004,-1.45952,-1.50289,-0.56318,-1.48796,0.73623,-0.24571,1.05888,1.48132,-0.04577,1.96236,-0.79711,1.29003,1,2,2,2,2,2,2,2,2,2
-0.37406,0.91745,-0.74424,-0.97968,1.20906,-1.24360,0.48336,-1.48796,-0.55275,-0.31910,0.81752,0.96510,2.01373,1.93220,-1.13235,1.93288,2,2,2,2,2,2,2,2,1,2
0.47247,0.42419,-0.89609,-0.30131,0.15336,-1.02135,-0.03991,-1.48796,-1.66596,-0.46588,-0.12112,0.74386,2.01373,1.72107,-0.53370,1.98878,2,2,2,2,2,2,2,2,1,2
-1.13301,0.36253,0.05293,0.84670,0.38796,0.38623,0.05821,-0.21731,-0.08403,-1.23648,-0.55021,-1.13667,-0.31440,-0.17907,1.26226,0.19997,2,2,2,2,2,2,2,1,2,2
-1.13301,0.30087,0.01497,0.84670,0.97446,0.83073,0.45066,0.68551,0.35539,0.34141,1.05888,-0.47295,0.49149,-0.90293,-0.79711,-0.80623,2,2,2,1,2,2,2,2,2,2
0.76437,-0.06907,-0.02299,0.84670,-1.25424,0.08989,-1.67513,-0.45138,-0.66993,-1.23648,1.05888,-0.98918,0.40195,-0.32987,-0.86894,-0.72238,2,2,2,2,2,2,1,2,2,2
-1.13301,-0.19239,-0.36464,0.84670,-0.05192,-0.31756,-0.03991,-1.32077,-0.64064,-1.23648,-0.76476,-0.25172,0.49149,0.27335,1.26226,0.92667,2,2,2,2,2,2,2,1,2,2
-0.57839,-0.50068,-1.54142,-2.44078,-1.07829,-2.42893,0.38525,-1.18702,1.17565,0.26802,1.05888,1.73944,0.13332,1.96236,-0.77316,1.34593,1,2,2,2,2,2,2,2,2,2
1.78604,0.91745,1.22972,0.63797,-0.13989,0.08989,-0.75941,-0.25075,-0.87500,-1.08970,0.41524,-1.28416,0.13332,-0.32987,-1.13235,-0.19133,2,2,2,2,2,2,1,2,2,2
-0.19891,-0.06907,-1.54142,-1.50150,-0.93167,-2.39189,0.81041,-1.48796,1.26354,0.67167,0.28115,2.40315,-0.94120,0.78608,-0.10267,-0.66648,1,2,2,2,2,2,2,2,2,2
-1.13301,-0.00742,-0.36464,0.84670,0.27066,0.27510,0.12361,-0.28419,-0.31839,-1.23648,-0.89885,-0.32546,-0.35917,0.15270,1.26226,0.28382,2,2,2,2,2,2,2,1,2,2
1.08547,0.91745,-0.85813,-0.56222,-1.45952,-0.57685,0.97393,0.11707,1.26354,1.33218,0.17388,1.44445,-0.98598,0.06222,-0.94078,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,0.91745,1.22972,0.79451,0.35863,0.01581,-0.56318,-0.38450,-1.25583,-1.23648,-1.48885,-0.73107,-1.61278,0.24319,1.26226,0.39562,2,2,2,2,2,2,2,1,2,2
-0.69515,-0.37736,-1.23773,-2.49296,-0.37449,-2.42893,1.23557,-0.78576,1.26354,1.07532,0.33479,2.40315,-1.52324,1.41946,-1.13235,0.39562,1,2,2,2,2,2,2,2,2,2
-1.13301,0.91745,0.35662,0.37706,0.53458,-0.20644,0.22173,-0.51826,-0.90429,-1.23648,-1.38158,-0.62045,-1.43369,0.30351,1.26226,0.56332,2,2,2,2,2,2,2,1,2,2
0.18056,0.79413,1.57136,0.84670,0.65189,-0.31756,-0.30154,-0.75232,-1.66596,-1.23648,-1.54249,-1.21042,-0.13531,-0.93309,1.26226,-0.63853,2,2,1,2,2,2,2,2,2,2
-0.81191,-0.31570,-1.54142,-1.55368,-0.08124,-1.24360,-0.49777,-1.48796,-1.34372,-0.35579,-1.54249,1.00197,-0.40394,1.57027,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-1.13301,-0.31570,-0.21279,0.84670,0.88649,0.86777,0.22173,0.55176,0.32610,0.19463,1.05888,-0.73107,-0.00100,-1.05373,-1.08446,-0.72238,2,2,2,1,2,2,2,2,2,2
-1.13301,-5.06335,-0.47852,-4.37152,0.35863,-1.76218,1.17016,-0.05012,1.26354,1.36888,0.76388,2.40315,-0.04577,1.90204,0.73545,1.42978,2,3,3,3,3,3,3,3,3,1
-0.40325,-0.06907,0.58438,-1.55368,-0.08124,-1.79923,-1.51161,-1.48796,-1.66596,0.04785,-1.35476,1.37070,-0.13531,1.66075,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
0.29732,-0.00742,1.64728,0.84670,1.15041,0.57144,-0.10532,0.55176,0.97059,0.56158,1.05888,-0.17797,-0.18008,-0.63148,-1.13235,-0.80623,2,2,2,1,2,2,2,2,2,2
-0.31567,-0.50068,0.81215,0.84670,1.47299,0.71960,0.51607,0.45145,1.14636,0.23133,0.84433,-0.95231,-0.62780,-1.05373,-1.13235,-0.30313,2,2,2,1,2,2,2,2,2,2
-1.13301,-0.31570,0.09089,0.48142,1.20906,1.27523,1.46450,1.18708,0.53116,0.85515,1.05888,0.04327,1.56601,-0.63148,0.01706,-0.80623,2,2,2,1,2,2,2,2,2,2
-1.13301,-0.00742,-0.55444,0.84670,0.71054,0.86777,0.35255,0.65207,0.12103,0.19463,1.05888,-0.50983,0.40195,-0.93309,-0.96473,-0.80623,2,2,2,1,2,2,2,2,2,2
0.82275,0.85579,0.81215,-1.13622,1.38501,-1.94739,-1.67513,-1.48796,-1.46090,0.01116,1.05888,0.89135,2.01373,1.96236,-0.89289,1.79313,2,2,2,2,2,2,2,2,1,2
1.69847,0.91745,0.09089,-0.35349,-1.07829,-0.87319,-1.44620,-1.42108,0.32610,-1.23648,1.05888,-0.03048,-0.53826,0.03206,-1.13235,-0.66648,2,2,2,2,2,2,1,2,2,2
0.41409,0.42419,1.30564,0.84670,0.65189,0.20102,0.41795,0.51832,1.26354,0.37811,0.46888,-0.73107,-1.03075,-1.05373,-1.13235,-0.52673,2,2,2,1,2,2,2,2,2,2
-1.13301,0.60916,0.28070,0.84670,1.15041,0.53439,0.87582,-0.21731,-0.17192,-1.23648,-0.89885,-0.50983,-0.18008,0.12254,1.26226,0.06022,2,2,2,2,2,2,2,1,2,2
0.91032,0.42419,-1.08589,-1.65805,-0.69707,-2.42893,1.59531,-0.05012,0.91200,2.43304,-1.27430,0.85448,0.26763,0.99721,-1.13235,-0.49878,1,2,2,2,2,2,2,2,2,2
1.66928,-0.19239,0.85011,0.84670,-1.45952,0.68256,-0.66129,0.88614,1.26354,1.84591,0.81752,0.74386,0.40195,-0.20923,-0.27029,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.54920,-0.31570,0.50846,0.84670,1.47299,1.09002,0.74500,0.68551,0.76552,0.26802,0.87115,-0.95231,-0.35917,-1.05373,-1.13235,-0.75033,2,2,2,1,2,2,2,2,2,2
-1.13301,0.85579,1.22972,0.84670,1.47299,0.53439,0.15632,0.08363,-0.69923,-0.97961,-1.35476,-1.28416,-2.15004,-0.05842,0.80728,0.17202,2,2,2,2,2,2,2,1,2,2
0.47247,-0.74731,0.62234,0.84670,1.23839,0.86777,0.77770,0.18394,-0.40628,-0.64936,-1.62294,-1.28416,-0.49349,-0.48068,1.26226,-0.47083,2,2,1,2,2,2,2,2,2,2
1.26061,-0.74731,0.77419,0.84670,-1.45952,0.53439,-0.53047,0.35113,1.26354,1.58905,1.03206,0.96510,1.43170,-0.36003,1.21437,-0.80623,2,2,2,2,2,2,2,2,2,1
0.61842,0.91745,-0.17483,-0.45786,-1.04897,-0.57685,-1.67513,-0.71888,-0.28910,-0.72275,0.76388,-0.17797,2.01373,-0.26955,0.92702,-0.80623,2,2,2,2,1,2,2,2,2,2
-0.63677,0.11590,-1.08589,-0.97968,0.41728,-0.83614,0.02550,-1.48796,-1.66596,-0.72275,-1.51567,0.96510,-0.89643,1.87188,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-0.19891,0.79413,-1.23773,-0.66659,0.18268,-1.50289,-0.75941,-1.48796,-1.66596,0.30472,0.44206,1.26009,2.01373,1.96236,-0.77316,1.76518,2,2,2,2,2,2,2,2,1,2
0.03461,0.17756,2.06485,0.84670,1.12109,1.27523,-0.36695,1.08677,0.44328,1.00193,1.05888,-0.06735,0.13332,-0.84261,-1.13235,-0.80623,2,2,2,2,2,1,2,2,2,2
-1.13301,-0.80897,-1.50346,0.84670,-0.02259,1.27523,0.67959,0.88614,-0.40628,0.19463,-1.35476,-0.91543,-0.18008,-1.05373,1.26226,-0.77828,2,2,1,2,2,2,2,2,2,2
-1.01625,-0.06907,0.35662,0.84670,0.21201,0.49735,-0.39966,0.25082,0.97059,0.26802,1.05888,-0.73107,-0.13531,-1.05373,-1.13235,-0.66648,2,2,2,1,2,2,2,2,2,2
0.09299,-0.00742,1.68524,0.84670,1.47299,0.08989,0.81041,-0.41794,-0.34769,-1.23648,-0.28203,-1.24729,-0.76212,0.15270,-1.13235,1.01052,2,2,2,2,2,2,2,2,1,2
-1.13301,-0.13073,0.05293,0.84670,1.47299,0.75664,0.77770,-0.05012,-0.20121,-1.23648,-1.32794,-0.73107,-2.37390,-0.23939,0.51993,0.00432,2,2,2,2,2,2,2,1,2,2
0.12218,0.73248,1.49544,-0.24913,-0.81437,0.01581,-0.53047,1.85584,0.85341,1.51566,1.05888,-0.43608,-0.31440,-1.05373,-1.13235,-0.13543,2,2,2,2,2,2,2,2,2,1
1.26061,0.91745,-0.06095,-0.30131,-0.96099,-0.65094,-1.05375,-0.91951,0.26751,-1.23648,1.05888,-0.50983,-0.49349,-0.11874,-1.13235,-0.44288,2,2,2,2,2,2,1,2,2,2
1.78604,0.91745,0.24274,0.22051,-0.93167,-0.39165,-1.15186,-0.88607,0.00385,-1.23648,0.92479,-0.21484,-0.18008,0.09238,-1.13235,-0.35903,2,2,2,2,2,2,1,2,2,2
-1.10382,-3.39859,-0.21279,-4.37152,0.82784,-1.91035,1.59531,0.38457,0.82411,2.43304,-0.49658,2.32941,-2.10527,0.90673,-1.13235,-0.24723,1,2,2,2,2,2,2,2,2,2
1.78604,0.91745,1.03991,0.63797,-0.37449,0.34919,-1.21727,0.21738,-1.66596,-0.42919,-1.05976,-1.28416,-0.04577,-0.75212,-0.77316,-0.30313,2,2,2,2,2,2,1,2,2,2
-0.63677,-0.87062,-0.09891,0.84670,1.17974,0.71960,0.54877,0.21738,0.26751,0.37811,1.05888,-0.73107,-0.09054,-1.05373,-1.13235,-0.30313,2,2,2,1,2,2,2,2,2,2
-0.52001,0.91745,-1.50346,-0.19695,-1.45952,-0.42869,0.61418,0.21738,1.26354,1.44227,0.57615,0.59637,0.84966,-0.32987,0.66361,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,-1.17891,0.28070,0.84670,1.47299,0.64552,0.58148,-0.11700,-0.58205,-1.23648,0.54933,-0.32546,0.93921,1.02737,-0.94078,1.79313,2,2,2,2,2,2,2,2,1,2
0.67680,0.30087,-0.97201,-0.35349,-1.16627,-1.46585,0.15632,-1.48796,1.26354,-0.09893,0.87115,1.70256,-0.58303,1.96236,-1.13235,1.15028,1,2,2,2,2,2,2,2,2,2
1.58170,0.91745,0.66030,-0.24913,-0.63842,-0.57685,-1.41349,-0.88607,-0.28910,-1.23648,1.05888,-0.76794,0.13332,-0.29971,-1.13235,-0.27518,2,2,2,2,2,2,1,2,2,2
1.78604,0.91745,0.96399,0.58579,-0.66774,-0.02123,-1.67513,-0.51826,-0.93359,-1.23648,0.44206,-0.84169,0.67058,0.24319,-0.74921,0.42357,2,2,2,2,2,2,1,2,2,2
0.26813,0.67082,1.00195,0.84670,0.53458,-0.31756,-0.36695,-0.71888,-1.66596,-0.68605,-1.11340,-0.17797,0.17809,-0.69180,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-0.89948,0.91745,-0.59240,-0.45786,1.00379,1.23818,-1.67513,1.85584,-1.08006,1.80922,1.05888,1.70256,0.22286,0.12254,-0.82105,-0.80623,2,2,2,2,2,2,2,2,2,1
-1.13301,0.73248,-1.16181,0.84670,0.15336,1.01593,1.59531,1.48802,0.44328,1.22210,-0.38930,0.37513,-0.80689,-0.51084,-0.15056,-0.80623,2,2,2,2,2,2,2,1,2,2
1.78604,0.91745,-0.02299,0.22051,-0.28652,0.05285,1.49720,1.15364,1.08777,1.14871,0.57615,0.19076,-0.13531,-0.57116,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
0.50166,-0.56233,1.22972,-1.65805,1.26771,-1.94739,-1.67513,-1.48796,-0.58205,0.04785,1.05888,1.26009,2.01373,1.96236,-0.72527,1.31798,2,2,2,2,2,2,2,2,1,2
-0.37406,-0.00742,1.03991,0.84670,1.20906,0.49735,0.54877,0.31769,0.76552,0.23133,1.05888,-0.69419,0.04377,-1.05373,-1.13235,-0.61058,2,2,2,1,2,2,2,2,2,2
-1.13301,-1.30223,-0.74424,0.84670,-0.66774,0.75664,-0.89022,-0.05012,-1.43160,-1.08970,-1.46203,-1.28416,-0.09054,-0.99341,1.26226,-0.63853,2,1,2,2,2,2,2,2,2,2
-1.13301,-1.98046,0.28070,-0.45786,0.50526,1.27523,0.97393,1.28740,0.70693,0.85515,0.73706,-0.14110,2.01373,-0.87277,1.23831,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.34487,-1.24057,0.66030,-2.49296,0.32931,-2.42893,-0.85752,-1.15358,-1.66596,0.41480,-1.27430,1.44445,0.04377,1.63059,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
1.23142,0.91745,0.54642,0.42924,-0.96099,-0.16940,-1.57702,-0.61857,-0.46487,-1.23648,1.05888,-0.76794,0.44672,0.27335,-1.13235,0.87077,2,2,2,2,2,2,1,2,2,2
-1.13301,-3.21362,-0.36464,-1.24059,0.56391,0.75664,0.97393,1.85584,0.44328,1.40557,0.30797,0.33826,0.93921,-0.57116,1.26226,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.81191,-0.19239,-1.31366,-2.23205,-0.63842,-2.42893,0.87582,-1.25389,1.26354,0.52489,0.52252,2.03442,-1.03075,1.96236,-1.13235,1.01052,1,2,2,2,2,2,2,2,2,2
1.78604,0.91745,1.15379,0.53360,-0.34517,0.16398,-1.31538,-0.08356,-1.66596,-0.75944,-0.55021,-1.28416,-0.18008,-0.26955,-1.01262,-0.16338,2,2,2,2,2,2,1,2,2,2
-1.13301,-0.87062,-0.63036,0.84670,0.41728,1.23818,0.58148,0.61864,-0.11333,-0.17232,-0.87203,-1.28416,0.08855,-0.90293,1.26226,-0.52673,2,2,1,2,2,2,2,2,2,2
1.78604,0.79413,0.50846,0.84670,0.06538,0.08989,1.03934,1.68865,1.11706,1.00193,0.84433,-0.62045,-0.31440,-1.05373,-1.13235,-0.75033,2,2,2,2,2,2,2,2,2,1
-0.89948,-1.30223,0.92603,-0.51004,1.47299,1.27523,-0.26884,1.62178,-1.66596,1.18540,-0.09430,1.37070,-0.31440,0.21303,-0.48581,-0.80623,2,2,2,2,2,2,2,2,2,1
0.23894,-0.31570,1.15379,0.84670,1.47299,0.86777,-0.43236,0.91958,-0.37698,0.52489,0.81752,-0.43608,-0.44871,-1.05373,-1.13235,-0.52673,3,3,3,1,3,2,3,3,3,3
-1.13301,-2.35041,-0.09891,-0.87531,0.82784,0.86777,1.59531,1.85584,0.58975,1.51566,-0.20158,0.52262,-1.07552,-0.36003,-0.74921,-0.80623,2,1,2,2,2,2,2,2,2,2
1.37737,-1.42554,0.88807,0.84670,-1.45952,0.53439,-0.36695,-0.01669,1.02918,-0.79614,-0.84521,-1.28416,-0.62780,0.06222,1.26226,1.01052,2,2,2,2,2,2,2,2,1,2
-1.13301,0.30087,-0.09891,0.84670,0.53458,0.16398,0.25443,-0.38450,-0.72852,-1.23648,-1.56930,-0.28859,-0.89643,0.21303,1.26226,0.33972,2,2,2,2,2,2,2,1,2,2
0.76437,0.48585,1.03991,-0.56222,1.23839,-1.57698,-1.24997,-1.48796,-1.66596,0.15794,0.71024,1.11259,2.01373,1.96236,-1.01262,1.93288,2,2,2,2,2,2,2,2,1,2
0.67680,0.91745,-0.55444,-0.51004,-1.01964,-0.83614,-1.41349,-1.08670,0.00385,-1.23648,1.05888,-0.58357,-0.13531,0.00190,-1.13235,-0.16338,2,2,2,2,2,2,1,2,2,2
0.93951,0.91745,0.35662,0.16833,-0.52112,-0.57685,-0.62859,-1.12014,0.56046,-1.23648,1.05888,-0.10422,-0.18008,0.42415,-1.13235,0.33972,2,2,2,2,2,2,1,2,2,2
-1.13301,0.48585,0.73623,0.84670,0.59324,0.64552,0.61418,0.75239,0.38469,0.59828,0.52252,-0.06735,1.11829,-0.57116,1.26226,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.37406,0.30087,-0.89609,-1.03186,0.29998,-1.16952,0.05821,-1.48796,-1.08006,-0.06223,-1.62294,1.40758,-1.07552,1.84172,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-0.46163,0.17756,-1.54142,-1.50150,-0.72639,-0.57685,0.41795,-0.81920,-1.16795,-1.23648,-1.05976,0.70699,-0.89643,1.87188,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
0.35571,0.91745,-0.28872,-0.35349,-1.45952,-0.46573,-1.31538,-0.41794,0.58975,0.08455,1.05888,0.67011,0.93921,-0.23939,0.30442,-0.80623,2,2,2,2,1,2,2,2,2,2
-0.34487,-0.06907,-1.08589,-2.17987,-0.93167,-2.42893,0.71229,-1.25389,1.26354,0.41480,0.87115,1.96068,-0.67257,1.96236,-1.13235,1.06643,1,2,2,2,2,2,2,2,2,2
0.47247,-0.19239,2.06485,0.84670,1.41434,0.64552,0.41795,0.58520,0.99988,0.15794,1.05888,-0.80481,-0.26963,-1.05373,-1.13235,-0.58263,2,2,2,1,2,2,2,2,2,2
-0.95786,0.91745,-1.54142,0.48142,-1.45952,0.05285,-1.08645,-0.05012,0.23821,0.45150,0.84433,0.55949,1.25261,-0.32987,1.26226,-0.80623,2,2,2,2,1,2,2,2,2,2
0.09299,0.73248,-1.04793,0.53360,0.03606,0.38623,0.18902,1.85584,0.97059,1.11201,1.05888,-0.50983,-0.00100,-1.05373,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-1.13301,0.48585,0.47050,0.84670,1.15041,0.34919,1.10475,-0.25075,0.47257,-1.23648,-0.33567,-1.24729,-0.49349,-0.17907,1.26226,-0.10748,2,2,2,2,2,2,2,1,2,2
-1.13301,-2.16544,-0.47852,-0.71877,0.79851,1.01593,1.59531,1.85584,0.58975,1.51566,-0.12112,0.55949,-0.49349,-0.29971,0.35231,-0.80623,2,1,2,2,2,2,2,2,2,2
1.49413,-0.43902,0.09089,0.84670,-1.45952,0.27510,0.38525,0.78583,1.11706,2.21287,1.05888,0.59637,1.07352,-0.72196,-0.74921,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.60758,-0.68565,-1.42754,-0.87531,0.71054,-1.16952,-0.33425,-1.48796,-1.57808,-0.24571,-0.04067,1.03885,2.01373,1.96236,-1.13235,1.84903,2,2,2,2,2,2,2,2,1,2
1.78604,-0.31570,0.50846,-0.35349,-0.72639,1.12706,0.87582,1.85584,1.23424,1.47896,0.41524,0.37513,-0.58303,-0.45052,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.89948,0.42419,1.00195,0.84670,1.09176,0.60848,0.35255,-0.15044,-0.75782,-1.23648,-1.62294,-0.76794,-0.76212,-0.14891,1.26226,-0.05158,2,2,2,2,2,2,2,1,2,2
-1.13301,-1.17891,-0.59240,0.84670,-0.05192,0.16398,-0.26884,-0.71888,-0.90429,-1.23648,-1.05976,-0.06735,0.22286,0.33367,1.26226,0.89872,2,2,2,2,2,2,2,1,2,2
-0.46163,0.91745,-1.54142,-0.97968,-1.31289,-1.57698,0.02550,-1.48796,1.26354,-0.46588,0.92479,1.00197,-0.09054,1.72107,-0.84500,1.03848,1,2,2,2,2,2,2,2,2,2
-1.13301,-2.47372,-0.51648,-1.18841,0.38796,0.57144,1.59531,1.85584,0.79482,1.47896,0.06661,0.52262,-0.62780,-0.32987,-0.65343,-0.80623,2,1,2,2,2,2,2,2,2,2
0.79356,0.79413,-0.70628,-0.87531,1.47299,0.83073,-1.11915,1.85584,-1.34372,0.67167,-1.62294,-1.28416,1.07352,-0.66164,-0.60554,0.67512,2,2,2,2,2,2,2,2,1,2
0.26813,-0.25405,-0.44056,0.84670,0.50526,0.83073,-0.10532,-0.15044,-1.31442,-1.12639,-1.62294,-0.98918,-0.22486,-0.63148,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
0.38490,0.60916,2.25466,0.84670,0.59324,0.94185,-0.82481,1.08677,-0.90429,0.78176,0.09342,0.30138,-0.53826,-0.63148,-1.13235,-0.80623,2,2,2,2,2,1,2,2,2,2
0.00542,0.67082,1.45748,0.84670,0.62256,0.20102,0.54877,0.35113,1.26354,0.01116,0.68343,-1.13667,-0.53826,-1.05373,-1.13235,-0.49878,2,2,2,1,2,2,2,2,2,2
-0.02377,0.91745,0.09089,0.06396,-1.45952,-0.20644,-0.75941,0.21738,1.26354,1.00193,1.00524,0.70699,0.80489,-0.29971,-0.03083,-0.80623,2,2,2,2,1,2,2,2,2,2
-0.54920,0.91745,-0.25075,-1.08404,0.21201,-1.50289,-0.92293,-1.48796,-1.49019,0.19463,-1.62294,1.70256,-0.31440,1.81156,1.26226,1.84903,2,2,2,2,2,1,2,2,2,2
0.06380,0.91745,-1.54142,-0.71877,0.76919,-1.05839,1.59531,-1.48796,-1.37301,-1.05300,-0.52339,0.30138,1.87941,1.32898,-0.48581,1.73723,2,2,2,2,2,2,2,2,1,2
-0.92867,-0.99394,-1.54142,-3.06696,-0.40382,-2.42893,0.74500,-1.15358,1.26354,0.56158,0.65661,2.21879,-0.44871,1.96236,-0.72527,1.06643,1,2,2,2,2,2,2,2,2,2
0.91032,0.91745,-0.51648,-0.45786,-1.45952,-0.98431,-1.47890,-1.48796,0.17962,-1.16309,1.05888,-0.06735,1.70033,1.08769,-0.22240,1.26208,1,2,2,2,2,2,2,2,2,2
-1.13301,0.73248,-1.46550,-1.34495,-0.90234,-1.65106,0.45066,-1.48796,1.26354,-0.17232,1.00524,1.18634,0.49149,1.96236,-0.74921,1.79313,1,2,2,2,2,2,2,2,2,2
-0.75353,0.91745,-1.54142,-1.55368,-0.72639,-1.94739,0.61418,-1.48796,1.26354,0.04785,0.68343,1.70256,-0.62780,1.78139,-0.98868,0.92667,1,2,2,2,2,2,2,2,2,2
0.03461,0.30087,1.76117,0.84670,0.91581,1.01593,-0.39966,0.88614,0.38469,0.45150,1.05888,-0.43608,-0.13531,-0.87277,-1.13235,-0.80623,3,3,3,2,3,1,3,3,3,3
1.17304,-1.05560,2.25466,0.53360,-0.08124,1.27523,-1.67513,1.28740,-0.87500,1.03862,0.62979,0.85448,1.61078,-0.14891,0.78334,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.40325,-1.73383,-0.78221,-3.27569,0.35863,-2.42893,1.59531,-0.75232,1.11706,1.25879,0.01297,2.40315,-1.83664,1.93220,-1.13235,0.78692,1,2,2,2,2,2,2,2,2,2
-0.08215,-0.25405,1.07787,0.32488,1.47299,1.27523,0.94123,1.18708,0.09174,0.96523,-0.52339,0.19076,-1.56801,-0.48068,-1.13235,-0.80623,2,1,2,2,2,2,2,2,2,2
-1.13301,-0.87062,0.24274,0.06396,1.47299,1.27523,1.33368,1.25396,0.53116,0.96523,0.03979,0.11702,-0.44871,-0.57116,-0.17451,-0.80623,2,1,2,2,2,2,2,2,2,2
0.38490,0.91745,-0.47852,-0.45786,0.38796,-1.09544,-0.33425,-1.48796,-1.66596,-0.57597,-1.19385,1.14947,-0.35917,1.93220,1.26226,1.96083,2,2,2,2,2,1,2,2,2,2
0.73518,0.91745,2.25466,0.42924,1.29704,-0.35460,0.67959,-0.75232,0.44328,-1.23648,0.81752,-0.14110,-0.13531,0.72576,-1.13235,1.42978,2,2,2,2,2,2,2,2,1,2
-0.16972,0.91745,-0.93405,-0.30131,-1.45952,-0.50277,-1.08645,-0.45138,0.03315,-0.17232,1.00524,-0.03048,2.01373,-0.29971,1.26226,-0.80623,2,2,2,2,1,2,2,2,2,2
1.78604,-0.13073,0.88807,0.84670,0.00673,-0.02123,0.77770,-0.61857,-0.64064,-1.23648,-1.62294,-0.47295,-0.40394,0.54480,1.26226,1.37388,2,2,2,2,2,2,2,2,1,2
-0.60758,0.91745,-0.66832,-0.77095,0.21201,-0.98431,-0.72670,-1.48796,-1.66596,-0.24571,-1.62294,1.48132,-0.67257,1.78139,1.26226,1.96083,2,2,2,2,2,1,2,2,2,2
-0.92867,-0.80897,-0.25075,0.84670,0.85716,1.09002,0.51607,0.55176,-0.69923,-0.02554,-1.62294,-1.09980,-0.31440,-1.05373,1.26226,-0.77828,2,2,1,2,2,2,2,2,2,2
0.29732,0.73248,1.38156,0.84670,0.85716,-0.20644,-0.13802,-0.55169,-1.66596,-0.83283,-1.40840,-0.39921,0.13332,-0.63148,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-0.05296,0.91745,-1.23773,-0.30131,-1.45952,-0.98431,-1.08645,-1.35421,0.06244,-1.23648,0.81752,-0.32546,2.01373,0.87657,0.59177,1.76518,1,2,2,2,2,2,2,2,2,2
-0.25729,-0.13073,-1.23773,-2.12768,-0.90234,-2.31781,0.64689,-1.48796,1.26354,0.08455,0.71024,1.59194,-0.71735,1.96236,-1.13235,1.23413,1,2,2,2,2,2,2,2,2,2
-0.05296,-0.43902,1.45748,0.84670,1.15041,0.08989,0.28714,-0.28419,-1.19724,-0.75944,-1.62294,-0.47295,0.04377,-0.39019,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-1.13301,0.91745,0.47050,0.58579,0.88649,0.01581,0.58148,-0.48482,0.26751,-1.23648,1.05888,-0.17797,0.26763,0.03206,-0.96473,0.28382,2,2,2,2,2,2,2,1,2,2
