A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4
-0.47826,-0.07692,-0.13889,-0.59825,-0.64835,-0.77358,-0.59477,0.14286,-0.66667,-0.17143,-0.56842,-0.70504,-0.11950,-0.65789,-0.81818,-0.85366,-0.26667,0.00000,1,2,2,2
-0.26087,0.00000,0.11111,-0.65939,-0.67033,-0.66038,-0.38562,-0.02857,-0.50000,0.08571,-0.58947,-0.56355,-0.03145,-0.60526,0.54545,-0.65854,-0.40000,-0.20000,1,2,2,2
-0.30435,-0.30769,-0.16667,-0.61572,-0.67033,-0.81132,-0.54248,0.08571,-0.66667,-0.28571,-0.51579,-0.66667,-0.44654,-0.55263,-0.81818,-0.70732,-0.33333,-0.46667,2,2,1,2
-0.47826,-0.38462,-0.27778,-0.55459,-0.60440,-0.24528,-0.51634,0.08571,-0.66667,-0.40000,-0.54737,-0.64988,-0.42138,-0.57895,-0.45455,-0.21951,-0.46667,-0.33333,2,2,1,2
0.04348,-0.07692,0.33333,-0.39738,-0.56044,-0.69811,-0.41176,-0.02857,-0.50000,0.11429,-0.54737,-0.56595,-0.39623,-0.78947,-0.27273,-0.41463,0.06667,0.26667,1,2,2,2
0.17391,0.15385,0.52778,-0.08297,-0.53846,-0.81132,0.13725,-0.65714,0.00000,-0.08571,-0.09474,0.00959,0.14465,-0.63158,-0.36364,-0.46341,0.06667,-0.13333,2,2,1,2
0.17391,0.00000,0.77778,-0.30131,-0.71429,-0.73585,0.11111,-0.54286,0.00000,-0.17143,-0.03158,-0.05516,0.11950,-0.63158,0.18182,-0.36585,-0.13333,0.06667,3,1,3,2
-0.43478,-0.76923,0.02778,-0.46725,-0.71429,-0.81132,-0.50327,0.08571,-0.66667,-0.71429,-0.53684,-0.64748,-0.72327,-0.81579,-1.00000,0.56098,0.33333,0.46667,2,1,2,2
0.04348,-0.30769,0.69444,-0.28384,-0.73626,-0.73585,-0.03268,-0.42857,-0.16667,-0.42857,-0.17895,-0.21583,-0.25786,-0.78947,-0.36364,1.00000,0.20000,0.66667,3,1,3,2
0.08696,-0.53846,-0.22222,-0.85153,-0.95604,-0.81132,-0.71242,0.42857,-0.83333,-0.31429,-0.64211,-0.81535,-0.68553,-0.57895,-0.63636,-0.95122,-0.33333,-0.66667,1,2,2,2
0.26087,0.61538,0.66667,-0.48472,-0.86813,-0.69811,0.32026,-0.71429,0.16667,0.57143,-0.06316,0.16307,0.15723,-0.55263,0.09091,0.31707,-0.26667,-0.06667,2,2,2,1
-0.30435,0.07692,0.19444,0.90393,0.89011,0.73585,-0.39869,-0.02857,-0.50000,0.28571,0.04211,-0.56835,-0.15723,0.00000,-1.00000,-0.31707,-0.46667,-0.13333,1,2,2,2
-0.43478,0.15385,-0.02778,-0.72052,-0.75824,-0.69811,-0.35948,-0.02857,-0.50000,0.28571,-0.57895,-0.55156,-0.04403,-0.57895,-0.72727,-0.95122,-0.53333,-0.26667,1,2,2,2
-0.39130,-0.30769,-0.33333,-0.59825,-0.62637,-0.69811,-0.72549,0.37143,-0.83333,-0.31429,-0.71579,-0.80815,-0.37107,-0.78947,-0.36364,-0.95122,0.13333,0.33333,1,2,2,2
-0.34783,-0.69231,-0.36111,-0.77293,-0.75824,-0.88679,-0.83007,0.60000,-0.83333,-0.65714,-0.88421,-0.88969,-0.54717,-0.60526,0.27273,-0.02439,-0.46667,-0.53333,2,1,2,2
-0.21739,-0.30769,0.11111,-0.49345,-0.58242,-0.77358,-0.52941,0.02857,-0.66667,-0.22857,-0.56842,-0.64748,-0.52201,-0.71053,-0.72727,-0.75610,-0.13333,0.20000,1,2,2,2
-0.26087,-0.69231,0.11111,-0.41485,-0.75824,-0.73585,-0.41176,-0.08571,-0.50000,-0.60000,-0.55789,-0.54676,-0.92453,-0.97368,-0.72727,-0.12195,0.66667,0.86667,2,1,2,2
-0.65217,-0.30769,-0.36111,-0.81659,-0.82418,-0.77358,-0.51634,0.14286,-0.66667,-0.22857,-0.62105,-0.67386,-0.20755,-0.28947,-0.36364,-0.65854,-0.80000,-0.93333,2,2,1,2
0.43478,0.23077,0.86111,-0.21397,-0.78022,-0.66038,0.33333,-0.71429,0.16667,0.22857,-0.01053,0.16547,-0.20755,-0.78947,-1.00000,0.90244,0.06667,0.66667,3,2,3,1
-0.69565,-0.23077,-0.22222,-0.86026,-0.84615,-0.77358,-0.50327,0.08571,-0.66667,-0.22857,-0.56842,-0.65228,-0.15723,-0.31579,-0.63636,-0.60976,-0.80000,-0.86667,2,2,1,2
-0.04348,-0.07692,0.11111,-0.28384,-0.67033,-0.81132,-0.32026,-0.20000,-0.50000,-0.22857,-0.38947,-0.46763,-0.13208,-0.84211,0.00000,-0.12195,0.53333,0.53333,2,2,2,1
0.30435,0.61538,0.86111,-0.00437,-0.62637,-0.62264,0.43791,-0.77143,0.33333,0.60000,-0.04211,0.30456,0.13208,-0.78947,-1.00000,-0.12195,-0.13333,0.26667,3,2,3,1
0.17391,0.00000,0.25000,-0.47598,-0.62637,-0.66038,-0.33333,-0.08571,-0.50000,0.28571,-0.51579,-0.51319,-0.23270,-0.68421,0.63636,-1.00000,-0.13333,0.00000,1,2,2,2
-0.21739,-0.46154,0.00000,-0.41485,-0.56044,-0.81132,-0.51634,0.02857,-0.66667,-0.51429,-0.58947,-0.64508,-0.55975,-0.76316,-0.63636,-0.17073,0.06667,0.26667,2,2,1,2
-0.26087,-0.23077,-0.11111,-0.40611,-0.73626,-0.77358,-0.45098,-0.08571,-0.66667,-0.25714,-0.53684,-0.57794,-0.38365,-0.94737,0.36364,-0.56098,0.80000,0.86667,2,1,2,2
-0.13043,-0.76923,-0.33333,-0.46725,-0.51648,-0.77358,-0.68627,0.31429,-0.83333,-0.48571,-0.67368,-0.77218,-0.77358,-0.78947,-0.81818,0.41463,0.13333,0.53333,1,2,2,2
0.34783,0.30769,0.55556,-0.06550,-0.60440,-0.69811,-0.01961,-0.48571,-0.16667,0.08571,-0.18947,-0.17746,0.08176,-0.84211,-0.72727,-0.65854,0.26667,0.66667,3,1,3,2
-0.08696,-0.15385,0.22222,-0.02183,-0.40659,-0.84906,-0.05882,-0.48571,-0.16667,-0.22857,-0.17895,-0.18225,-0.43396,-0.63158,-0.63636,0.07317,0.33333,0.06667,2,2,1,2
-0.13043,-0.84615,-0.11111,-0.40611,-0.67033,-0.81132,-0.51634,0.02857,-0.66667,-0.82857,-0.58947,-0.64029,-0.79874,-0.92105,-0.54545,0.46341,0.80000,0.93333,2,2,2,1
0.43478,0.23077,0.83333,-0.06550,-0.62637,-0.73585,0.25490,-0.65714,0.16667,0.14286,-0.01053,0.10552,-0.05660,-0.76316,-0.90909,0.17073,-0.06667,0.40000,3,1,3,2
-0.30435,-0.46154,0.08333,-0.56332,-0.62637,-0.73585,-0.58170,0.14286,-0.66667,-0.40000,-0.60000,-0.69544,-0.49686,-0.68421,-0.27273,-0.65854,-0.20000,0.06667,1,2,2,2
0.60870,0.76923,0.75000,0.03930,-0.62637,-0.88679,0.80392,-1.00000,0.66667,0.45714,0.57895,0.78417,0.63522,-0.31579,-0.63636,-0.70732,-0.46667,-0.86667,2,2,1,2
-0.47826,-0.76923,0.05556,-0.60699,-0.82418,-0.81132,-0.54248,0.08571,-0.66667,-0.71429,-0.60000,-0.67146,-0.68553,-0.86842,-0.09091,0.17073,0.40000,0.46667,2,2,2,1
-0.13043,-0.30769,-0.16667,-0.76419,-0.80220,-0.81132,-0.80392,0.54286,-0.83333,-0.22857,-0.72632,-0.86571,-0.45912,-0.60526,-0.54545,-0.80488,-0.13333,-0.40000,1,2,2,2
-0.39130,-0.53846,-0.05556,-0.58079,-0.75824,-0.84906,-0.49020,0.02857,-0.66667,-0.48571,-0.53684,-0.63309,-0.61006,-0.71053,-0.90909,0.60976,-0.26667,0.00000,2,1,2,2
-0.21739,-0.07692,-0.02778,-0.56332,-0.78022,-0.84906,-0.50327,0.02857,-0.66667,-0.20000,-0.57895,-0.63789,-0.10692,-0.81579,0.45455,-0.90244,0.13333,0.13333,2,2,2,1
-0.60870,-0.61538,-0.63889,-0.81659,-0.73626,-0.88679,-0.72549,0.42857,-0.83333,-0.71429,-0.76842,-0.82014,-0.53459,-0.26316,-1.00000,-1.00000,-0.93333,-0.86667,2,2,2,1
0.47826,0.46154,0.69444,-0.00437,-0.62637,-0.66038,0.17647,-0.60000,0.00000,0.31429,-0.06316,0.02158,0.04403,-0.84211,0.54545,-0.90244,0.40000,0.66667,3,2,3,1
0.08696,-0.53846,0.13889,-0.24017,-0.62637,-0.73585,-0.29412,-0.20000,-0.50000,-0.42857,-0.43158,-0.44604,-0.72327,-0.92105,-0.27273,-0.07317,0.40000,0.60000,3,1,3,2
-0.47826,-0.46154,-0.11111,-0.69432,-0.73626,-0.88679,-0.73856,0.37143,-0.83333,-0.51429,-0.69474,-0.81775,-0.48428,-0.76316,-0.72727,-0.56098,0.00000,-0.06667,2,1,3,2
0.08696,0.61538,0.77778,-0.28384,-0.73626,-0.69811,0.32026,-0.65714,0.16667,0.54286,-0.02105,0.15348,0.35849,-0.63158,-0.90909,0.26829,-0.33333,-0.06667,3,2,3,1
0.30435,0.61538,0.41667,-0.34498,-0.78022,-0.66038,0.41176,-0.71429,0.33333,0.48571,-0.05263,0.25420,0.11950,-0.65789,-0.90909,0.56098,-0.33333,0.13333,2,2,2,1
-0.17391,-0.76923,0.05556,-0.46725,-0.78022,-0.77358,-0.46405,-0.02857,-0.66667,-0.71429,-0.58947,-0.60432,-0.81132,-0.97368,-0.63636,-0.07317,0.80000,1.00000,2,1,2,2
0.60870,0.38462,0.77778,-0.24017,-0.78022,-0.62264,0.32026,-0.71429,0.16667,0.25714,0.01053,0.17506,0.01887,-0.76316,0.63636,-0.90244,0.00000,0.20000,3,1,3,2
-0.60870,-0.07692,-0.22222,-0.69432,-0.62637,-0.84906,-0.54248,0.14286,-0.66667,-0.28571,-0.58947,-0.67386,-0.05660,-0.44737,-1.00000,-0.95122,-0.66667,-0.80000,2,2,1,2
0.08696,-0.61538,-0.16667,-0.81659,-0.89011,-0.77358,-0.76471,0.54286,-0.83333,-0.40000,-0.71579,-0.85851,-0.71069,-0.60526,-1.00000,-0.36585,-0.33333,-0.73333,1,2,2,2
0.52174,0.38462,0.75000,-0.18777,-0.71429,-0.66038,0.29412,-0.71429,0.16667,0.20000,-0.03158,0.14388,-0.01887,-0.78947,-0.36364,-0.85366,-0.06667,0.26667,3,2,3,1
0.43478,0.61538,0.75000,-0.50218,-1.00000,-0.92453,0.76471,-0.94286,0.66667,0.37143,0.43158,0.69784,0.67296,-0.31579,-0.63636,-0.46341,-0.66667,-0.86667,2,2,1,2
-0.08696,-0.07692,0.13889,-0.45852,-0.56044,-0.73585,-0.56863,0.14286,-0.66667,-0.17143,-0.64211,-0.69065,-0.11950,-0.81579,0.00000,-0.31707,0.20000,0.40000,1,2,2,2
0.00000,0.23077,0.61111,-0.27511,-0.73626,-0.84906,0.32026,-0.71429,0.16667,-0.02857,0.03158,0.18945,0.27044,-0.52632,-0.27273,0.36585,-0.20000,-0.46667,2,2,1,2
-0.13043,0.15385,0.22222,-0.59825,-0.64835,-0.66038,-0.42484,0.02857,-0.50000,0.34286,-0.56842,-0.59233,-0.00629,-0.63158,-0.27273,-0.26829,-0.40000,-0.06667,1,2,2,2
-0.34783,-0.46154,0.05556,-0.28384,-0.42857,-0.84906,-0.39869,-0.14286,-0.50000,-0.54286,-0.42105,-0.53237,-0.50943,-0.63158,-0.90909,-0.46341,0.13333,0.06667,2,2,1,2
-0.52174,-0.53846,0.38889,-0.33624,-0.71429,-0.81132,-0.15033,-0.37143,-0.33333,-0.62857,-0.16842,-0.31655,-0.54717,-0.68421,-0.63636,0.85366,-0.06667,0.13333,3,2,2,1
-0.30435,-0.15385,-0.11111,-0.51092,-0.58242,-0.81132,-0.58170,0.14286,-0.66667,-0.17143,-0.62105,-0.69305,-0.24528,-0.73684,0.00000,-0.95122,0.00000,0.13333,2,2,1,2
-0.13043,-0.69231,-0.08333,-0.38865,-0.53846,-0.81132,-0.49020,-0.02857,-0.66667,-0.62857,-0.52632,-0.60911,-0.67296,-0.76316,-0.90909,0.07317,0.33333,0.60000,2,2,1,2
-0.30435,-0.15385,-0.16667,-0.71179,-0.75824,-0.84906,-0.68627,0.31429,-0.83333,-0.20000,-0.60000,-0.78657,-0.28302,-0.50000,-0.09091,-0.85366,-0.33333,-0.60000,1,2,2,2
0.26087,0.61538,0.83333,0.02183,-0.53846,-0.66038,0.24183,-0.65714,0.16667,0.31429,0.03158,0.08873,0.62264,-0.68421,-1.00000,0.26829,-0.13333,0.26667,3,1,3,2
-0.78261,-0.76923,-0.44444,-0.89520,-0.80220,-0.84906,-0.85621,0.65714,-1.00000,-0.82857,-0.88421,-0.91127,-0.84906,-0.50000,-0.72727,-0.21951,-0.86667,-0.73333,2,2,2,1
-0.21739,-0.30769,-0.27778,-0.43231,-0.58242,-0.81132,-0.56863,0.02857,-0.66667,-0.37143,-0.58947,-0.66187,-0.37107,-0.78947,-0.63636,-1.00000,0.66667,0.73333,2,2,1,2
-0.52174,-0.84615,-0.63889,-0.84279,-0.78022,-0.92453,-0.94771,0.88571,-1.00000,-0.85714,-0.94737,-0.97122,-0.76101,-0.55263,-0.09091,0.31707,-0.53333,-0.40000,2,1,2,2
0.30435,0.00000,0.83333,-0.08297,-0.58242,-0.69811,0.18954,-0.60000,0.00000,-0.11429,-0.08421,0.02638,0.27044,-0.71053,-0.18182,-0.51220,0.00000,0.20000,3,1,3,2
0.17391,-0.38462,-0.02778,-0.11790,-0.47253,-0.88679,-0.16340,-0.42857,-0.33333,-0.42857,-0.22105,-0.29257,-0.47170,-0.65789,-0.36364,-0.07317,0.40000,0.06667,2,2,1,2
-0.21739,-0.30769,0.13889,-0.22271,-0.51648,-0.88679,-0.25490,-0.31429,-0.50000,-0.45714,-0.43158,-0.40048,-0.40881,-0.76316,-0.72727,0.12195,0.46667,0.53333,2,2,1,2
0.08696,-0.07692,0.00000,-0.45852,-0.71429,-0.81132,-0.41176,-0.08571,-0.50000,-0.14286,-0.43158,-0.55156,-0.03145,-0.73684,0.18182,-0.51220,-0.06667,0.00000,2,2,2,1
0.21739,0.38462,0.80556,-0.05677,-0.53846,-0.69811,0.26797,-0.65714,0.16667,0.25714,-0.03158,0.12470,0.44654,-0.63158,-0.54545,0.12195,-0.33333,-0.06667,3,2,3,1
-0.26087,-0.76923,0.05556,-0.34498,-0.62637,-0.77358,-0.41176,-0.08571,-0.66667,-0.77143,-0.45263,-0.56115,-0.58491,-0.81579,-0.90909,-0.02439,0.06667,0.13333,2,2,2,1
0.04348,0.15385,0.50000,-0.17904,-0.64835,-0.73585,-0.09804,-0.42857,-0.33333,0.05714,-0.26316,-0.25659,0.00629,-0.86842,0.81818,-0.46341,0.53333,0.46667,3,2,3,1
-0.39130,-0.46154,0.13889,-0.49345,-0.53846,-0.69811,-0.55556,0.14286,-0.66667,-0.40000,-0.61053,-0.68106,-0.39623,-0.71053,-1.00000,-0.36585,-0.13333,0.20000,1,2,2,2
-0.13043,-0.23077,0.00000,-0.60699,-0.78022,-0.81132,-0.51634,0.02857,-0.66667,-0.28571,-0.55789,-0.63789,-0.15723,-0.73684,0.27273,-1.00000,-0.13333,-0.13333,2,1,2,2
0.47826,0.69231,0.61111,-0.17031,-0.73626,-0.81132,0.67320,-0.94286,0.50000,0.42857,0.34737,0.63549,0.71069,-0.44737,-0.72727,-0.95122,-0.33333,-0.80000,2,2,1,2
-0.17391,-0.69231,0.27778,-0.44978,-0.71429,-0.81132,-0.39869,-0.08571,-0.50000,-0.62857,-0.46316,-0.54676,-0.55975,-0.76316,-0.18182,0.02439,-0.06667,0.00000,2,1,2,2
-0.43478,-0.23077,-0.27778,-0.77293,-0.80220,-0.81132,-0.47712,0.02857,-0.66667,-0.31429,-0.50526,-0.62590,-0.19497,-0.42105,-0.45455,-0.31707,-0.66667,-0.73333,2,2,1,2
0.47826,0.76923,0.77778,0.10917,-0.47253,-0.66038,0.39869,-0.71429,0.33333,0.54286,0.01053,0.24940,0.35849,-0.68421,0.72727,-0.46341,-0.13333,0.00000,3,1,3,2
-0.60870,-0.15385,-0.11111,-0.59825,-0.62637,-0.81132,-0.45098,0.02857,-0.66667,-0.25714,-0.46316,-0.60192,-0.14465,-0.44737,-1.00000,-0.21951,-0.53333,-0.60000,2,2,1,2
-0.65217,0.00000,-0.13889,-0.77293,-0.80220,-0.81132,-0.46405,0.02857,-0.66667,-0.11429,-0.55789,-0.62110,0.03145,-0.42105,-0.72727,-0.31707,-0.73333,-0.66667,2,2,1,2
-0.60870,-0.15385,-0.11111,-0.72052,-0.69231,-0.81132,-0.54248,0.14286,-0.66667,-0.28571,-0.54737,-0.68106,-0.06918,-0.42105,-0.45455,-0.17073,-0.66667,-0.73333,2,2,1,2
-0.13043,0.07692,0.25000,-0.48472,-0.58242,-0.66038,-0.42484,0.02857,-0.50000,0.14286,-0.55789,-0.58993,-0.13208,-0.60526,-0.36364,-0.26829,-0.53333,-0.06667,1,2,2,2
-0.26087,-0.76923,-0.05556,-0.41485,-0.71429,-0.77358,-0.41176,-0.08571,-0.66667,-0.71429,-0.50526,-0.56115,-0.82390,-0.94737,-0.45455,0.02439,0.40000,0.53333,2,1,2,2
0.65217,0.61538,0.75000,-0.41485,-0.93407,-0.66038,0.42484,-0.77143,0.33333,0.54286,0.02105,0.30216,0.15723,-0.73684,0.36364,-0.70732,-0.06667,0.13333,3,2,3,1
0.30435,0.69231,0.66667,-0.21397,-0.67033,-0.66038,0.30719,-0.71429,0.16667,0.62857,-0.08421,0.15588,0.38365,-0.63158,-0.09091,-0.31707,-0.26667,-0.13333,2,2,2,1
-0.30435,-0.46154,-0.50000,-0.71179,-0.75824,-0.81132,-0.86928,0.60000,-1.00000,-0.37143,-0.83158,-0.90168,-0.48428,-0.89474,-0.36364,-0.80488,0.53333,0.66667,1,2,2,2
-0.39130,0.07692,0.13889,-0.60699,-0.67033,-0.73585,-0.54248,0.08571,-0.66667,-0.02857,-0.56842,-0.66187,-0.09434,-0.65789,-1.00000,-0.70732,-0.20000,0.13333,1,2,2,2
-0.17391,0.00000,0.08333,-0.37118,-0.62637,-0.77358,-0.34641,-0.14286,-0.50000,-0.11429,-0.44211,-0.49161,-0.13208,-0.78947,-0.81818,-0.51220,0.00000,0.13333,3,2,3,1
-0.47826,-0.30769,-0.33333,-0.85153,-0.82418,-0.81132,-0.51634,0.14286,-0.66667,-0.20000,-0.61053,-0.66667,-0.20755,-0.31579,-0.90909,-0.70732,-0.80000,-0.93333,2,2,1,2
-0.43478,0.00000,-0.16667,-0.60699,-0.60440,-0.77358,-0.51634,0.08571,-0.66667,-0.20000,-0.57895,-0.64748,-0.04403,-0.52632,-0.45455,-0.70732,-0.53333,-0.53333,2,2,1,2
0.21739,0.76923,0.66667,-0.44105,-0.82418,-0.66038,0.33333,-0.71429,0.16667,0.62857,-0.06316,0.19185,0.44654,-0.60526,-0.81818,-0.85366,-0.40000,-0.26667,2,2,2,1
-0.08696,-0.53846,0.36111,-0.21397,-0.67033,-0.73585,-0.21569,-0.31429,-0.33333,-0.51429,-0.35789,-0.37650,-0.84906,-0.89474,-0.63636,0.12195,0.66667,0.86667,3,2,3,1
-0.43478,-0.69231,-0.19444,-0.59825,-0.64835,-0.77358,-0.66013,0.25714,-0.83333,-0.54286,-0.65263,-0.76019,-0.81132,-0.68421,-0.90909,-0.70732,-0.13333,-0.06667,1,2,2,2
-0.26087,-0.38462,-0.13889,-0.43231,-0.53846,-0.81132,-0.50327,0.02857,-0.66667,-0.42857,-0.52632,-0.63549,-0.39623,-0.68421,-0.72727,-0.12195,0.06667,0.06667,2,2,1,2
0.34783,0.23077,0.36111,-0.44105,-0.84615,-0.92453,0.30719,-0.71429,0.16667,0.00000,0.13684,0.19424,0.11950,-0.50000,-0.90909,0.12195,-0.06667,-0.46667,2,2,1,2
-0.30435,-0.76923,-0.11111,-0.67686,-0.80220,-0.81132,-0.66013,0.25714,-0.83333,-0.77143,-0.65263,-0.75540,-0.73585,-0.65789,-0.90909,-0.95122,-0.26667,-0.26667,2,2,2,1
-0.26087,-0.53846,0.27778,-0.43231,-0.67033,-0.81132,-0.34641,-0.14286,-0.50000,-0.62857,-0.32632,-0.51079,-0.52201,-0.60526,-0.90909,0.07317,-0.40000,-0.33333,2,2,2,1
-0.52174,-0.15385,0.02778,-0.59825,-0.73626,-0.88679,-0.47712,0.02857,-0.66667,-0.28571,-0.52632,-0.61631,-0.14465,-0.52632,-0.27273,-0.90244,-0.53333,-0.60000,2,1,2,2
0.34783,0.84615,0.75000,-0.02183,-0.51648,-0.66038,0.39869,-0.77143,0.33333,0.65714,0.03158,0.25659,0.38365,-0.63158,-0.63636,-0.85366,-0.33333,0.00000,2,2,2,1
-0.56522,-0.15385,-0.22222,-0.65066,-0.69231,-0.77358,-0.54248,0.08571,-0.66667,-0.28571,-0.57895,-0.66187,-0.10692,-0.60526,-0.90909,-0.95122,-0.40000,-0.33333,2,2,1,2
-0.47826,-0.53846,-0.52778,-0.80786,-0.80220,-0.84906,-0.97386,0.82857,-1.00000,-0.51429,-0.95789,-0.97362,-0.54717,-0.86842,0.54545,-0.65854,0.40000,0.40000,1,2,2,2
0.13043,0.69231,0.69444,-0.10917,-0.67033,-0.58491,0.43791,-0.77143,0.33333,0.77143,0.00000,0.29017,0.30818,-0.68421,-0.81818,-0.85366,-0.33333,0.00000,3,2,3,1
-0.34783,-0.15385,0.25000,-0.69432,-0.80220,-0.66038,-0.41176,-0.02857,-0.50000,0.05714,-0.51579,-0.57074,-0.16981,-0.55263,-0.54545,-0.21951,-0.46667,-0.06667,1,2,2,2
0.17391,0.30769,0.13889,-0.18777,-0.56044,-0.84906,-0.03268,-0.54286,-0.16667,0.14286,-0.20000,-0.16787,0.11950,-0.60526,-0.45455,-0.95122,0.40000,0.13333,2,2,1,2
-0.65217,-0.15385,-0.11111,-0.69432,-0.71429,-0.84906,-0.46405,0.02857,-0.66667,-0.20000,-0.47368,-0.60911,-0.13208,-0.42105,-0.90909,-0.26829,-0.60000,-0.66667,2,2,1,2
-0.43478,-0.38462,-0.27778,-0.74672,-0.80220,-0.84906,-0.68627,0.31429,-0.83333,-0.48571,-0.73684,-0.78417,-0.33333,-0.60526,-0.54545,-0.31707,-0.53333,-0.46667,2,1,2,2
-0.13043,-0.38462,0.08333,-0.51965,-0.64835,-0.77358,-0.58170,0.14286,-0.66667,-0.08571,-0.63158,-0.70024,-0.68553,-0.78947,-0.63636,-0.56098,0.26667,0.46667,1,2,2,2
0.47826,0.61538,0.61111,-0.07424,-0.58242,-0.66038,0.38562,-0.71429,0.16667,0.45714,-0.04211,0.24700,0.34591,-0.68421,0.27273,-1.00000,-0.20000,0.06667,2,1,2,2
-0.08696,-0.84615,-0.27778,-0.62445,-0.67033,-0.73585,-0.75163,0.37143,-0.83333,-0.74286,-0.69474,-0.82254,-0.92453,-0.81579,-0.27273,-0.65854,0.33333,0.33333,1,2,2,2
0.39130,0.61538,0.83333,-0.03057,-0.53846,-0.69811,0.25490,-0.65714,0.16667,0.37143,-0.08421,0.09353,0.37107,-0.73684,0.27273,0.12195,-0.13333,0.20000,2,1,2,2
-0.43478,-0.38462,-0.33333,-0.61572,-0.69231,-0.88679,-0.50327,0.08571,-0.66667,-0.42857,-0.63158,-0.64269,-0.19497,-0.44737,-0.54545,-0.60976,-0.60000,-0.73333,2,1,2,2
-0.47826,-0.84615,-0.80556,-0.94760,-0.82418,-0.96226,-0.93464,0.77143,-1.00000,-0.88571,-0.93684,-0.95444,-0.62264,-0.21053,-0.54545,-0.56098,-0.73333,-0.80000,1,2,2,2
-0.47826,-1.00000,-1.00000,-0.90393,-0.78022,-0.96226,-1.00000,1.00000,-1.00000,-0.97143,-1.00000,-1.00000,-0.77358,-0.28947,0.09091,0.02439,-0.66667,-0.86667,2,1,3,2
-0.65217,-0.15385,-0.22222,-0.86026,-0.86813,-0.84906,-0.49020,0.08571,-0.66667,-0.17143,-0.57895,-0.64269,-0.13208,-0.28947,-0.63636,-0.75610,-0.80000,-0.86667,2,2,1,2
0.17391,0.46154,0.77778,-0.25764,-0.73626,-0.69811,0.25490,-0.65714,0.16667,0.28571,-0.05263,0.09832,0.10692,-0.71053,-0.90909,0.07317,-0.26667,0.13333,3,1,3,2
-0.13043,-0.30769,-0.33333,-0.52838,-0.53846,-0.73585,-0.71242,0.31429,-0.83333,-0.31429,-0.65263,-0.79856,-0.23270,-0.68421,-0.36364,-0.36585,0.06667,0.33333,1,2,2,2
-0.26087,0.15385,0.05556,-0.73799,-0.80220,-0.66038,-0.37255,-0.02857,-0.50000,0.40000,-0.58947,-0.56355,-0.04403,-0.55263,-0.90909,-0.31707,-0.60000,-0.26667,1,2,2,2
0.00000,-0.69231,-0.05556,-0.17031,-0.40659,-0.88679,-0.30719,-0.25714,-0.50000,-0.71429,-0.38947,-0.43645,-0.66038,-0.65789,-0.90909,-0.85366,0.33333,0.26667,2,2,1,2
-0.47826,-0.07692,-0.30556,-0.79039,-0.80220,-0.77358,-0.49020,0.08571,-0.66667,-0.22857,-0.57895,-0.64508,-0.03145,-0.42105,-0.90909,-0.51220,-0.80000,-0.80000,2,2,1,2
0.17391,0.69231,0.69444,-0.25764,-0.78022,-0.69811,0.43791,-0.77143,0.33333,0.68571,0.00000,0.31175,0.28302,-0.68421,-0.36364,-0.17073,-0.20000,0.06667,2,2,2,1
-0.73913,0.07692,-0.05556,-0.67686,-0.69231,-0.81132,-0.46405,-0.02857,-0.66667,-0.11429,-0.52632,-0.60432,0.13208,-0.52632,-0.45455,-0.51220,-0.53333,-0.46667,2,2,1,2
-0.30435,-0.76923,0.02778,-0.40611,-0.67033,-0.77358,-0.41176,-0.08571,-0.66667,-0.80000,-0.53684,-0.56115,-0.78616,-0.89474,-0.54545,0.07317,0.46667,0.60000,2,2,2,1
-0.13043,-0.07692,-0.08333,-0.47598,-0.73626,-0.81132,-0.38562,-0.08571,-0.50000,-0.20000,-0.45263,-0.53237,-0.00629,-0.84211,0.00000,-0.26829,0.26667,0.33333,2,2,2,1
-0.47826,-0.30769,-0.47222,-0.75546,-0.75824,-0.81132,-0.51634,0.14286,-0.66667,-0.25714,-0.62105,-0.67386,-0.20755,-0.36842,-0.27273,-0.80488,-0.80000,-0.93333,2,2,1,2
0.21739,0.69231,0.88889,0.08297,-0.51648,-0.62264,0.34641,-0.71429,0.16667,0.42857,0.04211,0.19904,0.32075,-0.68421,-0.81818,-0.21951,-0.20000,0.20000,3,1,3,2
-0.47826,0.07692,-0.02778,-0.85153,-0.86813,-0.73585,-0.41176,0.02857,-0.50000,0.34286,-0.60000,-0.58273,-0.15723,-0.52632,-0.90909,-0.65854,-0.60000,-0.33333,1,2,2,2
-0.13043,-0.38462,-0.02778,-0.82533,-0.91209,-0.81132,-0.63399,0.31429,-0.83333,-0.34286,-0.64211,-0.76019,-0.49686,-0.52632,-0.54545,-0.26829,-0.46667,-0.73333,1,2,2,2
-0.04348,-0.76923,-0.08333,-0.24017,-0.42857,-0.84906,-0.42484,-0.14286,-0.66667,-0.77143,-0.43158,-0.54436,-0.81132,-0.68421,-0.81818,-0.07317,0.53333,0.53333,2,2,1,2
-0.21739,-0.53846,0.19444,-0.37118,-0.73626,-0.81132,-0.25490,-0.25714,-0.50000,-0.60000,-0.36842,-0.41966,-0.58491,-0.78947,-1.00000,0.17073,0.06667,0.20000,2,1,2,2
0.30435,0.69231,0.75000,-0.06550,-0.60440,-0.66038,0.30719,-0.71429,0.16667,0.34286,0.04211,0.17266,0.76101,-0.65789,-0.54545,-0.21951,-0.20000,0.00000,3,2,3,1
