A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5
0.636716,0.887356,-0.629881,-1.672787,-1.665309,0.252853,-0.347428,-1.333789,1.276644,5,2,3,4,1
0.608955,1.227248,-0.521983,0.216415,-1.129298,0.631803,1.057003,-1.046477,1.627149,5,3,2,4,1
-1.559854,0.141675,-1.051032,0.711207,-0.17831,-0.372936,-0.638717,-0.278006,-0.885384,1,3,4,2,5
0.4181,-0.558918,-0.299225,1.161017,0.264332,0.732625,-1.703311,-1.589946,-0.569582,2,1,5,4,3
0.497912,1.196033,-1.273789,0.85999,-1.153505,-1.523693,-1.235167,1.625866,1.203767,3,5,4,1,2
1.014956,-1.266448,0.577883,0.510522,0.959417,-1.068258,-0.409847,-1.503407,1.13783,2,4,3,5,1
0.858802,-1.228297,-0.814352,-1.288718,-0.959849,1.375797,0.866278,-1.389174,0.572163,4,1,2,5,3
0.05721,-0.628284,0.080159,-0.050011,-1.554649,-0.272115,-0.316218,1.407787,1.255822,5,3,4,1,2
-0.508415,1.029556,-1.061474,0.029571,1.488512,-1.141266,0.283699,-1.025708,0.162662,1,5,2,4,3
1.014956,-0.468743,-1.461741,-1.427122,-1.277998,-0.13305,1.469663,-0.797243,1.446691,5,3,1,4,2
-0.744381,-0.180875,0.052314,0.541663,0.444155,-0.101761,0.377328,-0.340314,0.14531,1,4,2,5,3
1.216222,0.429543,1.120855,-1.032673,-0.797316,-1.415918,-0.930007,-0.378392,0.235539,3,5,4,2,1
1.219692,-1.491886,1.639462,0.756188,1.101201,-0.073948,-0.652588,1.134321,-1.204656,2,3,4,1,5
-1.192024,-1.030605,0.452582,-1.603586,1.540384,1.055949,0.734504,-1.164171,1.089245,1,3,4,5,2
0.924734,-0.531172,0.195018,-1.395981,-1.540816,1.19849,-1.006297,-0.731473,-0.420357,5,1,4,3,2
1.622223,1.352106,-1.165891,-1.468642,0.464904,-1.607132,0.249022,1.238169,-0.656341,2,5,3,1,4
0.258476,-1.09997,0.309878,-1.299099,-0.593286,-1.123883,1.050068,0.424696,1.13783,4,5,2,3,1
-1.087921,-0.288392,1.09301,-0.430619,0.655101,-1.224705,1.282406,0.770855,1.03372,4,5,1,3,2
0.962905,-1.429457,1.465433,-1.496323,0.828008,1.368844,-1.394683,0.777778,0.922668,3,1,5,4,2
0.03639,-0.968176,-0.382759,-1.046513,-0.472252,-0.609346,-0.073477,-1.229942,0.83938,3,4,2,5,1
0.015569,0.190231,-0.334031,0.385959,1.391684,-0.776223,0.977245,0.864318,0.502756,1,5,2,3,4
1.320325,0.041095,0.188057,-1.299099,1.671794,-0.731027,-1.356538,0.296618,0.665863,1,4,5,3,2
-1.181613,-0.052549,0.581364,-0.112292,-1.409407,1.445329,-1.706779,-1.056862,0.409057,4,1,5,3,2
1.046187,-0.045612,0.487388,0.029571,-0.925268,-1.648851,0.994584,-0.800705,0.24248,4,5,1,3,2
-0.275919,-1.190146,-1.548756,-1.209137,1.305231,0.482309,-0.538153,1.231246,-1.451051,1,3,4,2,5
0.574254,-1.647959,-0.50806,1.147176,1.651045,0.746531,-0.978555,-1.479176,-0.062911,1,2,4,5,3
0.185604,-0.167002,0.814563,0.046872,-0.811149,1.410563,0.724101,0.310464,-1.364292,4,1,2,3,5
0.973315,0.901229,-1.548756,-1.171076,0.862589,-0.219966,0.689424,-1.223018,-1.097075,1,3,2,5,4
1.597932,-1.56472,1.635981,1.645428,-1.132756,0.99337,-1.002829,-1.686871,0.016907,4,1,3,5,2
0.515263,1.307018,1.420185,0.662765,1.599173,0.096406,1.285873,-0.676088,0.558282,1,4,2,5,3
-0.206517,-0.645625,1.594214,-0.690125,-1.18117,-0.918764,0.699827,-0.458008,-0.35442,5,4,1,3,2
0.272356,0.179826,-0.796949,-0.04309,0.21246,-1.603655,-1.661698,0.21354,0.020378,2,4,5,1,3
0.886563,-1.675705,1.489797,0.462081,-0.949474,-0.598916,1.670792,0.905857,0.093255,5,4,1,2,3
0.827571,-0.056017,1.482836,0.42056,0.93521,1.56701,-0.728878,-1.323404,0.391705,2,1,4,5,3
0.220305,0.804117,0.08364,0.801169,0.852215,-0.880521,-0.399444,-1.617639,1.43975,2,4,3,5,1
0.03292,-0.11151,1.74388,1.275199,-1.118923,1.153294,1.417647,-1.223018,-0.212136,4,2,1,5,3
-0.178756,0.356709,1.197427,0.150674,1.429724,-0.671924,-1.554198,0.452389,-1.083193,1,3,5,2,4
1.532,-0.003993,0.153251,0.216415,-1.29183,0.444066,0.63394,-1.060324,-0.212136,5,2,1,4,3
0.935144,1.702402,-0.615959,-0.683205,-1.49586,0.311955,-1.158877,1.400863,-0.368302,5,2,4,1,3
1.51465,0.703537,0.553519,1.545085,-1.49586,0.610943,-0.888394,1.2624,-0.15661,5,2,4,1,3
-1.726418,0.849205,1.729957,-0.420239,-0.295887,-0.609346,-1.249038,0.521621,-1.305296,2,3,4,1,5
1.695095,-1.176273,1.733438,1.403222,-1.540816,-0.042659,-0.475734,0.19277,0.714447,5,3,4,2,1
-1.244075,-1.554315,-0.473254,-0.299136,-1.565023,-0.936147,0.63394,0.435081,-1.284474,5,3,1,2,4
-0.931767,-0.503426,1.698632,0.583184,1.260275,-0.699737,-0.0388,0.691238,1.169063,1,5,4,3,2
-0.973408,-0.753142,1.315767,-1.589745,1.547301,-0.567626,0.519505,0.300079,-0.711866,1,4,2,3,5
1.375846,1.594886,0.487388,1.32364,0.862589,-1.043921,-0.992426,1.608559,-0.909676,2,5,4,1,3
-1.407169,-0.923088,1.354054,-1.707388,-1.288372,-1.34291,-0.777427,-0.786859,-1.104016,4,5,1,2,3
0.76511,-1.450267,0.497829,-0.544802,-0.019236,-0.873568,1.195712,1.684713,-1.582924,3,4,2,1,5
-1.41411,0.949785,-0.33055,0.098773,-1.042844,-0.251255,0.980713,0.930088,-0.205195,5,4,1,2,3
0.348698,-1.429457,1.019918,0.42748,-0.9391,1.118528,0.821198,1.584327,-0.885384,5,2,3,1,4
0.626306,1.629568,1.475874,1.091815,0.966334,-0.296451,-0.704604,-1.572638,-0.871502,1,2,3,5,4
-0.255098,0.550932,1.395821,1.32018,1.249901,-0.984819,1.684663,-1.451483,-0.625107,2,4,1,5,3
-0.168346,0.786776,-1.726266,-1.108794,-0.302803,-1.283807,-0.995894,1.224323,-1.04502,2,5,3,1,4
1.52506,0.981,0.957267,1.081435,-0.984056,-1.638421,1.348293,1.667406,0.905317,4,5,2,1,3
-0.647219,-1.401711,1.287923,-0.676285,0.374992,-1.019585,-0.704604,-1.430713,0.74221,2,4,3,5,1
0.903913,-0.010929,-0.142599,0.686986,1.097743,1.646972,-1.464037,0.071615,0.405586,2,1,5,4,3
-1.722948,0.967126,-1.047551,-0.02233,0.143297,0.989894,-0.884926,0.594314,-0.573052,3,1,5,2,4
-1.344708,1.633037,-1.068435,-1.119175,-0.831898,0.259806,0.959907,1.691637,-0.593874,5,3,2,1,4
0.650596,-1.401711,-0.932692,-0.198794,-0.69703,-0.021799,-1.099926,-1.309558,1.422399,3,2,4,5,1
-0.026072,0.703537,0.828485,0.43094,0.374992,-0.466805,0.086038,-0.991092,-1.378173,1,3,2,4,5
0.633246,-0.739269,0.000105,1.015693,1.32598,0.322385,0.103377,-0.721088,1.019838,1,3,4,5,2
1.549351,0.897761,0.831966,1.088355,-0.562163,1.563534,-0.891862,0.033537,0.693625,4,1,5,3,2
-1.136502,0.727815,0.000105,0.839229,-0.292428,0.857783,1.649985,-1.42379,-1.510046,3,2,1,4,5
-0.244688,0.641108,-0.821313,-1.593205,-1.623811,-0.505047,-1.280248,0.47662,-1.222007,5,2,4,1,3
-0.369611,0.259597,0.703184,0.365199,-0.73507,0.962081,-0.063074,-0.977246,1.200296,4,2,3,5,1
1.098239,-0.558918,0.20546,0.534743,-1.488944,0.270236,1.573695,0.47662,1.491806,5,4,1,3,2
0.671417,-0.964707,0.066237,-0.669364,0.191711,-0.004416,-0.83291,1.715868,1.089245,3,4,5,1,2
-1.400229,-0.562386,1.228753,0.164514,-0.866479,0.795204,-0.326622,0.272387,-0.715336,5,1,3,2,4
0.664477,0.57521,0.908539,1.105655,-1.475111,-0.000939,-1.089522,-0.17762,-0.031678,5,1,4,3,2
1.292564,-1.72773,0.504791,0.988013,0.413032,0.162461,0.71023,-0.665703,-1.003375,2,3,1,4,5
-0.057303,0.925507,0.170654,-1.631266,-0.869937,-1.429825,0.134587,-0.503009,0.693625,4,5,2,3,1
1.414017,1.639973,0.195018,0.026111,-1.219209,-1.485451,-0.017993,0.739701,1.099656,4,5,3,2,1
0.185604,-1.370496,0.379489,1.268279,1.260275,0.60399,1.105551,1.438941,-0.836799,2,4,3,1,5
0.536083,1.386789,0.466504,-1.600125,0.409573,1.417516,0.675553,-0.949553,-1.131778,3,1,2,4,5
-1.358588,-1.117312,0.637053,1.271739,-0.631326,1.055949,-0.621379,-1.060324,-1.038079,3,1,2,5,4
0.435451,-0.89881,1.019918,-0.01195,1.059703,-1.697524,0.387731,1.006243,0.592985,1,5,4,2,3
-0.015662,0.831863,1.162622,-0.44792,0.78651,-0.268638,0.60273,0.282771,0.207776,1,5,2,3,4
0.41116,0.908166,1.183505,-0.579402,-1.561565,1.250639,-0.465331,-1.396098,-0.531408,5,1,2,4,3
-1.684777,1.150945,0.884175,-1.707388,-1.32987,0.930791,0.585392,-0.689934,-0.54876,5,1,2,4,3
1.268273,0.204104,1.009476,1.579686,1.108117,-0.52243,0.474424,0.850471,1.488335,2,5,4,3,1
0.331348,1.435345,-1.346882,-0.665904,-1.215751,0.944698,-1.685972,1.058166,-0.677163,4,2,5,1,3
-1.320417,0.800649,0.090601,-1.070734,-0.541414,-0.824895,0.789988,-0.956476,1.627149,3,4,2,5,1
-0.890125,1.244589,0.445621,-0.133052,1.021664,1.184584,0.692891,-1.496484,-1.1526,2,1,3,5,4
-0.3245,-0.316138,-1.656654,-0.00503,1.180738,1.22978,0.651279,-0.208774,-0.177432,2,1,3,5,4
0.331348,-0.146192,-1.660135,1.060674,0.91792,0.287619,1.497405,0.244694,-0.625107,2,3,1,4,5
1.212752,-0.621347,-1.332959,0.718127,0.43378,0.812587,-1.592343,-1.077632,1.609798,3,2,5,4,1
-1.580674,0.224914,0.912019,-1.382141,-0.465335,-1.415918,-0.638717,-0.748781,-1.44411,1,4,2,3,5
-1.233665,-0.139256,-0.146079,-1.627806,-1.163879,-0.331217,-0.815572,1.352401,-0.500175,5,2,4,1,3
-0.237748,1.16135,-0.866561,-0.797387,0.93521,0.378011,-0.132429,-1.20571,0.329239,1,2,4,5,3
0.341758,1.470027,1.482836,-0.963471,1.246443,-0.160863,1.431518,1.501249,0.846321,3,5,2,1,4
-1.205904,-1.738134,-0.598556,-0.216094,-1.219209,0.941221,0.013216,0.161616,0.828969,5,1,4,3,2
0.605485,-0.156597,0.156732,0.808089,-1.568481,-1.429825,0.540311,-0.295313,0.065492,5,4,1,3,2
1.407077,-1.571657,0.048834,1.610827,1.720208,-1.189939,0.214345,1.137783,0.776914,1,5,4,2,3
-0.966467,-1.016732,1.395821,0.534743,0.274706,-1.707953,1.195712,-1.406482,-0.462001,2,5,1,4,3
-0.494535,1.549798,1.705593,0.292537,0.043011,-0.230395,0.536844,0.054307,1.641031,4,5,2,3,1
1.105179,0.197168,-1.503508,-1.198756,-1.118923,0.927315,0.606198,1.134321,1.151711,5,3,4,2,1
0.03292,-1.693047,0.222863,-0.703965,1.716749,0.586607,-1.301054,0.580468,-0.330128,1,2,5,3,4
0.126612,-1.072224,0.386451,-1.302559,-1.706807,1.657402,-0.808636,1.182784,-0.000445,5,1,4,2,3
1.486889,1.463091,-1.444338,0.500142,-0.081482,-1.057828,-0.805168,-0.035695,0.697096,3,5,4,2,1
-0.858895,1.133604,1.186986,0.635085,0.966334,-1.245565,-0.784362,-1.676486,-0.958261,1,4,2,5,3
-1.389819,0.37405,-1.576601,0.693906,-0.97714,-1.092594,-1.495247,1.342016,-0.173962,3,4,5,1,2
0.577724,1.175223,0.386451,-0.748946,-1.336786,1.532244,-1.412021,0.642776,-0.25378,4,1,5,2,3
1.060068,1.033024,-0.097351,0.327138,-0.814607,0.572701,-1.346135,0.514698,1.196826,4,2,5,3,1
0.261946,0.270002,0.208941,1.122956,0.579022,-1.172556,0.22128,-1.676486,1.668793,2,4,3,5,1
-0.938707,-0.014398,1.705593,0.642005,-0.745444,0.117265,-0.475734,-1.032631,1.349521,4,2,3,5,1
1.067008,-1.457203,-1.388649,-0.627844,1.377852,-0.265161,1.514744,-1.607254,0.516638,2,4,1,5,3
1.021897,1.254994,0.884175,-1.043053,0.734638,-0.428562,-0.982023,1.127398,-1.34347,2,3,4,1,5
-1.167733,-0.846786,1.555928,-0.4583,-0.683198,-0.877044,0.883617,0.210078,-0.472412,4,5,1,2,3
-0.501475,-0.118446,-1.322518,1.586606,-0.306261,1.685215,0.217812,-1.31302,1.557742,4,1,3,5,2
0.955965,-0.562386,-0.490657,-0.572482,-0.887228,-1.488927,1.677727,0.147769,0.277183,4,5,1,3,2
1.653454,-0.843317,1.030359,-1.188376,-0.482626,-0.887474,1.417647,0.746624,1.044131,4,5,1,3,2
-0.987288,-1.349687,0.139329,-0.091531,0.039553,-1.193416,1.202648,-0.904552,1.214178,3,5,2,4,1
-0.154465,-1.165868,0.160212,0.898051,0.302371,0.680476,1.448857,-1.448021,-0.545289,3,2,1,5,4
0.529143,1.563671,-1.030148,1.579686,0.070676,1.320171,0.727569,-1.257634,1.1413,4,1,3,5,2
0.78246,-1.276853,-1.315557,0.631625,1.059703,0.868212,-0.479202,-1.254173,-0.066381,1,2,4,5,3
-1.143442,-0.316138,-0.048623,-0.112292,-1.6826,0.305002,-0.371702,0.680854,1.700027,5,3,4,2,1
0.962905,0.63764,-0.32707,-1.036133,-1.388658,-0.651065,-0.264202,1.598174,-0.212136,5,4,3,1,2
-1.375939,1.556735,-1.064954,-1.600125,0.623978,-1.099547,-0.212186,1.366248,-1.513517,2,4,3,1,5
0.511793,0.221446,0.525674,1.686949,-0.783484,1.473142,1.303212,-1.461868,-1.603746,3,1,2,4,5
-0.230807,-1.24217,-0.755182,-1.36484,-0.731612,1.514861,0.692891,-0.257236,0.218187,5,1,2,4,3
1.448718,-0.770483,-0.274861,1.368621,0.803801,1.39318,-0.656056,1.020089,-0.809036,3,1,4,2,5
1.264803,-0.846786,1.590734,1.524325,1.405517,-1.297714,-1.242103,-0.641472,1.214178,1,5,4,3,2
1.438308,-1.699983,-0.598556,0.86345,0.738097,-1.224705,-1.408554,-1.046477,-1.208126,1,4,5,2,3
-0.421663,-1.543911,-0.890925,0.624705,0.26779,0.475356,-0.902265,0.362388,0.200836,3,1,5,2,4
-0.33144,0.599488,0.355125,-0.088071,0.188253,0.305002,-1.249038,0.25854,0.766503,4,2,5,3,1
-1.368998,-0.378567,-0.588114,-1.631266,-0.150645,-1.687094,0.668617,-1.534561,-0.94785,2,5,1,4,3
0.817161,-0.125383,-0.452371,0.617784,-0.08494,0.823017,-1.692908,1.303939,-1.260181,3,2,5,1,4
-1.629255,1.501242,-1.51395,-1.025753,0.074134,-0.466805,1.695066,-0.693396,-1.680094,2,3,1,4,5
-1.684777,0.776371,1.312287,1.621207,-1.146588,-0.640635,0.536844,-1.610716,-1.405936,3,2,1,5,4
-1.684777,0.304684,-0.939653,-0.112292,-1.471653,0.444066,1.143697,0.341618,-1.673153,4,2,1,3,5
-1.150382,0.759029,-0.654245,-0.174573,-1.637644,0.843876,0.835068,1.200091,-0.892324,5,2,3,1,4
0.341758,-1.557784,-1.493066,0.904971,1.104659,-1.593225,-1.103393,0.358926,-0.187843,1,5,4,2,3
1.393197,1.428408,1.019918,1.465504,-1.679141,-1.593225,1.649985,-1.59687,-0.881913,5,3,1,4,2
-1.285716,-1.328877,-0.27138,-0.236855,-0.479168,-0.699737,0.210877,0.262002,-0.677163,3,5,2,1,4
0.445861,-0.753142,-0.619439,-0.309516,0.848757,0.896025,-0.531218,0.25854,-1.572513,2,1,4,3,5
0.851862,0.256128,-1.120644,-1.077654,0.37845,0.701335,-0.371702,0.217001,-0.739629,2,1,4,3,5
-0.341851,0.481567,-1.002304,1.060674,1.246443,1.483572,0.651279,0.023152,0.180014,2,1,3,5,4
-0.563937,0.963658,1.604656,0.351358,0.399199,-0.685831,-0.118558,-0.458008,-0.75004,1,4,2,3,5
-1.483512,-1.044478,-0.615959,0.825389,-1.132756,0.103359,1.136761,-0.37493,1.63409,5,3,2,4,1
-0.185696,0.308153,1.413224,0.105693,1.094285,-1.273377,0.151925,-0.731473,-1.562102,1,4,2,3,5
1.098239,-0.271051,-1.291192,0.067632,-1.437072,-0.463328,1.591034,-1.721487,-1.482284,3,2,1,5,4
-0.223867,1.154414,-0.072987,0.638545,-0.022694,-0.518954,-0.773959,1.615482,-0.080263,2,4,5,1,3
1.292564,1.137072,-0.226133,-1.572445,-0.517207,1.097668,-1.099926,-0.122234,0.138369,4,1,5,3,2
0.143963,0.311621,0.428218,0.645465,1.720208,-1.499357,-0.801701,0.307002,-0.586934,1,5,4,2,3
-0.039952,1.497774,0.101042,-0.250695,1.592256,0.951651,1.41418,-0.160312,0.856732,1,3,2,5,4
-1.084451,-1.193614,-1.127605,-0.679745,-1.101633,0.457973,-0.839846,-1.472253,0.006496,4,1,3,5,2
0.331348,0.179826,0.208941,0.43786,0.036095,1.542674,0.963374,-0.849167,1.53692,4,1,3,5,2
0.983725,-1.530037,-1.635771,0.001891,0.087967,-0.765793,-0.447992,-0.887245,-1.468402,1,3,2,4,5
0.751229,1.379852,-0.459332,1.389382,-0.219808,1.653926,0.231683,-1.081093,1.311347,4,1,3,5,2
1.52853,-1.016732,1.051243,-1.292179,0.437239,0.537935,0.040958,0.909318,1.682675,4,3,5,2,1
-0.491065,-0.642157,-1.409532,-1.728148,-0.150645,-1.047398,1.695066,-1.119171,-0.562641,2,4,1,5,3
1.084358,1.698934,0.445621,1.3271,1.592256,-0.146957,-1.450166,-0.939168,-0.139258,1,3,5,4,2
1.008016,-0.704586,-0.883964,-1.655487,-0.766193,-0.984819,0.512569,-0.236466,-0.017796,4,5,1,3,2
-1.660486,0.148612,1.141738,-1.049973,-0.199059,0.05121,-1.665166,0.248155,-0.083733,4,2,5,1,3
-0.494535,1.001809,0.939864,-0.572482,0.084509,-0.355553,-0.805168,-1.0084,-0.274602,1,3,4,5,2
-0.543116,1.619164,0.438659,-1.257578,1.388226,1.327125,-0.520814,0.885087,0.651981,1,2,5,3,4
-0.161406,1.407598,-1.357324,-1.392521,-0.773109,0.381487,-1.328796,1.487403,1.474454,4,3,5,1,2
-0.241218,-0.392441,1.218311,1.489724,-1.174253,0.402347,0.574989,-0.786859,-0.212136,5,2,1,4,3
1.011486,-1.505759,-0.737779,1.500104,-0.458419,1.247163,-0.427186,-0.350699,1.550802,5,2,4,3,1
1.622223,-0.323075,1.486316,1.534705,0.06376,1.699121,-1.117264,-0.804167,0.783854,3,1,5,4,2
1.643043,-0.017866,1.381899,-1.167616,-0.43767,1.007277,-1.713714,-0.520317,-0.618167,2,1,5,3,4
-1.459221,1.653846,1.263559,-0.998072,1.62338,0.530982,0.679021,-1.534561,0.04467,1,3,2,5,4
1.604872,-1.46414,-1.694941,1.493184,-0.071108,1.417516,-0.708072,-1.229942,-1.464932,2,1,3,4,5
1.216222,0.0515,1.023398,-0.946171,-0.157561,1.664355,0.855875,0.130462,0.381294,5,1,2,4,3
-1.556383,-0.253709,1.15218,0.943032,0.150213,0.03035,1.445389,1.182784,1.002486,4,5,1,2,3
-0.720091,-0.11151,0.838927,-0.136512,0.146755,-0.306881,-1.564602,-1.648793,0.079374,1,3,4,5,2
0.837982,0.849205,-1.392129,-0.292216,-0.486084,-0.219966,-0.295412,-0.776474,-0.031678,4,2,3,5,1
-1.355118,1.050365,1.274,-0.440999,-0.562163,-1.016109,-1.089522,-0.818013,0.412527,2,4,5,3,1
0.345228,-1.474545,1.698632,-0.752406,-0.247473,0.00949,0.81773,0.300079,-1.360821,4,3,1,2,5
-1.310007,0.25266,0.198499,-0.690125,1.180738,-0.188676,-0.565895,-1.164171,-0.489764,1,2,4,5,3
-0.216927,1.653846,-0.027739,-0.323357,-0.866479,-1.621038,-0.57283,0.442004,-1.381644,3,5,2,1,4
-0.69927,1.168287,-0.852638,-0.686665,-0.596744,1.201967,-0.83291,1.172399,1.016368,4,1,5,2,3
1.011486,-1.224828,0.309878,-1.724688,-0.762735,0.927315,-0.968152,-0.586087,-1.253241,3,1,4,2,5
-0.445953,0.710473,1.454991,-1.37868,-0.458419,1.674785,0.203941,-0.977246,1.346051,4,1,3,5,2
1.14682,-0.850254,0.9155,-0.01541,-1.433614,-1.085641,-1.450166,-1.022246,0.981664,4,3,5,2,1
0.470152,-0.094168,1.475874,-0.835448,-0.261305,0.972511,-1.089522,-1.652255,0.658922,3,1,4,5,2
1.733266,-0.884937,-0.751701,0.40326,-0.876854,-0.54329,-1.110329,-0.07031,-0.618167,4,2,5,1,3
1.296034,-1.051414,-1.57312,-0.672825,-1.219209,1.511385,-0.122025,0.840087,-1.315707,4,1,3,2,5
0.511793,1.466559,0.675339,1.430903,-0.876854,-0.414656,-0.423718,0.864318,-0.139258,5,3,4,1,2
-0.088534,1.171755,1.127816,-0.413319,0.347327,-0.056565,1.622243,0.10623,-1.454521,2,4,1,3,5
0.667947,0.946317,1.681229,0.898051,-1.40249,0.791727,-1.034039,-1.302635,-0.396064,5,1,3,4,2
0.300117,0.93938,1.044282,-0.056931,0.37845,0.736101,-0.683798,-0.686473,0.180014,2,1,4,5,3
-1.608435,-0.988985,0.696223,-1.676247,0.305829,-0.14348,0.543779,0.701623,-1.693975,3,4,2,1,5
-1.42105,0.183294,-0.692531,-0.288756,-0.596744,-0.404226,-1.640892,0.604699,0.357001,4,3,5,1,2
1.14682,-1.016732,1.611617,-0.288756,1.004373,-0.824895,-1.38428,1.463172,-0.666752,2,4,5,1,3
-0.386962,-0.506894,1.357534,1.607367,1.291399,-1.614085,1.591034,-0.413007,1.346051,3,5,1,4,2
-1.41411,-1.09997,1.44803,-1.330239,-0.894144,0.426683,-0.246864,-1.676486,1.016368,4,2,3,5,1
-1.490452,0.609893,-0.372317,0.669686,1.720208,0.155508,-0.441057,1.106629,0.051611,1,3,5,2,4
-0.074653,-1.519633,0.094081,-1.101874,1.332896,1.365367,-1.571537,-1.254173,0.679744,2,1,5,4,3
-0.31756,0.804117,-1.322518,-1.226437,1.115033,-0.279068,0.731036,1.442402,-0.45506,2,4,3,1,5
0.980255,0.238787,1.173063,1.507025,1.246443,-1.169079,-1.50565,-0.15685,1.089245,1,4,5,3,2
0.567314,0.113929,0.257669,0.109153,1.429724,1.031613,-0.444524,0.777778,-1.527398,1,2,4,3,5
-0.473714,0.35324,-0.939653,0.541663,0.603229,-0.129574,-1.568069,-1.319943,1.04066,2,3,5,4,1
1.323795,1.300082,-0.264419,1.019154,0.406115,-1.294237,0.606198,-0.205312,1.408517,3,5,2,4,1
-1.209374,-1.620213,1.503719,1.645428,-1.32987,1.066379,1.029261,-1.018785,1.53692,5,2,3,4,1
-1.028929,-1.658364,-0.184366,-1.191836,-1.471653,-0.213012,0.467489,-1.586485,-0.312776,4,2,1,5,3
0.109262,-0.388972,0.198499,0.4171,-1.461279,1.344508,0.290635,-0.873398,0.992075,5,1,3,4,2
1.341145,1.026087,0.341203,1.617747,0.672392,0.868212,1.379502,-0.925322,-0.05944,3,2,1,5,4
-0.584757,-1.72773,-0.104312,0.053792,0.475278,-0.233872,0.412005,0.005844,-0.413416,1,4,2,3,5
0.331348,-1.013263,-0.553308,-1.683167,-0.147187,-0.491141,0.828133,-1.088017,-1.183834,2,3,1,4,5
-0.876245,-0.489552,-1.145008,1.610827,-1.129298,-1.349863,-1.148474,-0.444162,-0.35095,3,5,4,2,1
1.722856,-1.502291,0.038392,-1.233357,-1.084342,0.322385,0.973778,0.147769,-1.2463,4,2,1,3,5
-0.924826,-0.669903,-1.047551,0.974173,-1.620353,1.087239,-1.158877,-1.551869,1.224589,5,2,3,4,1
-0.296739,-1.370496,1.253117,0.88421,1.696001,-0.108714,-0.656056,0.895472,-0.222547,1,3,5,2,4
0.876153,-0.395909,1.127816,-0.205714,1.536926,-0.623252,-1.318393,0.743162,1.488335,1,4,5,3,2
-0.765202,0.804117,-1.402571,1.154097,-1.654935,-1.12736,-0.066542,1.120475,-1.395525,5,3,2,1,4
1.16764,-1.710388,-1.308595,-0.728186,0.568648,-1.534123,1.379502,1.366248,1.620209,4,5,2,3,1
0.40075,1.036492,-0.361876,-1.126095,0.758845,1.236733,0.079103,0.282771,-1.05196,2,1,4,3,5
0.744289,0.8388,0.208941,0.773488,0.959417,0.44059,-1.488311,-0.053002,0.329239,1,2,5,4,3
-1.018519,-1.065287,0.581364,1.645428,0.814176,-1.158649,1.49047,0.691238,1.519568,3,5,2,4,1
0.352168,0.759029,-0.20873,-0.4756,0.444155,1.410563,0.48136,0.808932,0.24595,4,1,3,2,5
0.914324,-0.888405,-1.486105,-1.160696,0.02572,-1.016109,-1.467505,1.435479,1.477924,3,4,5,2,1
-0.740911,1.386789,0.713626,-1.399441,-0.786942,1.699121,1.192245,-0.454546,1.575094,5,1,3,4,2
0.251536,-0.673371,-0.890925,1.572766,0.693141,-0.845755,1.660388,0.888549,-0.396064,3,5,1,2,4
1.677744,-1.086097,-0.393201,-1.565525,-1.64456,0.896025,1.469663,1.231246,0.204306,5,3,1,2,4
-1.112211,-0.860659,-1.207658,-0.04655,0.928294,-0.459851,-1.42936,0.088923,1.356462,2,4,5,3,1
1.025367,-0.486084,1.576811,0.738887,1.592256,-1.638421,-1.065248,0.691238,1.429339,1,5,4,3,2
1.396667,1.119731,1.294884,-1.029213,-1.03247,-0.849231,-1.006297,-1.520715,1.311347,4,2,3,5,1
-0.241218,-1.738134,-0.654245,0.171434,0.022262,-1.026538,-0.139364,-0.201851,-1.038079,1,4,2,3,5
-1.604965,1.64691,0.048834,-0.02579,0.634352,-1.509787,-1.342667,-1.257634,1.377284,2,5,4,3,1
0.77205,1.38332,-1.190255,-0.676285,1.014748,0.20418,1.476599,-1.676486,0.155721,2,3,1,5,4
1.545881,-0.472211,-0.243536,-0.963471,0.295455,0.117265,-0.881459,-1.015323,-0.906206,1,2,3,5,4
1.125999,-1.658364,-0.755182,-0.03271,0.184795,-0.254732,0.304506,0.525082,-0.278072,3,4,2,1,5
-0.31062,0.100056,0.000105,1.143716,-1.319495,0.158985,0.162329,1.234707,-0.312776,5,3,2,1,4
-1.663956,-0.985517,1.054723,1.164477,1.090827,-0.609346,1.098616,-0.001079,0.23901,2,5,1,4,3
1.098239,0.724347,0.114965,-1.022292,-0.212891,-1.186462,-1.529924,-0.987631,0.079374,2,4,5,3,1
1.094769,-0.506894,1.005995,0.797709,-1.388658,0.082499,0.848939,-0.589548,1.273174,5,3,2,4,1
-0.629868,0.179826,1.695151,-1.33716,-1.195002,-1.120407,-1.370409,1.238169,-0.062911,4,3,5,1,2
-1.396759,0.509313,-1.465222,0.569343,-0.627868,0.816063,-1.692908,-0.267621,1.585505,4,2,5,3,1
-0.751322,-0.357758,1.559409,-0.02579,-0.513749,0.892549,0.585392,0.992396,-0.458531,5,2,3,1,4
-0.900536,-1.554315,-0.410604,-1.049973,0.686224,-0.824895,1.528615,0.89201,-0.097614,3,5,1,2,4
-1.025459,0.481567,1.054723,1.244059,-1.464737,0.332815,1.410712,0.968165,0.284124,5,3,1,2,4
-0.806843,-0.479148,1.364496,0.462081,1.609547,1.139388,1.514744,-0.845706,1.085775,1,3,2,5,4
1.414017,-1.533506,-0.901367,-0.541342,-1.025554,0.628327,1.670792,-0.65878,1.453632,5,3,1,4,2
