A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
-961,514,-1951,364,-680,1895,47,1539,-630,94,0.00000,0.96000,0.02800,0.00400,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.00200
-1220,831,-1674,940,-425,1463,-63,1135,-422,60,0.00000,0.02200,0.96400,0.00400,0.00000,0.00600,0.00000,0.00000,0.00200,0.00000,0.00200
-1501,1611,-1003,1156,-883,901,-169,862,-151,164,0.00000,0.00000,0.00200,0.95000,0.00400,0.02200,0.00000,0.00000,0.00000,0.00000,0.02200
-2176,1952,-144,1659,-1128,280,-658,1346,8,505,0.00200,0.00200,0.00000,0.00200,0.85000,0.02800,0.10800,0.00000,0.00600,0.00000,0.00200
-1891,1776,-518,1461,-1050,567,-307,1152,-239,325,0.00000,0.00000,0.00000,0.02200,0.05800,0.90600,0.00400,0.00000,0.00200,0.00000,0.00800
-2624,1653,-156,2023,-1052,86,-752,1341,196,710,0.00200,0.00200,0.00000,0.00000,0.06000,0.02000,0.88200,0.00200,0.02200,0.00000,0.01000
-3763,3252,-262,1520,-1684,-225,235,989,616,46,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.02000,0.97600,0.00200,0.00000,0.00000
-3549,1905,-509,1963,-1200,847,-157,842,625,-586,0.00000,0.00000,0.00000,0.00200,0.00600,0.00600,0.03800,0.06600,0.87200,0.00600,0.00400
-4373,2463,-171,1501,-639,292,518,-114,1127,332,0.00600,0.00200,0.00400,0.00000,0.00200,0.00000,0.01200,0.00600,0.00200,0.96400,0.00200
-2562,1361,-940,1333,-1047,1208,-316,1055,354,-770,0.00000,0.00000,0.00200,0.00600,0.00800,0.00800,0.00400,0.00000,0.01600,0.00200,0.95400
-1384,-321,-2266,937,-289,2290,463,1096,-1436,-701,0.97400,0.01800,0.00400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400
-1123,415,-1954,563,-465,1983,27,1614,-568,7,0.01000,0.95800,0.03200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1280,798,-1647,968,-418,1609,-31,1224,-374,44,0.00200,0.03200,0.95200,0.00600,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00600
-1475,1557,-1009,1202,-846,883,-138,822,-165,198,0.00000,0.00000,0.00400,0.96200,0.00200,0.02000,0.00000,0.00000,0.00200,0.00000,0.01000
-2205,1804,-199,1773,-1089,312,-621,1247,137,406,0.00000,0.00000,0.00000,0.00600,0.89000,0.03400,0.06400,0.00200,0.00400,0.00000,0.00000
-1824,1682,-669,1483,-1036,711,-249,1193,-274,224,0.00000,0.00000,0.00000,0.04200,0.04600,0.89600,0.00200,0.00000,0.00400,0.00000,0.01000
-2574,1814,-167,1826,-1156,120,-609,1543,110,750,0.00400,0.00000,0.00000,0.00000,0.09600,0.00200,0.88200,0.00400,0.00800,0.00000,0.00400
-3693,3067,-273,1619,-1905,45,6,1347,346,360,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.07600,0.86400,0.05000,0.00400,0.00000
-3545,1926,-512,1732,-1109,1006,21,820,731,-639,0.00600,0.00000,0.00000,0.00200,0.00800,0.00200,0.02400,0.03000,0.90600,0.01400,0.00800
-4386,2271,-157,1536,-614,230,570,-117,1074,397,0.01000,0.00200,0.00400,0.00200,0.00000,0.00600,0.01400,0.01000,0.00000,0.94800,0.00400
-2530,1492,-936,1210,-1154,1316,-267,1149,226,-770,0.00200,0.00000,0.00000,0.00600,0.02600,0.01600,0.00400,0.00000,0.01200,0.00200,0.93200
-1215,-288,-2423,834,-379,2266,503,1337,-1360,-682,0.96000,0.03600,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200
-1400,316,-1894,830,-242,2038,3,1667,-515,-87,0.04000,0.88600,0.06800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00200,0.00000
-1494,663,-1580,1191,-252,1777,-72,1189,-409,90,0.02000,0.11800,0.85400,0.00200,0.00000,0.00200,0.00000,0.00000,0.00000,0.00400,0.00000
-1512,1492,-1053,1262,-809,941,-122,807,-206,145,0.00000,0.00000,0.00200,0.96600,0.00200,0.01800,0.00000,0.00000,0.00000,0.00000,0.01200
-2274,1653,-226,1857,-971,327,-605,1121,121,291,0.00000,0.00000,0.00200,0.02000,0.81200,0.14200,0.01400,0.00000,0.00400,0.00000,0.00600
-1804,1556,-803,1388,-989,751,-29,963,-228,297,0.00000,0.00000,0.00600,0.16400,0.01600,0.78400,0.00000,0.00000,0.00200,0.00000,0.02800
-2447,1914,-208,1641,-1159,104,-539,1580,58,786,0.00000,0.00000,0.00200,0.00200,0.17800,0.01600,0.79200,0.00200,0.00400,0.00000,0.00400
-3675,3132,-241,1587,-1750,-222,39,1052,545,233,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.06800,0.91600,0.01400,0.00000,0.00000
-3425,1724,-638,1573,-1041,1204,-124,1258,548,-507,0.00200,0.00000,0.00000,0.00000,0.01000,0.00800,0.00800,0.00400,0.87800,0.02800,0.06200
-4376,2216,-269,1320,-660,159,719,8,1058,472,0.01400,0.00400,0.00600,0.00000,0.01000,0.01400,0.02400,0.00400,0.00400,0.91400,0.00600
-2520,1520,-959,1296,-1103,1149,-268,1249,92,-682,0.00000,0.00000,0.00200,0.02200,0.04400,0.03600,0.00400,0.00000,0.00600,0.00200,0.88400
-1548,-400,-1659,244,-101,1562,551,1248,129,-456,0.90800,0.09000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1614,287,-1195,-252,-257,1251,281,898,188,-423,0.01800,0.95400,0.02400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400
-1891,988,-1060,119,590,263,372,390,-376,-655,0.01200,0.03400,0.79600,0.11600,0.00800,0.00800,0.00400,0.00200,0.00000,0.00200,0.01800
-2030,1764,-386,-249,180,117,96,-121,67,-552,0.00000,0.00000,0.01000,0.89200,0.00400,0.05000,0.00200,0.00000,0.00600,0.00400,0.03200
-2550,2629,84,-159,-882,93,-190,961,32,-589,0.00200,0.00000,0.00000,0.00000,0.86800,0.06600,0.05400,0.00000,0.00400,0.00000,0.00600
-2464,1968,26,78,-542,74,51,596,260,-437,0.00200,0.00000,0.00200,0.02800,0.08600,0.83200,0.01200,0.00000,0.00200,0.00000,0.03600
-3193,2026,830,813,-1205,36,-950,786,1045,210,0.00800,0.00200,0.00400,0.00000,0.02200,0.00400,0.86400,0.04600,0.04200,0.00400,0.00400
-3566,1504,940,1829,-1224,178,-1454,920,767,1059,0.00000,0.00000,0.00000,0.00200,0.00200,0.00000,0.03000,0.93400,0.02800,0.00200,0.00200
-3299,1730,187,121,-1251,796,-366,1091,493,436,0.00000,0.00000,0.00000,0.00400,0.02400,0.02200,0.07200,0.01200,0.84600,0.00400,0.01600
-3601,742,-238,332,-561,1275,-14,844,558,659,0.01400,0.03000,0.02600,0.03200,0.00000,0.00400,0.01200,0.00200,0.09200,0.76800,0.02000
-2439,789,82,242,-693,595,-353,702,413,98,0.00000,0.00800,0.02800,0.00600,0.02000,0.09200,0.01000,0.00200,0.00200,0.00400,0.82800
-1507,-457,-1728,256,-81,1571,556,1291,121,-456,0.94600,0.05200,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1425,256,-1130,-284,-394,1253,306,893,272,-378,0.00000,0.99800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200
-1814,923,-931,120,425,554,237,426,-184,-727,0.00400,0.01200,0.88600,0.05800,0.00000,0.01400,0.00000,0.00200,0.00600,0.00000,0.01800
-2007,1814,-581,-27,127,81,89,-16,115,-719,0.00000,0.00000,0.00200,0.95000,0.00000,0.03200,0.00000,0.00000,0.00200,0.00200,0.01200
-2559,2300,408,-1,-1077,125,-254,975,70,-470,0.00000,0.00000,0.00000,0.00000,0.91200,0.01600,0.06400,0.00600,0.00000,0.00000,0.00200
-2431,1873,208,123,-634,178,40,612,446,-562,0.00000,0.00000,0.00200,0.00600,0.04200,0.91400,0.00400,0.00200,0.00200,0.00000,0.02800
-3240,1749,959,1071,-1188,18,-1024,664,1007,443,0.00800,0.00200,0.00200,0.00000,0.01000,0.00200,0.82800,0.08200,0.06000,0.00600,0.00000
-3565,1363,958,1976,-1268,91,-1363,720,738,1145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01400,0.97000,0.01600,0.00000,0.00000
-3198,1373,392,423,-1203,656,-428,994,576,865,0.00000,0.00000,0.00000,0.00400,0.02200,0.01600,0.05200,0.01800,0.86600,0.00800,0.01400
-3772,904,-195,317,-473,1310,-43,898,536,503,0.00200,0.01600,0.02000,0.01400,0.00000,0.01000,0.01000,0.00000,0.09600,0.81600,0.01600
-2434,870,127,224,-811,666,-233,705,408,136,0.00000,0.00600,0.00800,0.01600,0.00600,0.05800,0.00200,0.00000,0.00000,0.00200,0.90200
-1656,-496,-1719,363,-2,1637,535,1319,-12,-490,0.97000,0.02600,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
-1388,215,-1105,-295,-390,1282,356,816,292,-376,0.00200,0.99600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
-1764,888,-1001,197,300,660,159,557,-301,-650,0.00000,0.00000,0.94800,0.02200,0.00200,0.00600,0.00000,0.00000,0.00200,0.00000,0.02000
-2026,1750,-526,-131,266,-55,84,63,47,-691,0.00000,0.00200,0.00800,0.96400,0.00200,0.01400,0.00000,0.00000,0.00000,0.00600,0.00400
-2531,1802,739,236,-1169,-69,-349,903,123,-119,0.00000,0.00200,0.00000,0.00200,0.88000,0.02400,0.06800,0.00000,0.00800,0.00200,0.01400
-2375,1642,308,255,-820,225,-92,874,367,-525,0.00200,0.00000,0.00000,0.01600,0.05600,0.88000,0.00200,0.00000,0.00400,0.00200,0.03800
-3179,1346,988,1320,-852,-8,-1234,347,1020,771,0.01400,0.00400,0.01000,0.00000,0.00800,0.01400,0.77600,0.08800,0.05600,0.02600,0.00400
-3570,1366,970,1957,-1262,2,-1275,585,754,993,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.02400,0.95800,0.01400,0.00000,0.00000
-3169,1041,509,693,-1185,673,-352,877,434,1009,0.00000,0.00200,0.01000,0.00800,0.00200,0.00400,0.04000,0.01600,0.88200,0.01400,0.02200
-4066,1050,-49,458,-357,1331,-129,848,509,317,0.00400,0.01600,0.02000,0.00600,0.00000,0.00800,0.00200,0.00000,0.04400,0.88800,0.01200
-2483,810,185,284,-917,730,-111,613,373,184,0.00000,0.00200,0.01600,0.02600,0.01800,0.03200,0.00600,0.00000,0.01600,0.00400,0.88000
1823,-578,-1624,520,52,1711,535,1318,-115,-505,0.98800,0.01000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1450,199,-1127,-281,-372,1287,369,855,303,-385,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1790,793,-1041,214,215,694,121,583,-403,-487,0.00000,0.00200,0.97000,0.01200,0.00000,0.00400,0.00000,0.00000,0.00000,0.00000,0.01200
-2089,1695,-528,-232,385,-137,33,71,33,-744,0.00000,0.00400,0.00600,0.97000,0.00000,0.01400,0.00000,0.00000,0.00000,0.00200,0.00400
-2475,1498,864,397,-1170,-234,-388,825,160,57,0.00200,0.00000,0.00200,0.00800,0.88200,0.04800,0.03000,0.00200,0.00800,0.00000,0.01800
-2314,1494,294,245,-769,50,-68,819,618,-572,0.00200,0.00000,0.00000,0.01000,0.01800,0.93400,0.01000,0.00200,0.00800,0.00000,0.01600
-3062,1008,935,1443,-579,68,-1333,106,958,979,0.01800,0.00800,0.06000,0.01200,0.00200,0.02600,0.81600,0.01000,0.01000,0.01800,0.02000
-3576,1357,912,1878,-1166,39,-1537,658,843,1087,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.04400,0.93000,0.02200,0.00200,0.00000
-3155,1021,455,624,-1306,842,-123,909,328,876,0.00000,0.00200,0.00000,0.00800,0.00400,0.00400,0.01400,0.00800,0.91200,0.01600,0.03200
-4316,1147,88,593,-314,1316,-255,761,492,133,0.00600,0.00200,0.00000,0.00200,0.00000,0.00400,0.00000,0.00400,0.01800,0.96000,0.00400
-2608,839,203,305,-851,780,-143,607,344,106,0.00000,0.00200,0.01400,0.00600,0.00800,0.01600,0.00200,0.00000,0.00600,0.00200,0.94400
-1953,-596,-1543,619,56,1742,592,1289,-163,-523,0.98400,0.01400,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1495,117,-1134,-249,-370,1286,348,854,313,-376,0.00200,0.99800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1921,719,-950,299,222,786,128,588,-462,-491,0.00000,0.00200,0.97400,0.00800,0.00000,0.00400,0.00000,0.00200,0.00200,0.00000,0.00800
-2052,1483,-488,41,-131,273,-112,-64,307,-800,0.00000,0.00200,0.00800,0.88800,0.00000,0.08600,0.00000,0.00000,0.00000,0.00200,0.01400
-2507,1528,852,331,-1231,-259,-265,856,70,69,0.00000,0.00000,0.00000,0.00400,0.92600,0.03600,0.01400,0.00200,0.00600,0.00000,0.01200
-2291,1146,352,354,-714,80,-181,787,709,-409,0.00000,0.00000,0.01800,0.01800,0.01400,0.91600,0.01000,0.00200,0.00600,0.00000,0.01600
-2933,717,829,1508,-517,69,-1163,21,866,1066,0.01400,0.01800,0.09600,0.00800,0.00000,0.02200,0.80400,0.00200,0.01000,0.01200,0.01400
-3530,1268,903,1887,-1279,8,-1441,657,873,1042,0.00000,0.00000,0.00400,0.00400,0.00000,0.00000,0.03400,0.92600,0.03200,0.00000,0.00000
-3145,863,416,699,-1378,892,20,890,221,834,0.00000,0.00800,0.00200,0.00800,0.01000,0.01000,0.01000,0.00200,0.88400,0.01000,0.05600
-4394,1162,157,608,-409,1352,-243,758,447,96,0.00400,0.00200,0.00800,0.00200,0.00000,0.00400,0.00000,0.00400,0.03400,0.93000,0.01200
-2704,917,267,314,-756,818,-114,673,261,56,0.00000,0.00400,0.01600,0.00800,0.01000,0.04000,0.00000,0.00000,0.01000,0.00000,0.91200
-2058,-610,-1497,696,72,1802,626,1303,-192,-538,0.97400,0.01600,0.00600,0.00000,0.00000,0.00200,0.00000,0.00000,0.00200,0.00000,0.00000
-1537,43,-1125,-213,-378,1265,330,870,293,-393,0.00200,0.99600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200
-1933,728,-1015,270,199,780,192,706,-446,-595,0.01200,0.00400,0.95400,0.01000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.01800
-2076,1413,-584,190,-350,518,-406,313,27,-724,0.00200,0.00200,0.03600,0.81600,0.02400,0.07800,0.00000,0.00000,0.00600,0.00000,0.03600
-2554,1532,812,367,-1208,-352,-252,894,50,84,0.00000,0.00000,0.00000,0.00800,0.88600,0.03000,0.03200,0.00000,0.01600,0.00200,0.02600
-2343,788,373,492,-667,279,-240,827,589,-267,0.00000,0.01000,0.05600,0.00200,0.01800,0.74200,0.01400,0.00000,0.02400,0.01800,0.11600
-2834,654,733,1434,-716,-28,-841,239,920,885,0.00600,0.01400,0.06400,0.00400,0.00600,0.02200,0.83600,0.00600,0.00800,0.00400,0.03000
-3482,1127,899,1993,-1385,-50,-1273,647,844,1044,0.00000,0.00000,0.00600,0.01200,0.00200,0.00000,0.06000,0.85800,0.05600,0.00600,0.00000
-3246,712,390,820,-1352,1074,197,857,-56,485,0.01600,0.04000,0.04000,0.01000,0.00400,0.00600,0.03200,0.00400,0.77200,0.04600,0.03000
-4521,1430,162,580,-351,1339,-259,810,431,-102,0.00200,0.00000,0.00600,0.00200,0.00200,0.00000,0.00000,0.01400,0.05000,0.91400,0.01000
-2804,1021,254,331,-654,854,-85,678,259,-31,0.00000,0.00800,0.02400,0.00600,0.00800,0.07400,0.00000,0.00000,0.00800,0.01000,0.86200
-3034,-1274,263,1521,660,1622,-361,-468,-740,517,0.81400,0.13400,0.04200,0.00200,0.00000,0.00200,0.00000,0.00000,0.00200,0.00000,0.00400
-3118,356,377,1447,868,407,-915,-546,-637,169,0.04400,0.91600,0.03000,0.00000,0.00000,0.00000,0.00600,0.00000,0.00000,0.00200,0.00200
-2611,434,231,1343,323,-378,-618,-219,-285,347,0.00200,0.04000,0.94400,0.01000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200
-1566,930,-181,-155,-164,-277,144,-47,-694,282,0.00000,0.00000,0.00600,0.95000,0.00000,0.02600,0.00000,0.00000,0.00000,0.00000,0.01800
-2758,2067,-310,-543,-687,91,881,172,-454,-93,0.00000,0.00000,0.00200,0.01200,0.89600,0.05800,0.01800,0.00000,0.00200,0.00200,0.01000
-2497,1607,-621,-446,-226,-152,1160,122,-809,495,0.00000,0.00400,0.00200,0.08000,0.02000,0.83800,0.00400,0.00000,0.00200,0.00600,0.04400
-3533,2319,1085,247,-1053,-429,-26,1305,-243,-671,0.00400,0.00200,0.00200,0.00200,0.01400,0.00800,0.85800,0.05600,0.04600,0.00600,0.00200
-3893,3690,79,-151,-1093,-518,198,1583,-257,-169,0.00000,0.00000,0.00200,0.00200,0.00000,0.00000,0.05200,0.93000,0.01200,0.00000,0.00200
-4079,2663,-48,-315,234,861,335,435,-546,-928,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.02200,0.93600,0.03800,0.00200
-4160,2814,557,604,584,477,-272,784,-999,-781,0.00000,0.00600,0.00000,0.00200,0.00000,0.00000,0.01000,0.00800,0.08400,0.87800,0.01200
-2910,918,-138,-382,115,290,418,757,-898,-189,0.00400,0.01200,0.01200,0.01200,0.00800,0.03400,0.00400,0.00000,0.00800,0.00000,0.90600
-3162,-1137,300,1440,688,1645,-447,-518,-520,641,0.89600,0.09600,0.00400,0.00000,0.00000,0.00000,0.00200,0.00000,0.00200,0.00000,0.00000
-3224,487,822,1324,753,352,-976,-562,-489,172,0.04200,0.90600,0.03200,0.00200,0.00000,0.00200,0.01000,0.00000,0.00200,0.00000,0.00400
-2681,531,252,1239,469,-339,-652,-417,-246,412,0.00400,0.03800,0.95000,0.00400,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00200
-1577,907,-291,7,-256,-233,187,-52,-627,238,0.00000,0.00000,0.01200,0.97600,0.00000,0.00600,0.00000,0.00000,0.00000,0.00000,0.00600
-2861,2091,-411,-438,-643,317,817,104,-481,-252,0.00000,0.00000,0.00000,0.00600,0.94200,0.04200,0.00600,0.00000,0.00000,0.00000,0.00400
-2445,1503,-677,-460,-140,-2,1014,61,-599,175,0.00000,0.00000,0.00200,0.09200,0.01400,0.86600,0.00400,0.00000,0.00000,0.00400,0.01800
-3406,2403,1025,108,-1100,-316,99,1541,-304,-671,0.00000,0.00000,0.00000,0.00000,0.00200,0.00400,0.96400,0.02000,0.00600,0.00400,0.00000
-3958,3922,150,-265,-1201,-249,202,1163,-49,-39,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00800,0.98400,0.00600,0.00000,0.00000
-4071,2754,-232,-262,356,694,381,500,-721,-859,0.00000,0.00000,0.00000,0.00000,0.00200,0.00200,0.01600,0.02000,0.91600,0.04400,0.00000
-4188,2637,502,552,735,395,-26,803,-874,-913,0.00200,0.00200,0.00000,0.00000,0.00000,0.00000,0.00800,0.00800,0.08400,0.89000,0.00600
-2923,919,-231,-307,75,265,403,691,-1012,-157,0.00200,0.00400,0.00800,0.00600,0.00000,0.00600,0.00400,0.00000,0.00000,0.00000,0.97000
-3390,-956,476,1547,658,1504,-650,-604,-295,616,0.96800,0.02000,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
-3128,280,955,1264,753,437,-841,-517,-473,0,0.02600,0.94800,0.02000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00200
-2689,528,157,1501,349,-412,-490,-512,-277,422,0.00200,0.00800,0.98800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200
-1693,807,-38,-51,-174,-372,117,53,-611,300,0.00000,0.00000,0.05800,0.91600,0.00200,0.00800,0.00000,0.00000,0.00000,0.00200,0.01400
-2927,2202,-532,-486,-519,585,813,-133,-475,-349,0.00000,0.00000,0.00200,0.00400,0.84200,0.07600,0.03600,0.00000,0.00000,0.00200,0.03800
-2555,1421,-800,-233,-78,244,771,-112,-707,165,0.00000,0.00200,0.00000,0.09000,0.03200,0.78600,0.00600,0.00000,0.00200,0.00000,0.08200
-3439,2711,1067,29,-1120,-212,62,1440,-353,-420,0.00000,0.00000,0.00000,0.00000,0.02400,0.00000,0.95600,0.01200,0.00400,0.00400,0.00000
-4067,3908,-65,-378,-1163,65,508,1003,30,-187,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.01000,0.98000,0.00400,0.00400,0.00000
-4068,2566,-68,-152,126,548,453,577,-543,-896,0.00000,0.00200,0.00000,0.00000,0.00400,0.00000,0.01000,0.02200,0.94600,0.01400,0.00200
-4314,2322,580,279,702,532,-68,814,-917,-1109,0.00200,0.00200,0.00000,0.00400,0.00000,0.00000,0.00000,0.01000,0.03400,0.94200,0.00600
-3020,1033,-238,-286,88,235,372,563,-1027,-151,0.00000,0.00000,0.00600,0.01000,0.00000,0.02400,0.00600,0.00000,0.00400,0.00400,0.94600
-3485,-860,582,1501,578,1480,-663,-602,-318,575,0.95800,0.03400,0.00800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-3049,84,981,1193,761,495,-714,-466,-568,-149,0.03600,0.90000,0.03800,0.00000,0.00000,0.01000,0.01000,0.00000,0.00000,0.00000,0.00600
-2837,528,241,1629,230,-545,-643,-231,-186,450,0.00400,0.01000,0.97000,0.00200,0.00000,0.00200,0.01000,0.00000,0.00000,0.00000,0.00200
-1611,831,-56,-48,-44,-423,289,-92,-633,221,0.00200,0.00200,0.03600,0.92000,0.00400,0.01200,0.00000,0.00000,0.00000,0.00200,0.02200
-2939,2157,-451,-209,-880,697,823,-35,-744,-193,0.00000,0.00000,0.00000,0.00000,0.86600,0.09000,0.02400,0.00000,0.00000,0.00200,0.01800
-2842,1343,-713,3,126,411,538,-77,-995,92,0.00400,0.00800,0.00400,0.01800,0.00400,0.76000,0.00600,0.00000,0.01800,0.00200,0.17600
-3587,3128,885,-188,-1164,-215,51,1344,-641,-253,0.00000,0.00000,0.00000,0.00400,0.01000,0.00200,0.81400,0.15200,0.00400,0.01400,0.00000
-4222,3886,16,-144,-1132,-53,519,1024,75,-226,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.01200,0.97800,0.00800,0.00000,0.00000
-4087,2555,123,-151,118,474,365,495,-473,-886,0.00000,0.00000,0.00400,0.00000,0.00400,0.00000,0.01000,0.01800,0.95000,0.01200,0.00200
-4442,2607,596,191,636,679,-140,774,-828,-1122,0.00200,0.00400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.02000,0.96400,0.00400
-2976,1033,-222,-99,81,52,479,517,-1105,-125,0.00200,0.00200,0.00200,0.01200,0.00400,0.04000,0.00200,0.00000,0.00200,0.00200,0.93200
-3689,-599,692,1307,605,1514,-752,-697,-355,702,0.97200,0.01800,0.00200,0.00200,0.00000,0.00000,0.00200,0.00200,0.00000,0.00200,0.00000
-3278,324,1047,1152,725,168,-839,-381,-687,13,0.04600,0.92600,0.02200,0.00000,0.00200,0.00200,0.00000,0.00200,0.00000,0.00000,0.00000
-3249,1042,589,1408,23,-821,-581,31,68,325,0.02600,0.03600,0.81800,0.02600,0.00000,0.01400,0.03800,0.00200,0.01600,0.01600,0.00800
-1596,885,-199,199,-115,-474,428,-113,-610,131,0.00600,0.00400,0.02600,0.89600,0.00600,0.02400,0.00000,0.00000,0.00000,0.00000,0.03800
-2986,2072,-311,-83,-878,449,916,82,-905,-109,0.00000,0.00000,0.00000,0.00000,0.89000,0.06400,0.02600,0.00000,0.00400,0.00400,0.01200
-3003,1163,-450,328,97,574,427,-17,-1146,-60,0.00200,0.00400,0.01200,0.03800,0.00600,0.75000,0.00200,0.00000,0.00400,0.00200,0.18000
-3682,3672,41,-508,-905,28,492,654,-722,-318,0.00200,0.00000,0.00000,0.00200,0.01000,0.00200,0.72000,0.23000,0.02200,0.01200,0.00000
-4210,3869,164,-47,-1251,-102,276,919,91,-159,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.98800,0.00600,0.00200,0.00200
-4129,2686,308,-125,117,393,199,308,-478,-909,0.00000,0.00000,0.00200,0.00000,0.00200,0.00200,0.01600,0.01000,0.88600,0.06800,0.01400
-4497,3018,609,115,673,709,-30,861,-704,-1038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.01200,0.04400,0.93600,0.00200
-2846,1010,-219,-83,91,76,442,509,-1181,-21,0.00400,0.00000,0.00800,0.01400,0.00000,0.02600,0.00200,0.00000,0.00000,0.00200,0.94400
-3693,-568,727,1236,612,1502,-804,-763,-346,788,0.96000,0.02400,0.00600,0.00200,0.00000,0.00000,0.00200,0.00200,0.00000,0.00400,0.00000
-3543,624,674,1413,653,-445,-803,-256,-650,423,0.04200,0.82400,0.11800,0.00400,0.00000,0.00200,0.00400,0.00000,0.00200,0.00400,0.00000
-3293,930,522,1480,249,-661,-643,-94,-132,198,0.01400,0.06200,0.85400,0.02400,0.00400,0.00400,0.01600,0.00200,0.00800,0.00600,0.00600
-1708,944,-140,151,-92,-481,220,34,-692,190,0.00000,0.00000,0.02600,0.93200,0.00400,0.01200,0.00000,0.00000,0.00000,0.00000,0.02600
-2942,2091,-353,-364,-610,401,864,191,-764,-235,0.00000,0.00000,0.00000,0.00400,0.91600,0.04200,0.00800,0.00000,0.00200,0.00000,0.02800
-3253,1025,-286,713,-36,539,476,-116,-945,-108,0.02000,0.04400,0.04000,0.07800,0.01000,0.71600,0.01200,0.00000,0.01800,0.00800,0.05400
-3661,3266,-117,-237,-755,92,686,381,-580,-687,0.00000,0.00000,0.00000,0.00600,0.01400,0.01600,0.85000,0.06800,0.03200,0.01200,0.00200
-4216,3638,192,-23,-1231,-320,128,1030,61,-179,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.01000,0.96600,0.01400,0.00400,0.00200
-4077,2542,39,82,218,393,324,399,-658,-964,0.00000,0.00000,0.00200,0.00600,0.00400,0.00400,0.00400,0.00600,0.88800,0.08000,0.00600
-4544,3046,1028,-16,447,884,-94,885,-459,-1099,0.00200,0.00200,0.00000,0.00000,0.00000,0.00000,0.01200,0.01600,0.07400,0.88800,0.00600
-2711,971,-23,53,101,-148,382,476,-1050,-256,0.00000,0.00000,0.02600,0.04000,0.00200,0.04400,0.00400,0.00000,0.00400,0.00400,0.87600
-3322,-303,-500,963,921,981,1059,-1079,-1004,112,0.98400,0.01400,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
-3844,1056,-190,1685,617,1245,-811,-506,-1128,76,0.06600,0.78800,0.04400,0.00400,0.00400,0.01600,0.00000,0.00600,0.02400,0.03800,0.01000
-2665,772,-1009,1307,287,855,-466,-190,-721,407,0.00200,0.01000,0.98200,0.00400,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
-2493,1382,-929,465,-369,2,187,-696,-310,348,0.00000,0.00000,0.00600,0.92200,0.00600,0.05400,0.00000,0.00000,0.00000,0.00400,0.00800
