A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,L1,L2,L3,L4,L5
8,41,328,5.12500,0.23200,0.52700,1.55000,76,173,49,1.00000,0.00000,0.00000,0.00000,0.00000
8,63,504,7.87500,0.25600,0.69400,1.52000,129,350,85,1.00000,0.00000,0.00000,0.00000,0.00000
8,47,376,5.87500,0.22100,0.70200,1.26000,83,264,66,1.00000,0.00000,0.00000,0.00000,0.00000
9,56,504,6.22200,0.21000,0.60300,1.26000,106,304,84,1.00000,0.00000,0.00000,0.00000,0.00000
9,22,198,2.44400,0.19200,0.69700,1.31000,38,138,29,1.00000,0.00000,0.00000,0.00000,0.00000
9,5,45,0.55600,0.24400,0.86700,2.20000,11,39,5,0.91200,0.01200,0.00000,0.00000,0.07600
6,22,132,3.66700,0.32600,1.00000,1.30000,43,132,33,1.00000,0.00000,0.00000,0.00000,0.00000
7,16,112,2.28600,0.25900,0.70500,1.38000,29,79,21,1.00000,0.00000,0.00000,0.00000,0.00000
8,81,648,10.12500,0.22100,0.59100,1.29000,143,383,111,1.00000,0.00000,0.00000,0.00000,0.00000
5,15,75,3.00000,0.36000,0.93300,1.35000,27,70,20,1.00000,0.00000,0.00000,0.00000,0.00000
5,5,25,1.00000,0.44000,1.00000,1.57000,11,25,7,0.98600,0.00200,0.00000,0.00000,0.01200
9,135,1215,15.00000,0.24900,0.62600,1.56000,302,761,193,1.00000,0.00000,0.00000,0.00000,0.00000
7,21,147,3.00000,0.34000,0.85000,1.35000,50,125,37,1.00000,0.00000,0.00000,0.00000,0.00000
7,87,609,12.42900,0.23200,0.58900,1.27000,141,359,111,1.00000,0.00000,0.00000,0.00000,0.00000
7,8,56,1.14300,0.37500,1.00000,1.62000,21,56,13,1.00000,0.00000,0.00000,0.00000,0.00000
7,35,245,5.00000,0.31000,1.00000,1.55000,76,245,49,1.00000,0.00000,0.00000,0.00000,0.00000
7,14,98,2.00000,0.38800,0.84700,1.65000,38,83,23,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.36400,0.92200,1.75000,28,71,16,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.29700,0.83500,1.69000,27,76,16,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.31700,0.81000,1.54000,20,51,13,1.00000,0.00000,0.00000,0.00000,0.00000
7,41,287,5.85700,0.34500,0.77700,1.55000,99,223,64,1.00000,0.00000,0.00000,0.00000,0.00000
7,46,322,6.57100,0.35400,1.00000,1.46000,114,322,78,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.35000,0.75700,1.58000,49,106,31,1.00000,0.00000,0.00000,0.00000,0.00000
5,14,70,2.80000,0.41400,0.94300,1.38000,29,66,21,1.00000,0.00000,0.00000,0.00000,0.00000
10,262,2620,26.20000,0.17900,0.60600,1.36000,469,1587,344,1.00000,0.00000,0.00000,0.00000,0.00000
10,49,490,4.90000,0.19600,0.75100,1.26000,96,368,76,1.00000,0.00000,0.00000,0.00000,0.00000
7,21,147,3.00000,0.32700,0.72800,1.41000,48,107,34,1.00000,0.00000,0.00000,0.00000,0.00000
9,49,441,5.44400,0.23100,0.68500,1.46000,102,302,70,1.00000,0.00000,0.00000,0.00000,0.00000
7,23,161,3.28600,0.24800,0.94400,1.21000,40,152,33,1.00000,0.00000,0.00000,0.00000,0.00000
7,5,35,0.71400,0.25700,0.57100,2.25000,9,20,4,0.89400,0.00000,0.00000,0.00000,0.10600
9,37,333,4.11100,0.21300,0.70600,1.54000,71,235,46,1.00000,0.00000,0.00000,0.00000,0.00000
6,17,102,2.83300,0.27500,0.82400,1.33000,28,84,21,1.00000,0.00000,0.00000,0.00000,0.00000
6,11,66,1.83300,0.30300,0.71200,1.54000,20,47,13,1.00000,0.00000,0.00000,0.00000,0.00000
6,6,36,1.00000,0.41700,0.94400,1.50000,15,34,10,1.00000,0.00000,0.00000,0.00000,0.00000
9,214,1926,23.77800,0.23000,0.74800,1.44000,443,1440,307,1.00000,0.00000,0.00000,0.00000,0.00000
9,56,504,6.22200,0.19600,0.61700,1.24000,99,311,80,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.31200,0.98700,1.20000,24,76,20,1.00000,0.00000,0.00000,0.00000,0.00000
8,23,184,2.87500,0.31000,0.88000,1.84000,57,162,31,1.00000,0.00000,0.00000,0.00000,0.00000
7,23,161,3.28600,0.32900,1.00000,1.39000,53,161,38,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.35100,0.92200,1.59000,27,71,17,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.36400,0.87100,1.46000,51,122,35,1.00000,0.00000,0.00000,0.00000,0.00000
7,49,343,7.00000,0.30000,0.72000,1.34000,103,247,77,1.00000,0.00000,0.00000,0.00000,0.00000
10,38,380,3.80000,0.19500,0.55000,1.48000,74,209,50,1.00000,0.00000,0.00000,0.00000,0.00000
7,15,105,2.14300,0.31400,1.00000,1.57000,33,105,21,1.00000,0.00000,0.00000,0.00000,0.00000
7,66,462,9.42900,0.29400,0.92400,1.46000,136,427,93,1.00000,0.00000,0.00000,0.00000,0.00000
9,54,486,6.00000,0.27000,0.85200,1.49000,131,414,88,1.00000,0.00000,0.00000,0.00000,0.00000
9,49,441,5.44400,0.27200,0.79100,1.38000,120,349,87,1.00000,0.00000,0.00000,0.00000,0.00000
8,11,88,1.37500,0.25000,0.83000,1.29000,22,73,17,1.00000,0.00000,0.00000,0.00000,0.00000
7,36,252,5.14300,0.36500,0.96000,1.67000,92,242,55,1.00000,0.00000,0.00000,0.00000,0.00000
7,29,203,4.14300,0.36000,0.93600,1.40000,73,190,52,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.28600,0.96800,1.20000,18,61,15,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.38100,0.95200,1.85000,24,60,13,1.00000,0.00000,0.00000,0.00000,0.00000
8,27,216,3.37500,0.23600,0.68500,1.31000,51,148,39,1.00000,0.00000,0.00000,0.00000,0.00000
8,4,32,0.50000,0.37500,1.00000,2.40000,12,32,5,0.97600,0.00200,0.00000,0.00000,0.02200
8,5,40,0.62500,0.37500,0.95000,1.67000,15,38,9,0.99800,0.00000,0.00000,0.00000,0.00200
5,5,25,1.00000,0.52000,1.00000,2.17000,13,25,6,0.99600,0.00200,0.00000,0.00000,0.00200
7,15,105,2.14300,0.22900,0.98100,1.41000,24,103,17,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.30200,0.90500,1.46000,19,57,13,1.00000,0.00000,0.00000,0.00000,0.00000
7,19,133,2.71400,0.36100,0.91700,1.50000,48,122,32,1.00000,0.00000,0.00000,0.00000,0.00000
7,8,56,1.14300,0.35700,0.89300,2.22000,20,50,9,1.00000,0.00000,0.00000,0.00000,0.00000
7,29,203,4.14300,0.36500,0.94600,2.00000,74,192,37,1.00000,0.00000,0.00000,0.00000,0.00000
7,4,28,0.57100,0.25000,0.85700,2.33000,7,24,3,0.96800,0.00000,0.00000,0.00000,0.03200
7,17,119,2.42900,0.28600,0.91600,1.31000,34,109,26,1.00000,0.00000,0.00000,0.00000,0.00000
7,38,266,5.42900,0.22600,0.63900,1.40000,60,170,43,1.00000,0.00000,0.00000,0.00000,0.00000
8,23,184,2.87500,0.23900,0.55400,1.76000,44,102,25,1.00000,0.00000,0.00000,0.00000,0.00000
9,41,369,4.55600,0.24400,0.66100,1.32000,90,244,68,1.00000,0.00000,0.00000,0.00000,0.00000
6,33,198,5.50000,0.26800,0.84800,1.39000,53,168,38,1.00000,0.00000,0.00000,0.00000,0.00000
6,19,114,3.16700,0.36000,0.71100,1.58000,41,81,26,1.00000,0.00000,0.00000,0.00000,0.00000
6,49,294,8.16700,0.28600,0.69400,1.38000,84,204,61,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.29700,0.85700,1.17000,27,78,23,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.37400,0.97800,1.79000,34,89,19,1.00000,0.00000,0.00000,0.00000,0.00000
7,30,210,4.28600,0.30500,0.87100,1.64000,64,183,39,1.00000,0.00000,0.00000,0.00000,0.00000
7,14,98,2.00000,0.33700,0.78600,1.38000,33,77,24,1.00000,0.00000,0.00000,0.00000,0.00000
7,18,126,2.57100,0.36500,0.96800,2.00000,46,122,23,1.00000,0.00000,0.00000,0.00000,0.00000
7,7,49,1.00000,0.24500,1.00000,1.71000,12,49,7,0.99200,0.00200,0.00000,0.00000,0.00600
7,26,182,3.71400,0.26900,0.92900,1.23000,49,169,40,1.00000,0.00000,0.00000,0.00000,0.00000
6,9,54,1.50000,0.29600,0.79600,1.23000,16,43,13,1.00000,0.00000,0.00000,0.00000,0.00000
6,26,156,4.33300,0.34000,0.97400,1.33000,53,152,40,1.00000,0.00000,0.00000,0.00000,0.00000
5,5,25,1.00000,0.36000,1.00000,1.29000,9,25,7,0.98600,0.00000,0.00000,0.00000,0.01400
9,48,432,5.33300,0.27300,0.68500,1.42000,118,296,83,1.00000,0.00000,0.00000,0.00000,0.00000
7,31,217,4.42900,0.31300,0.85300,1.58000,68,185,43,1.00000,0.00000,0.00000,0.00000,0.00000
7,42,294,6.00000,0.33300,0.84400,1.46000,98,248,67,1.00000,0.00000,0.00000,0.00000,0.00000
7,46,322,6.57100,0.30400,0.74500,1.53000,98,240,64,1.00000,0.00000,0.00000,0.00000,0.00000
5,11,55,2.20000,0.45500,1.00000,1.67000,25,55,15,1.00000,0.00000,0.00000,0.00000,0.00000
9,21,189,2.33300,0.20600,0.77800,1.22000,39,147,32,1.00000,0.00000,0.00000,0.00000,0.00000
9,58,522,6.44400,0.20300,0.53100,1.34000,106,277,79,1.00000,0.00000,0.00000,0.00000,0.00000
9,49,441,5.44400,0.26500,0.65300,1.36000,117,288,86,1.00000,0.00000,0.00000,0.00000,0.00000
9,8,72,0.88900,0.22200,0.73600,1.78000,16,53,9,1.00000,0.00000,0.00000,0.00000,0.00000
7,32,224,4.57100,0.23200,0.80400,1.30000,52,180,40,1.00000,0.00000,0.00000,0.00000,0.00000
9,19,171,2.11100,0.22200,0.67300,1.31000,38,115,29,1.00000,0.00000,0.00000,0.00000,0.00000
6,18,108,3.00000,0.30600,0.78700,1.32000,33,85,25,1.00000,0.00000,0.00000,0.00000,0.00000
7,15,105,2.14300,0.33300,0.83800,1.46000,35,88,24,1.00000,0.00000,0.00000,0.00000,0.00000
9,32,288,3.55600,0.24000,0.91300,1.50000,69,263,46,1.00000,0.00000,0.00000,0.00000,0.00000
7,56,392,8.00000,0.22700,0.60200,1.25000,89,236,71,1.00000,0.00000,0.00000,0.00000,0.00000
8,16,128,2.00000,0.23400,0.92200,1.58000,30,118,19,0.99600,0.00000,0.00000,0.00000,0.00400
6,7,42,1.16700,0.26200,0.78600,1.38000,11,33,8,1.00000,0.00000,0.00000,0.00000,0.00000
6,33,198,5.50000,0.24700,0.81300,1.20000,49,161,41,1.00000,0.00000,0.00000,0.00000,0.00000
6,10,60,1.66700,0.33300,0.75000,1.54000,20,45,13,1.00000,0.00000,0.00000,0.00000,0.00000
6,25,150,4.16700,0.27300,0.78700,1.17000,41,118,35,1.00000,0.00000,0.00000,0.00000,0.00000
9,19,171,2.11100,0.25100,0.97700,1.34000,43,167,32,1.00000,0.00000,0.00000,0.00000,0.00000
9,29,261,3.22200,0.23400,0.88900,1.39000,61,232,44,1.00000,0.00000,0.00000,0.00000,0.00000
9,49,441,5.44400,0.24700,0.72100,1.51000,109,318,72,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.36300,0.93400,2.20000,33,85,15,1.00000,0.00000,0.00000,0.00000,0.00000
8,57,456,7.12500,0.26800,0.79800,1.45000,122,364,84,1.00000,0.00000,0.00000,0.00000,0.00000
8,54,432,6.75000,0.27500,0.77800,1.37000,119,336,87,1.00000,0.00000,0.00000,0.00000,0.00000
8,11,88,1.37500,0.31800,1.00000,1.40000,28,88,20,1.00000,0.00000,0.00000,0.00000,0.00000
7,24,168,3.42900,0.27400,0.66100,1.48000,46,111,31,1.00000,0.00000,0.00000,0.00000,0.00000
7,38,266,5.42900,0.25900,0.68800,1.50000,69,183,46,1.00000,0.00000,0.00000,0.00000,0.00000
9,23,207,2.55600,0.22200,0.81600,1.35000,46,169,34,1.00000,0.00000,0.00000,0.00000,0.00000
7,8,56,1.14300,0.35700,0.80400,2.00000,20,45,10,1.00000,0.00000,0.00000,0.00000,0.00000
7,19,133,2.71400,0.39800,0.97700,1.77000,53,130,30,1.00000,0.00000,0.00000,0.00000,0.00000
5,7,35,1.40000,0.42900,0.97100,1.36000,15,34,11,1.00000,0.00000,0.00000,0.00000,0.00000
10,262,2620,26.20000,0.19000,0.60100,1.32000,499,1575,377,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.34900,0.74600,1.83000,22,47,12,1.00000,0.00000,0.00000,0.00000,0.00000
7,40,280,5.71400,0.33600,0.97100,1.57000,94,272,60,1.00000,0.00000,0.00000,0.00000,0.00000
7,48,336,6.85700,0.33000,0.82100,1.44000,111,276,77,1.00000,0.00000,0.00000,0.00000,0.00000
8,25,200,3.12500,0.28500,0.88000,1.36000,57,176,42,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.39600,1.00000,1.33000,36,91,27,1.00000,0.00000,0.00000,0.00000,0.00000
7,16,112,2.28600,0.33900,1.00000,1.41000,38,112,27,1.00000,0.00000,0.00000,0.00000,0.00000
7,38,266,5.42900,0.24800,0.95500,1.32000,66,254,50,1.00000,0.00000,0.00000,0.00000,0.00000
5,7,35,1.40000,0.45700,1.00000,2.00000,16,35,8,1.00000,0.00000,0.00000,0.00000,0.00000
10,47,470,4.70000,0.19800,0.78100,1.29000,93,367,72,1.00000,0.00000,0.00000,0.00000,0.00000
8,16,128,2.00000,0.25800,0.94500,1.18000,33,121,28,1.00000,0.00000,0.00000,0.00000,0.00000
7,26,182,3.71400,0.30200,0.91200,1.53000,55,166,36,1.00000,0.00000,0.00000,0.00000,0.00000
9,65,585,7.22200,0.22200,0.78600,1.35000,130,460,96,1.00000,0.00000,0.00000,0.00000,0.00000
7,18,126,2.57100,0.27000,0.82500,1.31000,34,104,26,1.00000,0.00000,0.00000,0.00000,0.00000
8,21,168,2.62500,0.23200,0.64300,1.30000,39,108,30,1.00000,0.00000,0.00000,0.00000,0.00000
5,13,65,2.60000,0.40000,1.00000,1.18000,26,65,22,1.00000,0.00000,0.00000,0.00000,0.00000
8,93,744,11.62500,0.18500,0.53800,1.24000,138,400,111,1.00000,0.00000,0.00000,0.00000,0.00000
7,21,147,3.00000,0.29300,0.81000,1.34000,43,119,32,1.00000,0.00000,0.00000,0.00000,0.00000
7,19,133,2.71400,0.24800,0.62400,1.50000,33,83,22,1.00000,0.00000,0.00000,0.00000,0.00000
7,24,168,3.42900,0.23200,0.85100,1.22000,39,143,32,1.00000,0.00000,0.00000,0.00000,0.00000
7,39,273,5.57100,0.25300,0.85300,1.33000,69,233,52,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.32500,0.93500,1.39000,25,72,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.36300,1.00000,1.94000,33,91,17,1.00000,0.00000,0.00000,0.00000,0.00000
7,4,28,0.57100,0.28600,1.00000,2.00000,8,28,4,0.95600,0.00000,0.00000,0.00000,0.04400
7,13,91,1.85700,0.33000,0.83500,1.43000,30,76,21,1.00000,0.00000,0.00000,0.00000,0.00000
7,40,280,5.71400,0.33600,0.78200,1.47000,94,219,64,1.00000,0.00000,0.00000,0.00000,0.00000
7,7,49,1.00000,0.34700,0.98000,2.13000,17,48,8,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.40300,0.97400,1.48000,31,75,21,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.25700,0.87900,1.13000,36,123,32,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.36400,0.72700,1.56000,28,56,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,23,161,3.28600,0.32900,0.84500,1.66000,53,136,32,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.33300,0.95200,1.40000,21,60,15,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.30800,0.93400,1.65000,28,85,17,1.00000,0.00000,0.00000,0.00000,0.00000
7,19,133,2.71400,0.28600,0.66900,1.36000,38,89,28,0.99800,0.00200,0.00000,0.00000,0.00000
5,28,140,5.60000,0.30700,0.81400,1.30000,43,114,33,1.00000,0.00000,0.00000,0.00000,0.00000
5,32,160,6.40000,0.35000,0.86300,1.33000,56,138,42,1.00000,0.00000,0.00000,0.00000,0.00000
5,24,120,4.80000,0.37500,0.95000,1.45000,45,114,31,1.00000,0.00000,0.00000,0.00000,0.00000
9,54,486,6.00000,0.19100,0.74100,1.24000,93,360,75,1.00000,0.00000,0.00000,0.00000,0.00000
9,39,351,4.33300,0.23900,0.62400,1.53000,84,219,55,1.00000,0.00000,0.00000,0.00000,0.00000
7,57,399,8.14300,0.27300,0.65900,1.30000,109,263,84,1.00000,0.00000,0.00000,0.00000,0.00000
7,10,70,1.42900,0.32900,1.00000,1.77000,23,70,13,1.00000,0.00000,0.00000,0.00000,0.00000
7,32,224,4.57100,0.27700,0.83000,1.41000,62,186,44,1.00000,0.00000,0.00000,0.00000,0.00000
6,6,36,1.00000,0.36100,1.00000,1.44000,13,36,9,0.99600,0.00200,0.00000,0.00000,0.00200
6,21,126,3.50000,0.34900,1.00000,1.33000,44,126,33,1.00000,0.00000,0.00000,0.00000,0.00000
6,7,42,1.16700,0.35700,0.76200,2.14000,15,32,7,1.00000,0.00000,0.00000,0.00000,0.00000
7,5,35,0.71400,0.37100,0.82900,1.86000,13,29,7,0.99600,0.00000,0.00000,0.00000,0.00400
7,13,91,1.85700,0.31900,0.84600,1.61000,29,77,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.38100,0.85700,2.00000,24,54,12,1.00000,0.00000,0.00000,0.00000,0.00000
7,35,245,5.00000,0.30200,0.93900,1.48000,74,230,50,1.00000,0.00000,0.00000,0.00000,0.00000
7,14,98,2.00000,0.35700,0.96900,1.52000,35,95,23,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.39000,0.79200,1.58000,30,61,19,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.37900,1.00000,1.61000,53,140,33,1.00000,0.00000,0.00000,0.00000,0.00000
7,31,217,4.42900,0.31800,0.83900,1.35000,69,182,51,1.00000,0.00000,0.00000,0.00000,0.00000
7,23,161,3.28600,0.28600,0.67700,1.59000,46,109,29,1.00000,0.00000,0.00000,0.00000,0.00000
7,39,273,5.57100,0.29300,0.73300,1.43000,80,200,56,1.00000,0.00000,0.00000,0.00000,0.00000
7,7,49,1.00000,0.24500,0.87800,1.71000,12,43,7,0.99800,0.00000,0.00000,0.00000,0.00200
8,39,312,4.87500,0.22400,0.82400,1.21000,70,257,58,1.00000,0.00000,0.00000,0.00000,0.00000
7,54,378,7.71400,0.23500,0.79900,1.53000,89,302,58,1.00000,0.00000,0.00000,0.00000,0.00000
7,51,357,7.28600,0.32200,0.78400,1.49000,115,280,77,1.00000,0.00000,0.00000,0.00000,0.00000
7,48,336,6.85700,0.26800,0.65200,1.61000,90,219,56,1.00000,0.00000,0.00000,0.00000,0.00000
7,8,56,1.14300,0.26800,0.67900,1.15000,15,38,13,1.00000,0.00000,0.00000,0.00000,0.00000
7,17,119,2.42900,0.22700,0.89100,1.50000,27,106,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,10,70,1.42900,0.28600,0.82900,1.33000,20,58,15,1.00000,0.00000,0.00000,0.00000,0.00000
10,13,130,1.30000,0.23100,0.80000,1.76000,30,104,17,0.99600,0.00000,0.00000,0.00000,0.00400
6,11,66,1.83300,0.36400,0.95500,1.33000,24,63,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,19,133,2.71400,0.34600,0.84200,1.77000,46,112,26,1.00000,0.00000,0.00000,0.00000,0.00000
8,20,160,2.50000,0.20600,0.81300,1.38000,33,130,24,1.00000,0.00000,0.00000,0.00000,0.00000
6,26,156,4.33300,0.28800,0.87200,1.29000,45,136,35,1.00000,0.00000,0.00000,0.00000,0.00000
8,30,240,3.75000,0.22500,0.67100,1.23000,54,161,44,1.00000,0.00000,0.00000,0.00000,0.00000
8,10,80,1.25000,0.23800,0.92500,1.73000,19,74,11,1.00000,0.00000,0.00000,0.00000,0.00000
7,13,91,1.85700,0.34100,0.84600,1.82000,31,77,17,1.00000,0.00000,0.00000,0.00000,0.00000
7,39,273,5.57100,0.33000,0.85300,1.43000,90,233,63,1.00000,0.00000,0.00000,0.00000,0.00000
5,18,90,3.60000,0.46700,0.86700,1.91000,42,78,22,1.00000,0.00000,0.00000,0.00000,0.00000
6,16,96,2.66700,0.19800,0.76000,2.38000,19,73,8,1.00000,0.00000,0.00000,0.00000,0.00000
7,27,189,3.85700,0.37000,0.84100,1.79000,70,159,39,1.00000,0.00000,0.00000,0.00000,0.00000
7,8,56,1.14300,0.35700,0.78600,1.54000,20,44,13,1.00000,0.00000,0.00000,0.00000,0.00000
7,17,119,2.42900,0.26100,0.95000,1.82000,31,113,17,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.36400,0.92200,2.00000,28,71,14,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.29900,0.77900,1.64000,23,60,14,1.00000,0.00000,0.00000,0.00000,0.00000
7,8,56,1.14300,0.33900,0.87500,2.38000,19,49,8,1.00000,0.00000,0.00000,0.00000,0.00000
6,13,78,2.16700,0.26900,0.66700,1.50000,21,52,14,1.00000,0.00000,0.00000,0.00000,0.00000
7,16,112,2.28600,0.28600,0.70500,1.88000,32,79,17,0.99800,0.00000,0.00000,0.00200,0.00000
7,34,238,4.85700,0.27300,0.58400,1.55000,65,139,42,0.99800,0.00000,0.00000,0.00000,0.00200
7,18,126,2.57100,0.28600,0.62700,1.57000,36,79,23,0.99800,0.00000,0.00000,0.00000,0.00200
7,11,77,1.57100,0.35100,0.72700,1.50000,27,56,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,21,147,3.00000,0.32700,0.91200,1.71000,48,134,28,1.00000,0.00000,0.00000,0.00000,0.00000
7,14,98,2.00000,0.28600,0.75500,1.56000,28,74,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,52,364,7.42900,0.27200,0.78800,1.22000,99,287,81,1.00000,0.00000,0.00000,0.00000,0.00000
1,14,14,14.00000,0.57100,1.00000,2.67000,8,14,3,0.63800,0.36200,0.00000,0.00000,0.00000
5,18,90,3.60000,0.40000,0.81100,1.64000,36,73,22,1.00000,0.00000,0.00000,0.00000,0.00000
5,36,180,7.20000,0.40600,0.96100,1.35000,73,173,54,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.37700,0.94800,1.38000,29,73,21,1.00000,0.00000,0.00000,0.00000,0.00000
9,29,261,3.22200,0.28700,0.74700,1.53000,75,195,49,1.00000,0.00000,0.00000,0.00000,0.00000
9,37,333,4.11100,0.22800,0.58600,1.27000,76,195,60,1.00000,0.00000,0.00000,0.00000,0.00000
7,16,112,2.28600,0.29500,0.92000,1.18000,33,103,28,1.00000,0.00000,0.00000,0.00000,0.00000
8,26,208,3.25000,0.23600,0.77900,1.26000,49,162,39,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.29900,0.72700,1.35000,23,56,17,1.00000,0.00000,0.00000,0.00000,0.00000
5,13,65,2.60000,0.47700,0.93800,1.48000,31,61,21,1.00000,0.00000,0.00000,0.00000,0.00000
5,14,70,2.80000,0.45700,1.00000,1.52000,32,70,21,1.00000,0.00000,0.00000,0.00000,0.00000
7,30,210,4.28600,0.30000,0.88600,1.43000,63,186,44,1.00000,0.00000,0.00000,0.00000,0.00000
7,9,63,1.28600,0.23800,0.61900,1.50000,15,39,10,0.99800,0.00000,0.00000,0.00000,0.00200
7,16,112,2.28600,0.28600,0.95500,1.68000,32,107,19,1.00000,0.00000,0.00000,0.00000,0.00000
7,11,77,1.57100,0.24700,0.61000,1.36000,19,47,14,1.00000,0.00000,0.00000,0.00000,0.00000
7,7,49,1.00000,0.26500,0.79600,1.44000,13,39,9,1.00000,0.00000,0.00000,0.00000,0.00000
7,21,147,3.00000,0.33300,0.78900,1.40000,49,116,35,1.00000,0.00000,0.00000,0.00000,0.00000
7,33,231,4.71400,0.36800,0.89600,1.57000,85,207,54,1.00000,0.00000,0.00000,0.00000,0.00000
7,17,119,2.42900,0.33600,0.90800,1.48000,40,108,27,1.00000,0.00000,0.00000,0.00000,0.00000
7,12,84,1.71400,0.35700,0.81000,1.67000,30,68,18,1.00000,0.00000,0.00000,0.00000,0.00000
7,19,133,2.71400,0.40600,0.94000,1.74000,54,125,31,1.00000,0.00000,0.00000,0.00000,0.00000
7,30,210,4.28600,0.32900,1.00000,1.38000,69,210,50,1.00000,0.00000,0.00000,0.00000,0.00000
7,8,56,1.14300,0.26800,0.76800,1.07000,15,43,14,0.97400,0.00000,0.00000,0.00000,0.02600
7,11,77,1.57100,0.31200,0.84400,1.33000,24,65,18,1.00000,0.00000,0.00000,0.00000,0.00000
9,24,216,2.66700,0.21800,0.58800,1.38000,47,127,34,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.25700,0.75000,1.33000,36,105,27,1.00000,0.00000,0.00000,0.00000,0.00000
9,30,270,3.33300,0.24800,0.93700,1.46000,67,253,46,1.00000,0.00000,0.00000,0.00000,0.00000
5,19,95,3.80000,0.38900,0.89500,1.32000,37,85,28,1.00000,0.00000,0.00000,0.00000,0.00000
5,11,55,2.20000,0.36400,1.00000,1.33000,20,55,15,1.00000,0.00000,0.00000,0.00000,0.00000
7,16,112,2.28600,0.24100,0.63400,1.93000,27,71,14,1.00000,0.00000,0.00000,0.00000,0.00000
5,7,35,1.40000,0.40000,1.00000,1.17000,14,35,12,1.00000,0.00000,0.00000,0.00000,0.00000
7,22,154,3.14300,0.24700,0.71400,1.23000,38,110,31,1.00000,0.00000,0.00000,0.00000,0.00000
9,17,153,1.88900,0.23500,0.64700,1.44000,36,99,25,1.00000,0.00000,0.00000,0.00000,0.00000
7,14,98,2.00000,0.30600,0.95900,1.30000,30,94,23,1.00000,0.00000,0.00000,0.00000,0.00000
7,18,126,2.57100,0.27800,0.97600,1.35000,35,123,26,1.00000,0.00000,0.00000,0.00000,0.00000
7,5,35,0.71400,0.25700,1.00000,1.13000,9,35,8,0.97400,0.00000,0.00000,0.00000,0.02600
7,41,287,5.85700,0.32800,0.77400,1.42000,94,222,66,1.00000,0.00000,0.00000,0.00000,0.00000
9,20,180,2.22200,0.29400,0.57800,1.51000,53,104,35,1.00000,0.00000,0.00000,0.00000,0.00000
7,6,42,0.85700,0.38100,1.00000,2.29000,16,42,7,0.99600,0.00000,0.00000,0.00000,0.00400
7,4,28,0.57100,0.25000,0.85700,1.75000,7,24,4,0.97800,0.00000,0.00000,0.00000,0.02200
7,14,98,2.00000,0.40800,0.98000,1.74000,40,96,23,1.00000,0.00000,0.00000,0.00000,0.00000
8,15,120,1.87500,0.26700,0.90800,1.23000,32,109,26,1.00000,0.00000,0.00000,0.00000,0.00000
7,21,147,3.00000,0.32000,0.71400,1.68000,47,105,28,1.00000,0.00000,0.00000,0.00000,0.00000
9,72,648,8.00000,0.24100,0.54800,1.61000,156,355,97,1.00000,0.00000,0.00000,0.00000,0.00000
