A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5,L6
1.51131,13.69000,3.20000,1.81000,72.81000,1.76000,5.43000,1.19000,0.00000,0.05000,0.14000,0.00000,0.05000,0.00500,0.75500
1.51838,14.32000,3.26000,2.22000,71.25000,1.46000,5.79000,1.63000,0.00000,0.01500,0.11500,0.01500,0.07000,0.00000,0.78500
1.52315,13.44000,3.34000,1.23000,72.38000,0.60000,8.83000,0.00000,0.00000,0.26500,0.04000,0.04000,0.00000,0.00000,0.65500
1.52247,14.86000,2.20000,2.06000,70.26000,0.76000,9.76000,0.00000,0.00000,0.00500,0.15000,0.00000,0.09000,0.07500,0.68000
1.52365,15.79000,1.83000,1.31000,70.43000,0.31000,8.61000,1.68000,0.00000,0.04000,0.11000,0.01500,0.05000,0.03500,0.75000
1.51613,13.88000,1.78000,1.79000,73.10000,0.00000,8.67000,0.76000,0.00000,0.00000,0.02000,0.00000,0.06000,0.07500,0.84500
1.51602,14.85000,0.00000,2.38000,73.28000,0.00000,8.76000,0.64000,0.09000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.51623,14.20000,0.00000,2.79000,73.46000,0.04000,9.04000,0.40000,0.09000,0.00000,0.00500,0.00000,0.00500,0.03500,0.95500
1.51719,14.75000,0.00000,2.00000,73.02000,0.00000,8.53000,1.59000,0.08000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.51683,14.56000,0.00000,1.98000,73.29000,0.00000,8.52000,1.57000,0.07000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.51545,14.14000,0.00000,2.68000,73.39000,0.08000,9.07000,0.61000,0.05000,0.00000,0.02000,0.00000,0.01000,0.00500,0.96500
1.51556,13.87000,0.00000,2.54000,73.23000,0.14000,9.41000,0.81000,0.01000,0.01000,0.02500,0.00000,0.07000,0.00000,0.89500
1.51727,14.70000,0.00000,2.34000,73.28000,0.00000,8.95000,0.66000,0.00000,0.00500,0.00000,0.00000,0.00000,0.01000,0.98500
1.51531,14.38000,0.00000,2.66000,73.10000,0.04000,9.08000,0.64000,0.00000,0.00000,0.00000,0.00000,0.00500,0.00000,0.99500
1.51609,15.01000,0.00000,2.51000,73.05000,0.05000,8.83000,0.53000,0.00000,0.00000,0.01500,0.00000,0.00500,0.00000,0.98000
1.51508,15.15000,0.00000,2.25000,73.50000,0.00000,8.34000,0.63000,0.00000,0.00000,0.00000,0.00000,0.00500,0.00000,0.99500
1.51653,11.95000,0.00000,1.19000,75.18000,2.70000,8.93000,0.00000,0.00000,0.02500,0.08500,0.06000,0.13000,0.04000,0.66000
1.51514,14.85000,0.00000,2.42000,73.72000,0.00000,8.39000,0.56000,0.00000,0.00000,0.00500,0.00000,0.00000,0.00000,0.99500
1.51658,14.80000,0.00000,1.99000,73.11000,0.00000,8.28000,1.71000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.51617,14.95000,0.00000,2.27000,73.30000,0.00000,8.71000,0.67000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.51732,14.95000,0.00000,1.80000,72.99000,0.00000,8.61000,1.55000,0.00000,0.00500,0.00500,0.00000,0.00000,0.04000,0.95000
1.51645,14.94000,0.00000,1.87000,73.11000,0.00000,8.67000,1.38000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.51831,14.39000,0.00000,1.82000,72.86000,1.41000,6.47000,2.88000,0.00000,0.00500,0.04500,0.00000,0.06500,0.02000,0.86500
1.51640,14.37000,0.00000,2.74000,72.85000,0.00000,9.45000,0.54000,0.00000,0.00000,0.00000,0.00500,0.00000,0.02000,0.97500
1.51623,14.14000,0.00000,2.88000,72.61000,0.08000,9.18000,1.06000,0.00000,0.00000,0.01500,0.00000,0.02000,0.02500,0.94000
1.51685,14.92000,0.00000,1.99000,73.06000,0.00000,8.40000,1.59000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.52065,14.36000,0.00000,2.02000,73.42000,0.00000,8.44000,1.64000,0.00000,0.02000,0.00500,0.00000,0.00500,0.04000,0.93000
1.51651,14.38000,0.00000,1.94000,73.61000,0.00000,8.48000,1.57000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
1.51711,14.23000,0.00000,2.08000,73.36000,0.00000,8.62000,1.67000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.99500
