A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5,L6,L7
-0.79798,-0.02567,-0.12500,0.01403,-0.30128,0.02464,0.15033,0.28090,0.16399,1,2,2,2,2,2,2
-0.43434,-0.02567,0.12500,0.01480,-0.25641,0.02546,0.11111,0.29053,0.18328,2,2,2,1,2,2,2
0.55556,-0.02627,0.31250,0.01326,-0.17308,0.02560,-0.35948,0.24559,0.25402,2,2,2,2,1,2,2
-0.41414,-0.02567,0.18750,0.01403,-0.25000,0.02575,0.16340,0.29374,0.17685,2,2,2,1,2,2,2
-0.63636,-0.02668,0.01562,0.01403,-0.25000,0.02686,0.16340,0.26164,0.14469,1,2,2,2,2,2,2
-0.77778,-0.02587,-0.09375,0.01377,-0.27564,0.02560,0.16340,0.26164,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.09375,0.01403,-0.39744,0.02568,-0.07190,0.38684,0.32476,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.14062,0.01506,-0.28846,0.02598,0.15033,0.27127,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.10938,0.01403,-0.37179,0.02338,-0.07190,0.35795,0.29904,2,2,2,1,2,2,2
-0.71717,-0.02506,-0.06250,0.01403,-0.27564,0.02560,0.15033,0.26806,0.15113,1,2,2,2,2,2,2
-0.69697,-0.02607,-0.10938,0.01480,-0.26282,0.02560,0.09804,0.25201,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,0.15625,0.01403,-0.26282,0.02494,0.15033,0.30658,0.18971,2,2,2,1,2,2,2
-0.43434,-0.02607,-0.06250,0.01403,-0.41026,0.02686,-0.04575,0.40931,0.33762,2,2,2,1,2,2,2
-0.43434,-0.02567,-0.12500,0.01403,-0.33974,0.02449,-0.08497,0.32263,0.26688,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.09375,0.01403,-0.37179,0.02761,0.18954,0.36437,0.23473,1,2,2,2,2,2,2
-0.01010,-0.02567,-0.07812,0.01377,-0.53205,0.02560,-0.32026,0.53130,0.53055,2,2,2,2,1,2,2
-0.61616,-0.02567,0.07812,0.01532,-0.25000,0.02560,0.18954,0.27127,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02506,-0.07812,0.01403,-0.25641,0.02560,0.09804,0.24880,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.04688,0.01454,-0.22436,0.02560,-0.01961,0.22311,0.14469,1,2,2,2,2,2,2
-0.77778,-0.02567,0.26562,0.01403,-0.27564,0.02649,0.46405,0.33547,0.14469,1,2,2,2,2,2,2
-0.61616,-0.02607,0.35938,0.01403,-0.25000,0.02560,0.43791,0.33226,0.14469,1,2,2,2,2,2,2
-0.67677,-0.02567,0.03125,0.01403,-0.25641,0.02716,0.20261,0.27127,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,0.18750,0.01326,-0.23077,0.02642,0.16340,0.27769,0.15756,2,2,2,1,2,2,2
-0.79798,-0.02567,0.32812,0.01403,-0.32051,0.02338,0.52941,0.39968,0.18971,1,2,2,2,2,2,2
-0.55556,-0.02567,0.25000,0.01403,-0.23718,0.02560,0.30719,0.30016,0.14469,1,2,2,2,2,2,2
-0.71717,-0.02648,-0.14062,0.01403,-0.27564,0.02449,0.08497,0.25201,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,0.12500,0.01403,-0.27564,0.02523,0.11111,0.30658,0.19614,2,2,2,1,2,2,2
-0.43434,-0.02567,-0.12500,0.01403,-0.35897,0.02583,-0.08497,0.34189,0.27974,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.07812,0.01403,-0.39103,0.02546,0.18954,0.38042,0.25402,1,2,2,2,2,2,2
-0.43434,-0.02627,0.17188,0.01403,-0.23077,0.02627,0.16340,0.27448,0.15756,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.41667,0.02553,0.17647,0.40931,0.28617,1,2,2,2,2,2,2
-0.63636,-0.02546,0.32812,0.01403,-0.25000,0.02694,0.42484,0.32584,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,0.12500,0.01403,-0.23077,0.02390,0.12418,0.26806,0.15756,2,2,2,1,2,2,2
-0.57576,-0.02546,0.00000,0.01403,-0.25000,0.02560,0.11111,0.25843,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01429,-0.32051,0.02560,0.15033,0.30337,0.18971,1,2,2,2,2,2,2
-0.61616,-0.02567,-0.14062,0.01403,-0.25641,0.02472,0.01961,0.23596,0.15113,1,2,2,2,2,2,2
-0.69697,-0.02648,-0.03125,0.01274,-0.26282,0.02560,0.16340,0.26485,0.14469,1,2,2,2,2,2,2
0.61616,-0.02627,0.35938,0.01403,-0.16667,0.02575,-0.35948,0.24880,0.25402,2,2,2,2,1,2,2
-0.81818,-0.02546,-0.15625,0.01403,-0.28205,0.02560,0.13725,0.25843,0.14469,1,2,2,2,2,2,2
-0.69697,-0.02870,-0.14062,0.01403,-0.26282,0.02560,0.07190,0.24559,0.15113,1,2,2,2,2,2,2
-0.69697,-0.02688,-0.14062,0.01403,-0.26282,0.02560,0.07190,0.24559,0.15113,1,2,2,2,2,2,2
-0.61616,-0.02546,-0.14062,0.01377,-0.25000,0.02575,0.01961,0.22632,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01403,-0.28846,0.02657,0.13725,0.26806,0.15113,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.06250,0.01480,-0.25641,0.02560,0.08497,0.25201,0.15113,1,2,2,2,2,2,2
-0.71717,-0.02587,-0.12500,0.01583,-0.26282,0.02560,0.09804,0.24559,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,0.18750,0.01403,-0.25641,0.02546,0.16340,0.30337,0.18328,2,2,2,1,2,2,2
-0.67677,-0.02567,-0.03125,0.01377,-0.26282,0.02560,0.13725,0.26485,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02607,-0.07812,0.01403,-0.41026,0.02612,-0.04575,0.40610,0.33762,2,2,2,1,2,2,2
-0.77778,-0.02466,-0.03125,0.01403,-0.27564,0.02620,0.21569,0.27448,0.14469,1,2,2,2,2,2,2
-0.47475,-0.02567,-0.10938,0.01403,-0.22436,0.02583,-0.04575,0.21027,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02587,-0.09375,0.01403,-0.25000,0.02724,0.05882,0.23596,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,0.10938,0.01403,-0.41026,0.02427,0.09804,0.44462,0.33762,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.14062,0.01403,-0.33333,0.02753,0.15033,0.30979,0.19614,1,2,2,2,2,2,2
-0.41414,-0.02567,0.18750,0.01403,-0.27564,0.02731,0.16340,0.31942,0.20257,2,2,2,1,2,2,2
-0.51515,-0.02567,0.01562,0.01403,-0.23077,0.02664,0.08497,0.24559,0.14469,1,2,2,2,2,2,2
-0.73737,-0.02526,-0.09375,0.01532,-0.27564,0.02560,0.12418,0.26164,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.17188,0.01403,-0.31410,0.02435,0.12418,0.28732,0.17685,1,2,2,2,2,2,2
-0.43434,-0.02587,0.20312,0.01429,-0.27564,0.02442,0.17647,0.32263,0.19614,2,2,2,1,2,2,2
-0.71717,-0.02567,0.23438,0.01403,-0.26282,0.02612,0.39869,0.32263,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,0.15625,0.01377,-0.27564,0.02768,0.13725,0.31300,0.19614,2,2,2,1,2,2,2
-0.71717,-0.02567,-0.09375,0.01403,-0.27564,0.02531,0.12418,0.26164,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.15625,0.01403,-0.35897,0.02509,0.38562,0.39647,0.22186,1,2,2,2,2,2,2
0.17172,-0.02405,0.06250,0.01403,-0.37179,0.02768,-0.32026,0.39326,0.39550,2,2,2,2,1,2,2
-0.41414,-0.02526,-0.12500,0.01403,-0.32051,0.02560,-0.09804,0.30658,0.24759,2,2,2,1,2,2,2
0.93939,0.96524,0.29688,0.01326,-0.28205,0.02516,-0.60784,0.35152,0.42122,2,2,2,2,1,2,2
-0.41414,-0.02567,-0.10938,0.01403,-0.26282,0.02442,-0.08497,0.25201,0.18971,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.14062,0.01403,-0.33974,0.02420,0.15033,0.31942,0.20257,1,2,2,2,2,2,2
-0.79798,-0.02607,0.14062,0.01403,-0.37179,0.02457,0.37255,0.40931,0.24116,1,2,2,2,2,2,2
-0.43434,-0.02627,-0.18750,0.01223,-0.41026,0.02531,-0.13725,0.38363,0.33762,2,2,2,1,2,2,2
-0.47475,-0.02567,0.04688,0.01429,-0.22436,0.02590,0.08497,0.24238,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.12500,0.01352,-0.34615,0.02560,-0.09804,0.32905,0.27331,2,2,2,1,2,2,2
-0.79798,-0.02567,0.29688,0.01403,-0.32051,0.02442,0.50327,0.39326,0.18971,1,2,2,2,2,2,2
-0.49495,-0.02567,-0.06250,0.01403,-0.23077,0.02516,-0.00654,0.22632,0.14469,1,2,2,2,2,2,2
-0.55556,-0.02506,0.32812,0.01403,-0.25000,0.02501,0.38562,0.32584,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,0.21875,0.01403,-0.23718,0.02672,0.18954,0.29053,0.16399,2,2,2,1,2,2,2
-0.49495,-0.02567,-0.06250,0.01326,-0.23077,0.02583,0.01961,0.22953,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.09375,0.01403,-0.37821,0.02598,0.17647,0.37079,0.24759,1,2,2,2,2,2,2
-0.79798,-0.02587,-0.07812,0.01326,-0.35897,0.02501,0.18954,0.34831,0.22186,1,2,2,2,2,2,2
-0.55556,-0.02567,-0.01562,0.01532,-0.23718,0.02560,0.08497,0.24559,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,0.09375,0.01403,-0.21795,0.02590,0.08497,0.24238,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,0.12500,0.01403,-0.26282,0.02768,0.11111,0.29695,0.18971,2,2,2,1,2,2,2
-0.63636,-0.02526,-0.01562,0.01403,-0.25641,0.02560,0.13725,0.26164,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.32812,0.01403,-0.31410,0.02479,0.52941,0.39005,0.18328,1,2,2,2,2,2,2
-0.65657,-0.02486,-0.09375,0.01403,-0.25641,0.02605,0.08497,0.24559,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02546,-0.12500,0.01403,-0.25641,0.02583,0.05882,0.24238,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.01562,0.01403,-0.21795,0.02627,0.00654,0.22311,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,0.15625,0.01403,-0.37179,0.02494,0.38562,0.41252,0.24116,1,2,2,2,2,2,2
-0.79798,-0.02567,0.26562,0.01403,-0.27564,0.02790,0.46405,0.33547,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.12500,0.01403,-0.49359,0.02479,-0.08497,0.47994,0.42122,2,2,2,1,2,2,2
-0.53535,-0.02567,0.00000,0.01300,-0.23718,0.02560,0.08497,0.24880,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,0.12500,0.01429,-0.33974,0.02716,0.34641,0.37400,0.20900,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.12500,0.01454,-0.23718,0.02560,-0.03268,0.22311,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.29688,0.01377,-0.33333,0.02560,0.50327,0.39968,0.19614,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.12500,0.01429,-0.45513,0.02583,-0.09804,0.43820,0.38264,2,2,2,1,2,2,2
-0.79798,-0.02567,0.31250,0.01557,-0.33333,0.02560,0.51634,0.40289,0.19614,1,2,2,2,2,2,2
-0.69697,-0.02486,-0.07812,0.01403,-0.26282,0.02560,0.12418,0.25843,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.37821,0.02338,0.17647,0.36758,0.24759,1,2,2,2,2,2,2
-0.73737,-0.02567,0.18750,0.01326,-0.27564,0.02560,0.37255,0.31942,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02546,-0.03125,0.01403,-0.21795,0.02701,-0.01961,0.21669,0.14469,1,2,2,2,2,2,2
-0.47475,-0.02546,0.00000,0.01403,-0.22436,0.02560,0.04575,0.23274,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,0.15625,0.01249,-0.23718,0.02560,0.13725,0.28090,0.16399,2,2,2,1,2,2,2
-0.73737,-0.02486,-0.09375,0.01403,-0.27564,0.02560,0.12418,0.26164,0.15113,1,2,2,2,2,2,2
-0.69697,-0.02526,-0.12500,0.01480,-0.26282,0.02560,0.08497,0.24880,0.15113,1,2,2,2,2,2,2
-0.61616,-0.02567,0.04688,0.01403,-0.25000,0.02590,0.17647,0.26485,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.09375,0.01403,-0.34615,0.02590,-0.07190,0.33547,0.27331,2,2,2,1,2,2,2
-0.51515,-0.02526,0.01562,0.01403,-0.23077,0.02686,0.08497,0.24238,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.07812,0.01403,-0.34615,0.02709,0.18954,0.34189,0.21543,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.36538,0.02612,0.16340,0.35152,0.22830,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.06250,0.01403,-0.25000,0.02731,0.09804,0.24559,0.14469,1,2,2,2,2,2,2
-0.69697,-0.02567,-0.06250,0.01557,-0.26282,0.02560,0.13725,0.25843,0.14469,1,2,2,2,2,2,2
-0.57576,-0.02567,-0.06250,0.01429,-0.25000,0.02560,0.05882,0.24559,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.12500,0.01403,-0.41026,0.02686,-0.09804,0.39647,0.34405,2,2,2,1,2,2,2
-0.79798,-0.02526,-0.07812,0.01403,-0.37179,0.02686,0.18954,0.36437,0.24116,1,2,2,2,2,2,2
-0.41414,-0.02567,0.17188,0.01429,-0.28205,0.02709,0.15033,0.32584,0.20900,2,2,2,1,2,2,2
-0.41414,-0.02567,0.15625,0.01403,-0.23718,0.02738,0.15033,0.28090,0.16399,2,2,2,1,2,2,2
-0.71717,-0.02587,-0.14062,0.01403,-0.26282,0.02590,0.08497,0.24559,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.01562,0.01403,-0.23077,0.02709,0.05882,0.23596,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02627,-0.12500,0.01403,-0.28205,0.02420,0.13725,0.26485,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,0.18750,0.01480,-0.23077,0.02560,0.16340,0.28090,0.15756,2,2,2,1,2,2,2
0.05051,-0.02526,-0.01562,0.01506,-0.52564,0.02583,-0.32026,0.53451,0.53055,2,2,2,2,1,2,2
0.17172,-0.02567,0.04688,0.01429,-0.39103,0.02560,-0.33333,0.40931,0.40836,2,2,2,2,1,2,2
-0.65657,-0.02607,-0.06250,0.01403,-0.25641,0.02598,0.12418,0.25201,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01352,-0.30769,0.02560,0.13725,0.28411,0.17042,1,2,2,2,2,2,2
-0.61616,-0.02526,-0.06250,0.01429,-0.25000,0.02664,0.08497,0.24559,0.14469,1,2,2,2,2,2,2
-0.71717,-0.02567,-0.10938,0.01403,-0.27564,0.02346,0.11111,0.25843,0.15113,1,2,2,2,2,2,2
-0.67677,-0.02587,-0.06250,0.01403,-0.26282,0.02435,0.11111,0.25843,0.15113,1,2,2,2,2,2,2
0.03030,-0.02567,-0.06250,0.01249,-0.52564,0.02560,-0.32026,0.52809,0.53055,2,2,2,2,1,2,2
-0.41414,-0.02567,0.18750,0.01403,-0.23077,0.02768,0.16340,0.28090,0.15756,2,2,2,1,2,2,2
-0.69697,-0.02486,-0.07812,0.01403,-0.26282,0.02560,0.12418,0.25843,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,0.15625,0.01403,-0.25641,0.02716,0.15033,0.29695,0.18328,2,2,2,1,2,2,2
-0.75758,-0.02567,-0.03125,0.01532,-0.27564,0.02560,0.21569,0.27448,0.14469,1,2,2,2,2,2,2
-0.01010,-0.02506,-0.07812,0.01403,-0.52564,0.02560,-0.32026,0.52167,0.52412,2,2,2,2,1,2,2
-0.43434,-0.02567,0.10938,0.01454,-0.31410,0.02605,0.11111,0.34510,0.24116,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.07812,0.01429,-0.28205,0.02509,0.18954,0.27448,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.15625,0.01300,-0.31410,0.02523,0.12418,0.29053,0.17685,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.17188,0.01352,-0.30769,0.02560,0.12418,0.28090,0.17042,1,2,2,2,2,2,2
-0.59596,-0.02567,0.15625,0.01480,-0.25000,0.02560,0.25490,0.29053,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02546,0.26562,0.01403,-0.25641,0.02583,0.38562,0.31942,0.14469,1,2,2,2,2,2,2
-0.61616,-0.02567,-0.14062,0.01326,-0.25000,0.02568,0.01961,0.22632,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.28205,0.02657,0.13725,0.26485,0.15113,1,2,2,2,2,2,2
-0.57576,-0.02648,-0.07812,0.01403,-0.25000,0.02509,0.04575,0.24238,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02607,0.21875,0.01403,-0.25000,0.02560,0.18954,0.30016,0.17042,2,2,2,1,2,2,2
-0.61616,-0.02567,-0.06250,0.01429,-0.25641,0.02375,0.08497,0.25201,0.15113,1,2,2,2,2,2,2
-0.59596,-0.02567,-0.07812,0.01274,-0.25000,0.02560,0.05882,0.24238,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.01562,0.01403,-0.23077,0.02657,0.05882,0.23596,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.06250,0.01403,-0.36538,0.02420,0.21569,0.36116,0.22830,1,2,2,2,2,2,2
-0.79798,-0.02567,0.32812,0.01300,-0.28205,0.02560,0.52941,0.35795,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.06250,0.01403,-0.45513,0.02775,-0.04575,0.45104,0.38264,2,2,2,1,2,2,2
-0.43434,0.18230,-0.14062,0.01403,-0.33333,0.02560,-0.11111,0.30979,0.25402,3,3,3,2,3,1,3
-0.71717,-0.02668,-0.14062,0.01403,-0.26282,0.02657,0.08497,0.24238,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02587,0.31250,0.01300,-0.30769,0.02560,0.51634,0.38042,0.17042,1,2,2,2,2,2,2
-0.71717,-0.02567,-0.12500,0.01403,-0.26282,0.02620,0.11111,0.24880,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02567,0.01562,0.01403,-0.25641,0.02568,0.18954,0.26806,0.14469,1,2,2,2,2,2,2
-0.53535,-0.02567,-0.09375,0.01583,-0.23718,0.02560,-0.00654,0.22953,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.09375,0.01403,-0.39744,0.02686,-0.05882,0.38684,0.32476,2,2,2,1,2,2,2
-0.63636,-0.02668,0.35938,0.01377,-0.25641,0.02486,0.43791,0.33868,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,0.17188,0.01403,-0.27564,0.02449,0.15033,0.31621,0.20257,2,2,2,1,2,2,2
-0.41414,-0.02587,0.00000,0.01403,-0.21795,0.02568,0.00654,0.22311,0.14469,1,2,2,2,2,2,2
-0.21212,-0.02567,0.37500,0.01403,-0.17949,0.02753,0.18954,0.26806,0.14469,1,2,2,2,2,2,2
-0.55556,-0.02567,0.07812,0.01403,-0.23718,0.02657,0.17647,0.26485,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02607,0.32812,0.01403,-0.28205,0.02560,0.54248,0.35795,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02567,0.01562,0.01454,-0.25000,0.02664,0.16340,0.26164,0.14469,1,2,2,2,2,2,2
-0.71717,-0.02607,0.01562,0.01403,-0.26282,0.02560,0.21569,0.27769,0.14469,1,2,2,2,2,2,2
-0.71717,-0.02567,-0.14062,0.01352,-0.26282,0.02627,0.07190,0.24238,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.37179,0.02664,0.15033,0.35474,0.23473,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.30769,0.02664,0.15033,0.28732,0.17042,1,2,2,2,2,2,2
-0.43434,-0.02567,0.20312,0.01506,-0.25000,0.02560,0.17647,0.29695,0.17042,2,2,2,1,2,2,2
-0.41414,-0.02567,-0.14062,0.01300,-0.41026,0.02560,-0.11111,0.39326,0.34405,2,2,2,1,2,2,2
0.51515,-0.02648,0.29688,0.01377,-0.16667,0.02657,-0.35948,0.23274,0.24116,2,2,2,2,1,2,2
-0.67677,-0.02506,0.06250,0.01429,-0.26282,0.02560,0.22876,0.28732,0.15113,1,2,2,2,2,2,2
-0.47475,-0.02567,-0.03125,0.01403,-0.22436,0.02701,0.01961,0.22632,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.10938,0.01403,-0.36538,0.02612,-0.08497,0.35152,0.29260,2,2,2,1,2,2,2
-0.69697,-0.02607,-0.09375,0.01403,-0.26282,0.02560,0.11111,0.25522,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.15625,0.01403,-0.35897,0.02412,0.38562,0.39647,0.22186,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01377,-0.30128,0.02575,0.13725,0.27769,0.16399,1,2,2,2,2,2,2
-0.41414,-0.02466,0.17188,0.01403,-0.23077,0.02568,0.15033,0.27448,0.15756,2,2,2,1,2,2,2
-0.75758,-0.02567,0.01562,0.01454,-0.27564,0.02560,0.24183,0.28411,0.14469,1,2,2,2,2,2,2
-0.49495,-0.02567,-0.06250,0.01557,-0.23077,0.02560,0.00654,0.22953,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.09375,0.01403,-0.25000,0.02731,0.05882,0.23596,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.09375,0.01377,-0.37821,0.02531,-0.07190,0.37079,0.30547,2,2,2,1,2,2,2
-0.69697,-0.02587,0.04688,0.01429,-0.26282,0.02560,0.22876,0.28090,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.15625,0.01403,-0.27564,0.02761,0.11111,0.24880,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02567,0.03125,0.01223,-0.26282,0.02464,0.18954,0.28090,0.15113,1,2,2,2,2,2,2
-0.67677,-0.02486,-0.14062,0.01403,-0.26282,0.02560,0.05882,0.24559,0.15113,1,2,2,2,2,2,2
-0.75758,-0.02567,-0.03125,0.01454,-0.27564,0.02560,0.20261,0.27448,0.14469,1,2,2,2,2,2,2
-0.77778,-0.02587,-0.03125,0.01403,-0.27564,0.02560,0.21569,0.27448,0.14469,1,2,2,2,2,2,2
-0.55556,-0.02567,-0.06250,0.01403,-0.23718,0.02538,0.04575,0.23596,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.15625,0.01377,-0.25641,0.02553,0.01961,0.23274,0.15113,1,2,2,2,2,2,2
0.11111,-0.02486,0.01562,0.01403,-0.43590,0.02560,-0.33333,0.45104,0.45338,2,2,2,2,1,2,2
-0.79798,-0.02567,-0.14062,0.01480,-0.32051,0.02560,0.13725,0.30016,0.18971,1,2,2,2,2,2,2
-0.79798,-0.02587,0.32812,0.04183,-0.28205,0.02746,0.52941,0.35474,0.14469,1,2,2,2,2,2,2
-0.47475,-0.02546,-0.03125,0.01403,-0.22436,0.02568,0.00654,0.22311,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.36538,0.02775,0.16340,0.35152,0.22830,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.03125,0.01403,-0.23718,0.02427,0.04575,0.23917,0.15113,1,2,2,2,2,2,2
0.51515,-0.02567,0.28125,0.01403,-0.17308,0.02360,-0.35948,0.23917,0.24759,2,2,2,2,1,2,2
-0.69697,-0.03314,-0.14062,0.01403,-0.26282,0.02560,0.07190,0.24559,0.15113,2,2,1,2,2,2,2
-0.63636,-0.02567,0.01562,0.01480,-0.25641,0.02435,0.16340,0.26806,0.15113,1,2,2,2,2,2,2
-0.67677,-0.02567,-0.06250,0.01403,-0.26282,0.02464,0.12418,0.26164,0.15113,1,2,2,2,2,2,2
-0.49495,-0.02526,-0.01562,0.01377,-0.23077,0.02553,0.03268,0.23596,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.01562,0.01403,-0.22436,0.02560,-0.00654,0.22953,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,0.17188,0.01403,-0.22436,0.02775,0.15033,0.26806,0.15113,1,2,2,2,2,2,2
-0.45455,-0.02546,-0.07812,0.01403,-0.22436,0.02560,-0.03268,0.21669,0.14469,1,2,2,2,2,2,2
-0.61616,-0.02567,-0.06250,0.01480,-0.25000,0.02568,0.08497,0.24238,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02567,0.01562,0.01403,-0.25000,0.02731,0.15033,0.25843,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.14062,0.01403,-0.25000,0.02724,0.01961,0.22632,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02627,-0.03125,0.01403,-0.22436,0.02560,-0.00654,0.22632,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.03125,0.01403,-0.28846,0.02568,0.22876,0.29374,0.15756,1,2,2,2,2,2,2
-0.41414,-0.02486,0.18750,0.01403,-0.27564,0.02560,0.16340,0.31942,0.20257,2,2,2,1,2,2,2
-0.79798,-0.02567,0.29688,0.01403,-0.31410,0.02546,0.50327,0.38363,0.18328,1,2,2,2,2,2,2
-0.79798,-0.02546,0.20312,0.01403,-0.30128,0.02553,0.42484,0.34831,0.16399,1,2,2,2,2,2,2
-0.55556,-0.02567,0.01562,0.01403,-0.23718,0.02686,0.12418,0.25201,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.09375,0.01532,-0.30769,0.02560,0.17647,0.29374,0.17042,1,2,2,2,2,2,2
-0.41414,-0.02587,-0.09375,0.01403,-0.31410,0.02472,-0.07190,0.30337,0.24116,2,2,2,1,2,2,2
-0.61616,-0.02567,-0.09375,0.01454,-0.25000,0.02560,0.05882,0.23596,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02567,0.37500,0.01403,-0.23077,0.02701,0.38562,0.31942,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.09375,0.01403,-0.34615,0.02657,0.17647,0.33547,0.21543,1,2,2,2,2,2,2
-0.79798,-0.02587,-0.09375,0.01403,-0.31410,0.02612,0.17647,0.30337,0.18328,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.09375,0.01403,-0.33333,0.02583,0.16340,0.31942,0.19614,1,2,2,2,2,2,2
-0.65657,-0.02587,-0.04688,0.01403,-0.25641,0.02642,0.12418,0.25522,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.32051,0.02590,0.16340,0.30979,0.18971,1,2,2,2,2,2,2
-0.67677,-0.02567,0.03125,0.01506,-0.26282,0.02531,0.20261,0.28090,0.15113,1,2,2,2,2,2,2
-0.65657,-0.02486,-0.03125,0.01403,-0.25641,0.02590,0.12418,0.25843,0.14469,1,2,2,2,2,2,2
