A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
-0.34254,-0.22884,-0.33639,-0.23126,-0.33790,-0.22642,-0.34404,-0.22012,-0.35023,-0.21903,-0.36743,-0.22152,-0.37996,-0.22292,-0.39999,-0.21795,-0.42723,-0.22435,-0.45024,-0.22044,-0.47016,-0.20521,-0.44444,-0.20657,-0.35345,-0.30103,-0.32909,-0.05352,-0.34051,-0.05916,-0.37255,-0.11906,-0.42592,-0.21292,-0.55335,-0.26421,-0.64857,-0.26667,-0.72799,-0.23127,-0.72560,-0.22876,-0.68264,-0.25502,-0.66749,-0.23489,-0.68933,-0.24840,-0.70546,-0.31072,-0.70115,-0.31693,-0.72210,-0.16774,-0.73577,-0.17609,-0.77677,-0.15888,-0.84001,-0.11112,-0.91388,-0.07694,-0.95703,0.05540,-0.96722,0.11799,-1.00000,0.12605,-0.93982,0.09511,-0.95000,0.06174,-0.85439,0.00604,-0.83264,-0.09947,-0.85325,-0.04233,-0.90316,0.16717,-1.00000,0.23314,-0.96178,0.32532,-0.92261,0.38777,-0.87723,0.36729,-0.91051,0.39315,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
-0.14943,-0.15360,-0.13960,-0.16251,-0.14156,-0.16352,-0.14679,-0.15094,-0.15208,-0.15556,-0.16280,-0.15191,-0.17018,-0.15287,-0.19069,-0.15384,-0.22065,-0.17309,-0.25119,-0.18210,-0.28402,-0.19218,-0.27778,-0.20657,-0.22414,-0.30612,-0.23566,-0.06479,-0.28448,-0.06479,-0.35949,-0.11309,-0.45371,-0.20002,-0.61788,-0.27759,-0.76226,-0.27332,-0.88800,-0.23127,-0.92612,-0.18299,-0.90934,-0.16109,-0.90708,-0.10738,-0.94660,-0.10191,-1.00000,-0.15254,-1.00000,-0.09836,-1.00000,0.16130,-1.00000,0.23898,-1.00000,0.33335,-1.00000,0.44445,-1.00000,0.51999,-0.94751,0.62100,-0.88290,0.70786,-0.83694,0.74230,-0.70370,0.74065,-0.63637,0.75925,-0.48608,0.68675,-0.40166,0.49737,-0.33332,0.52910,-0.30105,0.77507,-0.29185,0.80981,-0.23568,0.83735,-0.14867,0.81924,-0.08910,0.71581,-0.05058,0.68338,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.03448,-0.29154,0.04347,-0.29376,0.04109,-0.29559,0.03212,-0.28301,0.02766,-0.27619,0.01395,-0.27216,0.00233,-0.27388,-0.02325,-0.26281,-0.06103,-0.27563,-0.09954,-0.27794,-0.13605,-0.28339,-0.14350,-0.28526,-0.09914,-0.36226,-0.10829,-0.12678,-0.15517,-0.13240,-0.22442,-0.17262,-0.31481,-0.25163,-0.47394,-0.26421,-0.60721,-0.21333,-0.72267,-0.13355,-0.74142,-0.09151,-0.70277,-0.10739,-0.68703,-0.06041,-0.70389,-0.04459,-0.69596,-0.09040,-0.66438,-0.07104,-0.64920,0.19355,-0.62187,0.23898,-0.61275,0.29597,-0.61883,0.39507,-0.61244,0.47692,-0.57519,0.60349,-0.50819,0.69102,-0.44365,0.73110,-0.31018,0.74065,-0.23182,0.73456,-0.10921,0.64459,-0.02929,0.45550,0.01468,0.47090,0.03999,0.69605,0.03004,0.71165,0.06157,0.73494,0.09981,0.71430,0.11289,0.61929,0.10507,0.59367,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
-0.02989,-0.83072,-0.02060,-0.83125,-0.02284,-0.83019,-0.02753,-0.82389,-0.03226,-0.82221,-0.04187,-0.82280,-0.03964,-0.82803,-0.05115,-0.82692,-0.04695,-0.83975,-0.02843,-0.84663,0.00716,-0.85017,0.08333,-0.86230,0.20691,-0.81632,0.29936,-0.62254,0.37931,-0.61127,0.44662,-0.68451,0.54166,-0.78712,0.58809,-0.80602,0.65376,-0.74000,0.73334,-0.62868,0.82586,-0.54248,0.89420,-0.48323,0.94620,-0.36240,0.98542,-0.26114,1.00000,-0.23728,1.00000,-0.16393,1.00000,0.10969,1.00000,0.18239,0.95899,0.24612,0.94823,0.29013,0.89472,0.34770,0.86158,0.47520,0.80797,0.55618,0.78418,0.59104,0.74535,0.57925,0.65909,0.56789,0.64025,0.46989,0.58579,0.30367,0.54298,0.32275,0.47789,0.53801,0.40343,0.57055,0.33758,0.61448,0.29532,0.62684,0.25148,0.53886,0.20233,0.50396,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.23218,-0.84326,0.24026,-0.85001,0.24202,-0.85535,0.24772,-0.85535,0.25347,-0.86031,0.26511,-0.86709,0.28204,-0.87263,0.31164,-0.87818,0.35681,-0.87818,0.41231,-0.85304,0.47971,-0.83061,0.56019,-0.78360,0.66379,-0.70918,0.75371,-0.44789,0.83191,-0.38593,0.89106,-0.38096,0.97685,-0.40646,1.00000,-0.34449,1.00000,-0.24666,1.00000,-0.12705,1.00000,-0.03922,0.96976,-0.01342,0.93154,0.02683,0.87863,0.03821,0.81471,-0.00564,0.75172,0.02732,0.69020,0.28388,0.64919,0.30818,0.58087,0.34579,0.53412,0.40123,0.44496,0.45231,0.39379,0.53352,0.30211,0.59552,0.25180,0.59104,0.21759,0.56197,0.15454,0.51851,0.14347,0.39760,0.10879,0.21989,0.06500,0.22222,0.01052,0.40426,-0.05581,0.43559,-0.06157,0.47592,-0.03461,0.48689,-0.02573,0.41554,-0.03112,0.40370,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.36091,-0.94984,-0.35011,-0.95000,-0.35159,-0.94968,-0.35779,-0.94338,-0.36405,-0.94284,-0.38140,-0.93670,-0.38929,-0.92994,-0.40466,-0.92307,-0.42723,-0.92307,-0.43603,-0.91691,-0.44154,-0.91529,-0.40277,-0.90165,-0.29311,-0.83673,-0.24842,-0.63943,-0.24138,-0.63943,-0.24183,-0.73810,-0.25926,-0.89033,-0.34988,-0.95319,-0.39534,-0.95332,-0.42934,-0.91532,-0.38258,-0.92809,-0.29977,-1.00000,-0.24206,-1.00000,-0.20875,-1.00000,-0.16864,-1.00000,-0.12185,-1.00000,-0.07972,-1.00000,-0.02962,-1.00000,-0.01138,-0.98754,0.01646,-0.94445,0.02871,-0.92001,0.05489,-0.76676,0.08666,-0.66292,0.13668,-0.64707,0.20832,-0.69452,0.23637,-0.80248,0.30193,-0.84940,0.34728,-0.81152,0.37108,-0.77778,0.36841,-0.67173,0.34335,-0.60123,0.35881,-0.49397,0.39308,-0.41107,0.41387,-0.35657,0.42024,-0.31399,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.05288,-0.29780,0.06178,-0.29376,0.06392,-0.29559,0.05505,-0.28301,0.05070,-0.28253,0.03720,-0.25950,0.03028,-0.26114,0.01861,-0.24999,0.00470,-0.25641,-0.00474,-0.24600,-0.00716,-0.23127,0.02778,-0.22623,0.10777,-0.31123,0.15923,-0.08170,0.18104,-0.08732,0.19826,-0.16668,0.22222,-0.27744,0.19106,-0.35116,0.18349,-0.35998,0.19999,-0.35504,0.26120,-0.38561,0.31990,-0.43623,0.37897,-0.44967,0.41747,-0.47134,0.45844,-0.52543,0.49425,-0.53552,0.53531,-0.44517,0.59453,-0.45911,0.62185,-0.45170,0.67530,-0.41976,0.69856,-0.39076,0.72793,-0.26532,0.74707,-0.18538,0.82253,-0.17088,0.87963,-0.21038,0.89998,-0.27160,0.94431,-0.33131,0.97491,-0.36649,1.00000,-0.33334,1.00000,-0.17932,1.00000,-0.19020,1.00000,-0.13252,1.00000,-0.06121,1.00000,-0.06702,1.00000,-0.05540,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.12645,-0.36678,0.13502,-0.37500,0.13699,-0.37738,0.13303,-0.36477,0.12903,-0.36509,0.12093,-0.36078,0.11421,-0.35032,0.09768,-0.33974,0.07982,-0.34616,0.07109,-0.33547,0.06922,-0.31595,0.09724,-0.29180,0.16379,-0.36226,0.19320,-0.08732,0.20259,-0.08170,0.20696,-0.17859,0.22687,-0.32259,0.20597,-0.43814,0.22482,-0.52665,0.28001,-0.55700,0.37731,-0.61437,0.49118,-0.69798,0.58923,-0.67785,0.67961,-0.63057,0.75297,-0.59321,0.81148,-0.49726,0.86332,-0.26451,0.91344,-0.13207,0.91799,-0.01556,0.94353,0.08024,0.96171,0.18769,1.00000,0.37026,1.00000,0.52247,1.00000,0.64145,0.95369,0.72912,0.86819,0.83333,0.79015,0.81325,0.69875,0.63873,0.58490,0.66665,0.44421,0.90275,0.30041,0.85890,0.21019,0.78314,0.17311,0.66180,0.15644,0.44771,0.15564,0.37204,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.09426,-0.77430,0.09839,-0.76874,0.09589,-0.77359,0.09634,-0.76729,0.09218,-0.76508,0.08373,-0.75950,0.08157,-0.76433,0.06978,-0.75639,0.05635,-0.75639,0.04740,-0.75079,0.05967,-0.75242,0.10186,-0.75737,0.18534,-0.72450,0.23991,-0.51550,0.28879,-0.52112,0.34205,-0.60714,0.43056,-0.72904,0.47892,-0.77259,0.55557,-0.71998,0.64800,-0.62215,0.75724,-0.54900,0.84383,-0.48992,0.90219,-0.37583,0.94175,-0.28026,0.94774,-0.23165,0.94483,-0.13662,0.94533,0.15484,0.95445,0.27672,0.93165,0.15888,0.93881,0.24075,0.90429,0.34153,0.84727,0.49271,0.73770,0.59552,0.65467,0.64707,0.57407,0.66570,0.46817,0.67283,0.39185,0.59036,0.30544,0.41884,0.20755,0.43385,0.09894,0.64741,-0.01718,0.65644,-0.07432,0.65062,-0.07943,0.61518,-0.09703,0.52279,-0.11284,0.48812,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.26436,-0.86834,-0.25400,-0.86875,-0.26028,-0.86793,-0.26606,-0.86162,-0.26727,-0.85397,-0.27906,-0.85443,-0.28671,-0.85350,-0.30231,-0.84614,-0.31924,-0.85257,-0.32227,-0.84026,-0.28878,-0.86970,-0.16665,-0.90165,0.02587,-0.86225,0.17623,-0.67888,0.30174,-0.66197,0.42047,-0.69642,0.54166,-0.75485,0.60795,-0.69231,0.66410,-0.54666,0.71735,-0.38110,0.78363,-0.25491,0.81359,-0.16778,0.82885,-0.06041,0.81067,-0.00001,0.76721,-0.03390,0.71493,-0.00546,0.66288,0.25807,0.62187,0.29560,0.54898,0.34579,0.50118,0.40741,0.41626,0.46462,0.33651,0.57435,0.25528,0.64047,0.20382,0.65827,0.17591,0.64842,0.13182,0.61109,0.13490,0.50601,0.10461,0.34553,0.04822,0.37566,-0.02738,0.59271,-0.12876,0.62575,-0.18047,0.65062,-0.18940,0.63850,-0.21187,0.53886,-0.24515,0.50396,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.29654,-0.64264,-0.28147,-0.64376,-0.28311,-0.64152,-0.28899,-0.63522,-0.29953,-0.63175,-0.29767,-0.63925,-0.28206,-0.67517,-0.26511,-0.69871,-0.23004,-0.71153,-0.18959,-0.68689,-0.13126,-0.67427,-0.03240,-0.63279,0.12069,-0.60204,0.23567,-0.34085,0.32328,-0.30140,0.38125,-0.33333,0.45834,-0.38712,0.47396,-0.36454,0.50389,-0.27332,0.54135,-0.14658,0.60422,-0.03267,0.63727,0.07382,0.63813,0.20804,0.61165,0.27388,0.56294,0.22035,0.50803,0.23497,0.46241,0.51613,0.42595,0.51570,0.35306,0.53272,0.30352,0.59259,0.22965,0.61846,0.16947,0.67929,0.10538,0.72473,0.06474,0.73669,0.05554,0.70606,-0.00455,0.69752,0.00214,0.59639,-0.03346,0.41884,-0.08594,0.43385,-0.16210,0.65957,-0.26181,0.68098,-0.30360,0.70483,-0.30346,0.69679,-0.30692,0.60321,-0.30350,0.58311,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.24137,-0.64890,-0.23112,-0.65626,-0.23287,-0.65410,-0.23853,-0.64780,-0.24423,-0.64445,-0.25117,-0.63925,-0.24942,-0.64969,-0.25117,-0.64743,-0.23943,-0.66025,-0.21328,-0.67411,-0.17899,-0.68727,-0.09721,-0.68525,0.03017,-0.66836,0.12101,-0.45351,0.19829,-0.44789,0.26796,-0.50595,0.35186,-0.60002,0.37469,-0.61204,0.41604,-0.53333,0.45601,-0.40716,0.53034,-0.32024,0.59697,-0.25502,0.63813,-0.13423,0.66019,-0.05095,0.65797,-0.05084,0.64597,0.00546,0.62642,0.27098,0.61276,0.29560,0.55807,0.35203,0.52470,0.41357,0.46410,0.48307,0.40813,0.58601,0.34894,0.66294,0.31414,0.69186,0.28240,0.68301,0.22272,0.67901,0.21627,0.58434,0.18828,0.41361,0.13627,0.43916,0.06104,0.67782,-0.03863,0.70552,-0.08706,0.74098,-0.09164,0.72596,-0.11288,0.63001,-0.15174,0.60422,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.26897,-0.81192,-0.25859,-0.80001,-0.26483,-0.81133,-0.27064,-0.80503,-0.27649,-0.78411,-0.28837,-0.77848,-0.29604,-0.77707,-0.31628,-0.78204,-0.32863,-0.78846,-0.34598,-0.76995,-0.32696,-0.77198,-0.26852,-0.79672,-0.12932,-0.76532,-0.02761,-0.57747,0.05172,-0.58873,0.12417,-0.66667,0.19908,-0.77422,0.21092,-0.80602,0.24032,-0.75333,0.28001,-0.66124,0.36675,-0.61437,0.45591,-0.59732,0.52568,-0.51679,0.57767,-0.46498,0.60570,-0.47457,0.62298,-0.43170,0.63553,-0.25807,0.65376,-0.19497,0.63097,-0.09657,0.63294,0.01853,0.58850,0.11383,0.54178,0.26530,0.48009,0.37641,0.44844,0.41737,0.42592,0.44669,0.36362,0.45677,0.34046,0.39156,0.29707,0.26701,0.23271,0.31747,0.14104,0.56233,0.03004,0.61351,-0.03184,0.65062,-0.04685,0.65598,-0.07326,0.56569,-0.10505,0.54618,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.26436,-0.64890,-0.25400,-0.65000,-0.26028,-0.64780,-0.26606,-0.64149,-0.27189,-0.63808,-0.27906,-0.63925,-0.28206,-0.64331,-0.28373,-0.65385,-0.27230,-0.67307,-0.25119,-0.69327,-0.20764,-0.71986,-0.11574,-0.73114,0.03450,-0.70918,0.14224,-0.49859,0.24139,-0.48732,0.33333,-0.54167,0.43982,-0.63227,0.48885,-0.63212,0.55041,-0.52665,0.60534,-0.38763,0.65698,-0.28105,0.69772,-0.21475,0.71637,-0.12080,0.71844,-0.07643,0.69120,-0.10170,0.65976,-0.05464,0.60821,0.19355,0.58541,0.23898,0.52163,0.30843,0.47765,0.38272,0.40192,0.44000,0.33175,0.55684,0.26465,0.65170,0.22780,0.68627,0.19444,0.65995,0.15001,0.66048,0.13490,0.57831,0.09624,0.40837,0.04403,0.43916,-0.04421,0.66567,-0.13735,0.69938,-0.19320,0.71688,-0.18940,0.69679,-0.20395,0.59249,-0.23736,0.54618,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.17242,-0.84326,-0.16704,-0.84375,-0.16894,-0.84277,-0.17430,-0.83646,-0.17971,-0.82857,-0.19535,-0.82280,-0.20281,-0.82167,-0.21861,-0.81410,-0.23475,-0.81410,-0.24646,-0.80192,-0.25537,-0.79151,-0.22223,-0.77706,-0.12932,-0.73979,-0.08280,-0.53239,-0.07327,-0.53239,-0.08497,-0.61904,-0.09722,-0.75485,-0.17618,-0.81272,-0.22479,-0.81332,-0.22665,-0.78501,-0.08179,-0.82353,0.08815,-0.90603,0.22248,-0.90603,0.33495,-0.86624,0.43943,-0.81356,0.52184,-0.73223,0.58998,-0.55484,0.66288,-0.43395,0.68563,-0.30218,0.71294,-0.14197,0.67464,0.00308,0.60861,0.20699,0.52693,0.35957,0.47241,0.43417,0.42130,0.44669,0.35455,0.45677,0.31048,0.41566,0.25106,0.32461,0.16562,0.40210,0.05684,0.64741,-0.06868,0.69325,-0.15500,0.72289,-0.17719,0.72012,-0.20792,0.61394,-0.24124,0.57256,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.11725,-0.86208,-0.09840,-0.86875,-0.09132,-0.87423,-0.08715,-0.87420,-0.07834,-0.87937,-0.07442,-0.87975,-0.06294,-0.89172,-0.06512,-0.88461,-0.06572,-0.89743,-0.06161,-0.89135,-0.05012,-0.89576,0.00463,-0.89507,0.10345,-0.83164,0.16773,-0.62816,0.21552,-0.62816,0.25055,-0.72023,0.29630,-0.85161,0.29528,-0.90635,0.31267,-0.88664,0.34933,-0.83063,0.41952,-0.81698,0.48615,-0.84564,0.54522,-0.81879,0.59709,-0.78345,0.63419,-0.77402,0.67357,-0.74862,0.71755,-0.65808,0.77221,-0.62264,0.79954,-0.57008,0.84940,-0.48765,0.85645,-0.41538,0.87589,-0.24781,0.86885,-0.12920,0.91845,-0.08123,0.94445,-0.08357,0.92727,-0.12962,0.93575,-0.15661,0.94562,-0.19372,0.94550,-0.12169,0.92000,0.08208,0.87983,0.17178,0.85561,0.27109,0.84115,0.32945,0.81783,0.30294,0.79378,0.31398,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.18620,-0.57366,-0.17163,-0.57499,-0.17352,-0.57862,-0.17430,-0.57232,-0.17971,-0.56189,-0.17674,-0.57596,-0.17950,-0.58599,-0.18605,-0.58332,-0.18310,-0.60256,-0.18483,-0.61021,-0.16468,-0.61562,-0.11574,-0.62624,-0.00862,-0.62756,0.05733,-0.41973,0.09052,-0.43662,0.11547,-0.52976,0.14352,-0.67098,0.11663,-0.73245,0.10595,-0.73331,0.12000,-0.68730,0.18205,-0.67973,0.25943,-0.71810,0.31051,-0.69800,0.34951,-0.66879,0.38716,-0.67798,0.42529,-0.65573,0.45787,-0.56775,0.50342,-0.54086,0.51708,-0.50155,0.54353,-0.42592,0.55024,-0.36615,0.56086,-0.21282,0.55971,-0.11236,0.59711,-0.07564,0.62963,-0.09509,0.62273,-0.14197,0.64452,-0.18675,0.64855,-0.23038,0.64781,-0.17990,0.61683,0.01519,0.57511,0.07361,0.55839,0.15663,0.56822,0.19534,0.56437,0.19035,0.55252,0.20316,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.03909,-0.60502,-0.03433,-0.60626,-0.02739,-0.61636,-0.03211,-0.61633,-0.02764,-0.61905,-0.02789,-0.62025,-0.02566,-0.63057,-0.03720,-0.62821,-0.03285,-0.63460,-0.02843,-0.64217,-0.00716,-0.64168,0.03704,-0.65247,0.13362,-0.64797,0.19320,-0.44224,0.23276,-0.44789,0.25926,-0.53570,0.29630,-0.67098,0.28040,-0.73245,0.29199,-0.72666,0.31734,-0.68730,0.37731,-0.67973,0.44081,-0.71140,0.49632,-0.68458,0.52426,-0.66243,0.54393,-0.66101,0.57240,-0.65027,0.58998,-0.54194,0.61730,-0.50943,0.61730,-0.45794,0.64236,-0.40123,0.62680,-0.34770,0.62768,-0.19534,0.61592,-0.10112,0.63069,-0.07003,0.65277,-0.08934,0.64546,-0.12962,0.66596,-0.19276,0.66946,-0.25130,0.66457,-0.18518,0.62946,0.01519,0.58798,0.08588,0.57962,0.15062,0.58452,0.20700,0.57624,0.19035,0.55643,0.20845,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.18620,-0.80564,-0.17620,-0.80625,-0.17808,-0.80503,-0.17430,-0.81131,-0.17512,-0.82221,-0.17674,-0.81645,-0.17483,-0.82167,-0.17674,-0.82692,-0.17370,-0.82692,-0.17062,-0.82748,-0.15513,-0.83061,-0.09721,-0.82952,0.00863,-0.78061,0.07432,-0.58311,0.11639,-0.58311,0.15032,-0.67857,0.18519,-0.80003,0.17123,-0.83948,0.18864,-0.81332,0.22133,-0.74592,0.29287,-0.71895,0.37027,-0.71810,0.43277,-0.69128,0.47088,-0.65605,0.51068,-0.64971,0.54022,-0.61748,0.56720,-0.50323,0.60364,-0.45911,0.61276,-0.40810,0.63764,-0.32715,0.63157,-0.25540,0.60861,-0.10788,0.59720,0.00562,0.62590,0.03641,0.64351,0.01441,0.63636,-0.02469,0.66166,-0.07229,0.66109,-0.11519,0.66038,-0.06349,0.62106,0.14285,0.57511,0.21472,0.54989,0.30723,0.54786,0.34111,0.53267,0.28684,0.50195,0.31398,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.08965,-0.65518,-0.08009,-0.65626,-0.07763,-0.66038,-0.07797,-0.65407,-0.07834,-0.65078,-0.07907,-0.65191,-0.08160,-0.65605,-0.08371,-0.65385,-0.08450,-0.66025,-0.07582,-0.66133,-0.05967,-0.66124,-0.00463,-0.65902,0.09052,-0.65306,0.15923,-0.44224,0.19829,-0.44789,0.22439,-0.53570,0.26389,-0.66452,0.24566,-0.72575,0.25581,-0.71333,0.28001,-0.66774,0.35093,-0.66666,0.42065,-0.69128,0.47676,-0.67785,0.51942,-0.65605,0.55344,-0.66667,0.57701,-0.65027,0.60364,-0.54838,0.64008,-0.52201,0.64920,-0.48287,0.66588,-0.40123,0.66506,-0.34770,0.66110,-0.19534,0.65340,-0.09549,0.66905,-0.07003,0.69906,-0.08357,0.69091,-0.12962,0.70878,-0.17470,0.71130,-0.22513,0.71070,-0.17990,0.67578,0.00913,0.63948,0.06749,0.62208,0.18073,0.62119,0.23033,0.61189,0.20107,0.58755,0.22956,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.14943,-0.67398,-0.13501,-0.66876,-0.14156,-0.67296,-0.14679,-0.66038,-0.15208,-0.65714,-0.16744,-0.65191,-0.17018,-0.65605,-0.17208,-0.66025,-0.16902,-0.67949,-0.13745,-0.68051,-0.09785,-0.68727,-0.01387,-0.68525,0.12069,-0.65815,0.22718,-0.44224,0.31466,-0.41973,0.38997,-0.46430,0.47687,-0.54194,0.50868,-0.54514,0.54007,-0.47999,0.57333,-0.37460,0.62533,-0.30065,0.65240,-0.25502,0.65281,-0.17450,0.66990,-0.16561,0.67695,-0.19208,0.68274,-0.14753,0.69477,0.06451,0.70843,0.09433,0.68563,0.14642,0.68000,0.20371,0.62200,0.26768,0.57041,0.37026,0.50351,0.45507,0.47241,0.50701,0.47221,0.51008,0.42726,0.52469,0.40042,0.45784,0.35148,0.30367,0.27882,0.34391,0.18737,0.57449,0.07296,0.61351,0.01911,0.65062,0.00611,0.65598,-0.00990,0.57639,-0.03112,0.56200,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.25057,-0.30408,-0.24028,-0.31250,-0.24201,-0.30817,-0.24313,-0.29559,-0.24423,-0.29523,-0.25117,-0.29114,-0.24010,-0.29300,-0.23255,-0.29488,-0.22065,-0.30128,-0.18959,-0.29713,-0.15036,-0.28339,-0.07407,-0.25903,0.04742,-0.31123,0.12951,-0.02536,0.18534,0.01971,0.22876,0.01191,0.27778,-0.01292,0.26054,0.02339,0.26100,0.08667,0.26401,0.18568,0.29814,0.26143,0.34004,0.31544,0.36919,0.39598,0.37865,0.40764,0.37768,0.31075,0.36551,0.32240,0.35308,0.61290,0.34396,0.61006,0.29385,0.61995,0.23764,0.66667,0.16266,0.69845,0.10264,0.76093,0.03513,0.79776,-0.01200,0.79833,-0.02777,0.78099,-0.07728,0.75925,-0.06639,0.63855,-0.09204,0.43978,-0.14885,0.45502,-0.22948,0.68389,-0.33476,0.70552,-0.37581,0.72289,-0.36048,0.70846,-0.35444,0.60856,-0.36577,0.57256,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.46208,-0.27900,-0.45538,-0.27500,-0.45662,-0.27044,-0.46330,-0.26413,-0.47005,-0.25713,-0.48372,-0.25316,-0.49185,-0.23566,-0.50697,-0.23077,-0.53050,-0.22435,-0.54502,-0.20766,-0.54654,-0.19218,-0.49537,-0.18688,-0.37500,-0.28062,-0.31634,-0.04225,-0.29311,-0.05916,-0.27233,-0.14287,-0.25462,-0.26454,-0.29033,-0.33111,-0.28681,-0.32666,-0.25866,-0.28339,-0.16623,-0.26143,-0.04786,-0.26175,0.05135,-0.20135,0.11651,-0.17834,0.17339,-0.19774,0.21378,-0.14753,0.23917,0.09678,0.26195,0.15723,0.24372,0.22741,0.21883,0.31483,0.16746,0.39076,0.12171,0.51019,0.06792,0.59552,0.02638,0.61904,0.00925,0.61961,-0.04091,0.59877,-0.03641,0.50601,-0.07113,0.34031,-0.13626,0.37566,-0.23790,0.61094,-0.36052,0.65029,-0.42250,0.68073,-0.42973,0.66180,-0.45346,0.54424,-0.48639,0.49868,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.20460,-0.35424,-0.19451,-0.35627,-0.19635,-0.35222,-0.20184,-0.34591,-0.21197,-0.33332,-0.21861,-0.32911,-0.21214,-0.32484,-0.20464,-0.30770,-0.18310,-0.29488,-0.15166,-0.25878,-0.10740,-0.21171,-0.03704,-0.16722,0.08190,-0.21430,0.14650,0.10422,0.17242,0.16056,0.18082,0.16071,0.18981,0.14193,0.12158,0.16389,0.07496,0.20665,0.03466,0.25733,0.04485,0.30065,0.08312,0.32214,0.09534,0.37586,0.09709,0.35032,0.14964,0.23165,0.15402,0.24590,0.14807,0.52260,0.15716,0.53459,0.12984,0.56386,0.08707,0.61728,0.00957,0.64922,-0.05967,0.72012,-0.11006,0.75844,-0.15587,0.74230,-0.15279,0.68876,-0.20454,0.61109,-0.19058,0.45784,-0.22595,0.24606,-0.28301,0.22750,-0.37263,0.37994,-0.47639,0.36197,-0.51593,0.36144,-0.49899,0.34111,-0.50496,0.26004,-0.52141,0.22956,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.25057,-0.30408,-0.24028,-0.31250,-0.24201,-0.30817,-0.24313,-0.29559,-0.24423,-0.29523,-0.25117,-0.29114,-0.24010,-0.29300,-0.23255,-0.29488,-0.22065,-0.30128,-0.18959,-0.29713,-0.15036,-0.28339,-0.07407,-0.25903,0.04742,-0.31123,0.12951,-0.02536,0.18534,0.01971,0.22876,0.01191,0.27778,-0.01292,0.26054,0.02339,0.26100,0.08667,0.26401,0.18568,0.29814,0.26143,0.34004,0.31544,0.36919,0.39598,0.37865,0.40764,0.37768,0.31075,0.36551,0.32240,0.35308,0.61290,0.34396,0.61006,0.29385,0.61995,0.23764,0.66667,0.16266,0.69845,0.10264,0.76093,0.03513,0.79776,-0.01200,0.79833,-0.02777,0.78099,-0.07728,0.75925,-0.06639,0.63855,-0.09204,0.43978,-0.14885,0.45502,-0.22948,0.68389,-0.33476,0.70552,-0.37581,0.72289,-0.36048,0.70846,-0.35444,0.60856,-0.36577,0.57256,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
