A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,L1,L2,L3,L4,L5,L6
-0.13846,-0.25455,-0.17241,-0.30579,-0.13846,-0.18182,-0.26316,-0.34375,-0.15625,-0.12621,-0.34737,-0.40625,-0.16923,-0.20000,-0.20000,-0.21600,-0.18750,-0.14563,-0.11579,-0.29688,-0.16923,-0.06796,-0.28421,-0.35938,-0.01538,-0.11538,-0.04444,-0.20000,-0.13846,-0.10680,-0.15789,-0.28125,-0.13846,-0.10680,-0.15789,-0.28125,2,2,2,2,1,2
-0.01538,-0.18182,-0.44828,-0.43802,-0.13846,-0.25455,-0.34737,-0.40625,-0.15625,-0.12621,-0.26316,-0.40625,-0.16923,-0.20000,-0.36842,-0.40800,-0.18750,-0.14563,-0.36842,-0.42188,-0.26154,-0.14563,-0.51579,-0.42188,-0.26154,-0.17308,-0.28889,-0.31200,-0.26154,-0.24272,-0.32632,-0.39062,-0.26154,-0.24272,-0.32632,-0.39062,2,2,2,2,1,2
-0.13846,-0.18182,-0.26437,-0.43802,-0.13846,-0.12727,-0.34737,-0.40625,-0.03125,0.00971,-0.17895,-0.34375,-0.26154,-0.20000,-0.51579,-0.40800,-0.18750,-0.14563,-0.36842,-0.42188,-0.16923,-0.06796,-0.36842,-0.35938,-0.26154,-0.25000,-0.28889,-0.37600,-0.26154,-0.16505,-0.32632,-0.39062,-0.13846,-0.10680,-0.24211,-0.32812,3,3,3,3,1,2
-0.13846,-0.12727,-0.35632,-0.43802,-0.01538,-0.05455,-0.17895,-0.34375,-0.03125,0.00971,-0.09474,-0.34375,-0.16923,-0.20000,-0.36842,-0.40800,-0.18750,-0.06796,-0.36842,-0.35938,-0.16923,-0.06796,-0.20000,-0.35938,-0.26154,-0.17308,-0.28889,-0.37600,-0.13846,-0.10680,-0.24211,-0.32812,-0.01538,-0.02913,-0.15789,-0.32812,2,2,2,2,2,1
-0.01538,-0.05455,-0.08046,-0.37190,-0.13846,-0.25455,-0.17895,-0.28125,-0.28125,-0.33981,-0.09474,-0.21875,-0.16923,-0.12727,-0.20000,-0.34400,-0.06250,0.00971,-0.20000,-0.29688,-0.04615,0.00971,-0.20000,-0.29688,-0.01538,-0.03846,-0.11111,-0.31200,-0.01538,0.04854,-0.15789,-0.28125,-0.01538,0.10680,-0.09474,-0.28125,2,2,2,1,2,2
-0.26154,-0.50909,-0.35632,-0.37190,-0.26154,-0.43636,-0.26316,-0.40625,-0.28125,-0.28155,-0.43158,-0.48438,-0.26154,-0.27273,-0.20000,-0.21600,-0.18750,-0.30097,-0.36842,-0.35938,-0.26154,-0.22330,-0.36842,-0.46875,0.10769,-0.03846,-0.20000,-0.37600,-0.01538,-0.10680,-0.38947,-0.51562,-0.13846,-0.24272,-0.47368,-0.51562,2,2,2,2,1,2
-0.26154,-0.32727,-0.44828,-0.52066,-0.13846,-0.25455,-0.34737,-0.40625,-0.03125,-0.06796,-0.26316,-0.34375,-0.26154,-0.27273,-0.36842,-0.45600,-0.18750,-0.14563,-0.45263,-0.46875,-0.16923,0.00971,-0.36842,-0.46875,-0.13846,-0.25000,-0.44444,-0.50400,-0.13846,-0.24272,-0.62105,-0.51562,-0.01538,-0.10680,-0.47368,-0.51562,2,2,2,1,2,1
-0.26154,-0.50909,0.08046,-0.02479,-0.72308,-0.81818,0.05263,0.17188,-0.75000,-0.80583,0.13684,0.17188,-0.04615,-0.05455,-0.11579,-0.34400,0.06250,0.16505,-0.03158,-0.23438,-0.26154,-0.43689,0.13684,0.10938,-0.01538,-0.03846,-0.35556,-0.44000,0.10769,0.04854,-0.24211,-0.32812,-0.01538,0.04854,-0.09474,-0.15625,2,2,2,1,2,2
-0.63077,-0.90909,0.08046,0.23967,-0.72308,-0.87273,0.13684,0.23438,-0.75000,-0.80583,0.13684,0.29688,-0.78462,-0.90909,0.13684,0.36000,-0.81250,-0.90291,0.13684,0.28125,-0.87692,-0.90291,0.13684,0.32812,-0.38462,-0.53846,0.13333,0.34400,-0.78462,-0.90291,0.07368,0.35938,-0.78462,-0.90291,0.07368,0.35938,2,1,2,2,2,2
-0.72308,-0.87273,0.17241,0.23967,-0.72308,-0.81818,0.13684,0.29688,-0.87500,-0.96117,0.24211,0.43750,-0.78462,-0.90909,0.13684,0.31200,-0.90625,-0.90291,0.13684,0.32812,-0.78462,-0.86408,0.13684,0.39062,-0.78462,-0.90385,0.13333,0.39200,-0.78462,-0.90291,0.07368,0.35938,-0.90769,-0.94175,0.07368,0.42188,2,1,2,2,2,2
-0.72308,-0.81818,0.17241,0.30579,-0.84615,-0.96364,0.24211,0.43750,-0.87500,-0.96117,0.13684,0.43750,-0.87692,-0.90909,0.13684,0.36000,-0.81250,-0.86408,0.13684,0.39062,-0.78462,-0.86408,0.13684,0.32812,-0.78462,-0.90385,0.13333,0.39200,-0.90769,-0.94175,0.07368,0.42188,-0.78462,-0.90291,0.15789,0.35938,2,1,2,2,2,2
-0.84615,-0.96364,0.17241,0.45455,-0.84615,-0.90909,0.13684,0.35938,-0.65625,-0.74757,-0.03158,0.04688,-0.78462,-0.87273,0.13684,0.36000,-1.00000,-0.96117,0.30526,0.45312,-0.87692,-1.00000,0.22105,0.50000,-0.78462,-0.90385,0.22222,0.39200,-0.78462,-0.90291,0.15789,0.42188,-0.90769,-0.90291,0.07368,0.53125,2,1,2,2,2,2
-0.84615,-0.90909,0.17241,0.37190,-0.63077,-0.76364,-0.03158,0.04688,-0.87500,-0.86408,0.05263,0.10938,-0.96923,-0.96364,0.30526,0.48800,-0.90625,-1.00000,0.22105,0.50000,-0.78462,-0.96117,0.22105,0.45312,-0.78462,-0.90385,0.22222,0.45600,-0.90769,-0.90291,0.07368,0.53125,-0.78462,-0.94175,0.26316,0.53125,2,1,2,2,2,2
-0.84615,-0.87273,0.08046,0.10744,-0.72308,-0.96364,0.05263,0.10938,-0.87500,-0.96117,0.05263,0.10938,-0.78462,-0.96364,0.22105,0.48800,-0.71875,-0.74757,-0.03158,0.10938,-0.69231,-0.74757,-0.11579,-0.01562,-0.78462,-0.94231,0.33333,0.56800,-0.78462,-0.90291,0.26316,0.42188,-0.69231,-0.74757,-0.01053,0.12500,2,1,2,2,2,2
-0.72308,-0.96364,0.08046,0.10744,-0.84615,-0.96364,0.05263,0.10938,-0.87500,-0.90291,0.13684,0.17188,-0.69231,-0.76364,-0.03158,0.13600,-0.71875,-0.74757,-0.11579,-0.01562,-0.87692,-0.90291,0.13684,0.21875,-0.78462,-0.90385,0.33333,0.45600,-0.69231,-0.74757,-0.01053,0.12500,-0.78462,-0.90291,0.26316,0.31250,2,1,2,2,2,2
-0.84615,-0.90909,0.17241,0.17355,-0.84615,-0.87273,0.13684,0.17188,-0.87500,-0.90291,0.24211,0.17188,-0.87692,-0.90909,0.13684,0.24800,-0.90625,-0.96117,0.13684,0.21875,-0.87692,-0.90291,0.05263,0.21875,-0.78462,-0.90385,0.33333,0.34400,-1.00000,-0.94175,0.07368,0.31250,-0.90769,-0.94175,0.15789,0.31250,2,1,2,2,2,2
-0.84615,-0.90909,0.28736,0.17355,-0.93846,-0.90909,0.24211,0.29688,-0.87500,-0.90291,0.24211,0.29688,-0.87692,-0.90909,0.05263,0.24800,-0.90625,-0.90291,0.05263,0.15625,-0.96923,-0.90291,0.05263,0.21875,-0.90769,-0.94231,0.22222,0.34400,-0.90769,-0.94175,0.15789,0.35938,-0.90769,-0.90291,0.15789,0.25000,2,1,2,2,2,2
0.84615,0.56364,0.47126,-0.02479,0.72308,0.65455,0.51579,0.04688,0.71875,0.76699,0.41053,-0.01562,0.63077,0.54545,0.26316,-0.02400,0.75000,0.65049,0.45263,-0.04688,0.75385,0.65049,0.34737,0.01562,0.66154,0.61538,0.42222,-0.02400,0.66154,0.70874,0.34737,-0.04688,0.66154,0.70874,0.34737,-0.04688,2,2,1,2,2,2
0.72308,0.65455,0.58621,0.04132,0.72308,0.65455,0.41053,-0.01562,0.84375,0.66990,0.41053,0.04688,0.75385,0.54545,0.45263,-0.02400,0.75000,0.65049,0.34737,0.01562,0.75385,0.74757,0.45263,0.01562,0.66154,0.69231,0.42222,-0.02400,0.66154,0.70874,0.34737,-0.04688,0.90769,0.80583,0.45263,0.01562,2,2,1,2,2,2
0.84615,0.56364,0.47126,0.04132,0.84615,0.65455,0.51579,0.04688,0.71875,0.76699,0.41053,-0.01562,0.75385,0.63636,0.45263,0.04000,0.75000,0.74757,0.45263,0.01562,0.75385,0.74757,0.45263,0.01562,0.90769,0.78846,0.53333,0.04000,0.78462,0.80583,0.55789,0.06250,0.78462,0.70874,0.45263,0.01562,2,2,1,2,2,2
0.72308,0.65455,0.47126,-0.02479,0.72308,0.56364,0.41053,0.04688,1.00000,0.66990,0.62105,0.04688,0.75385,0.63636,0.45263,0.04000,0.75000,0.65049,0.45263,0.01562,0.75385,0.65049,0.34737,0.01562,0.78462,0.69231,0.53333,0.04000,0.78462,0.70874,0.45263,0.06250,0.78462,0.63107,0.45263,0.01562,2,2,1,2,2,2
1.00000,0.56364,0.70115,0.04132,0.84615,0.65455,0.41053,-0.01562,0.71875,0.66990,0.51579,-0.01562,0.75385,0.54545,0.34737,0.04000,0.75000,0.65049,0.34737,0.07812,0.63077,0.65049,0.45263,-0.04688,0.78462,0.61538,0.53333,0.04000,0.78462,0.70874,0.34737,0.01562,0.66154,0.53398,0.34737,-0.04688,2,2,1,2,2,2
0.84615,0.65455,0.47126,-0.02479,0.72308,0.56364,0.51579,-0.01562,0.71875,0.66990,0.30526,-0.06250,0.75385,0.54545,0.34737,0.10400,0.62500,0.65049,0.45263,-0.04688,0.63077,0.65049,0.34737,-0.04688,0.78462,0.69231,0.42222,0.04000,0.66154,0.53398,0.34737,-0.04688,0.66154,0.63107,0.34737,-0.04688,2,2,1,2,2,2
0.72308,0.56364,0.58621,-0.02479,0.72308,0.56364,0.30526,-0.06250,0.71875,0.66990,0.30526,-0.06250,0.63077,0.54545,0.45263,-0.02400,0.62500,0.65049,0.34737,-0.04688,0.63077,0.65049,0.34737,-0.04688,0.66154,0.51923,0.42222,-0.02400,0.66154,0.63107,0.34737,-0.04688,0.78462,0.70874,0.34737,-0.04688,2,2,1,2,2,2
0.72308,0.56364,0.35632,-0.07438,0.72308,0.56364,0.30526,-0.06250,0.56250,0.59223,0.41053,-0.06250,0.63077,0.54545,0.34737,-0.02400,0.62500,0.65049,0.34737,-0.04688,0.63077,0.57282,0.34737,0.01562,0.66154,0.61538,0.42222,-0.02400,0.78462,0.70874,0.34737,-0.04688,0.66154,0.63107,0.34737,0.01562,2,2,1,2,2,2
0.56923,0.49091,0.47126,-0.07438,0.56923,0.40000,0.41053,-0.06250,0.71875,0.59223,0.30526,-0.06250,0.63077,0.47273,0.34737,0.04000,0.62500,0.57282,0.34737,-0.04688,0.75385,0.57282,0.26316,-0.04688,0.66154,0.61538,0.42222,0.04000,0.53846,0.63107,0.34737,-0.09375,0.66154,0.63107,0.26316,-0.09375,2,2,1,2,2,2
0.56923,0.40000,0.47126,-0.07438,0.72308,0.49091,0.30526,-0.06250,0.71875,0.66990,0.41053,-0.06250,0.63077,0.47273,0.34737,-0.02400,0.75000,0.57282,0.26316,-0.04688,0.75385,0.65049,0.34737,0.01562,0.53846,0.61538,0.42222,-0.07200,0.66154,0.63107,0.26316,-0.09375,0.66154,0.63107,0.34737,-0.04688,2,2,1,2,2,2
0.84615,0.56364,0.47126,-0.02479,0.84615,0.56364,0.51579,0.04688,0.71875,0.59223,0.41053,-0.06250,0.75385,0.63636,0.45263,0.04000,0.62500,0.74757,0.34737,-0.04688,0.63077,0.57282,0.15789,-0.10938,0.66154,0.61538,0.42222,-0.07200,0.53846,0.53398,0.26316,-0.09375,0.41538,0.35922,0.15789,-0.20312,2,2,1,2,2,2
0.84615,0.56364,0.58621,0.04132,0.72308,0.49091,0.41053,-0.06250,0.71875,0.59223,0.41053,-0.06250,0.63077,0.63636,0.34737,-0.02400,0.62500,0.57282,0.15789,-0.10938,0.47692,0.39806,0.15789,-0.15625,0.53846,0.51923,0.33333,-0.07200,0.41538,0.35922,0.15789,-0.20312,0.32308,0.18447,-0.01053,-0.31250,2,2,1,2,2,2
0.72308,0.49091,0.47126,-0.07438,0.72308,0.49091,0.41053,-0.06250,0.56250,0.66990,0.30526,-0.01562,0.63077,0.47273,0.15789,-0.08800,0.46875,0.39806,0.15789,-0.15625,0.35385,0.32039,-0.01053,-0.21875,0.41538,0.34615,0.22222,-0.18400,0.32308,0.18447,-0.01053,-0.31250,0.20000,0.10680,-0.17895,-0.37500,2,2,1,2,2,2
0.56923,0.56364,0.35632,-0.02479,0.56923,0.49091,0.22105,-0.06250,0.43750,0.49515,0.22105,-0.12500,0.35385,0.23636,-0.01053,-0.20000,0.09375,0.10680,-0.15789,-0.39062,0.10769,-0.02913,-0.32632,-0.56250,0.20000,0.09615,-0.13333,-0.36000,-0.13846,-0.14563,-0.49474,-0.59375,-0.13846,-0.22330,-0.57895,-0.70312,2,2,2,2,2,1
0.56923,0.49091,0.26437,-0.07438,0.44615,0.40000,0.22105,-0.12500,0.06250,0.24272,-0.11579,-0.29688,0.10769,0.03636,-0.15789,-0.37600,0.09375,-0.02913,-0.32632,-0.56250,-0.13846,-0.10680,-0.47368,-0.68750,-0.13846,-0.15385,-0.46667,-0.58400,-0.13846,-0.22330,-0.57895,-0.70312,-0.26154,-0.22330,-0.57895,-0.65625,2,2,2,2,2,1
-0.04615,-0.12727,-0.28736,-0.50413,-0.26154,-0.20000,-0.51579,-0.59375,-0.28125,-0.14563,-0.51579,-0.59375,-0.26154,-0.29091,-0.53684,-0.61600,-0.28125,-0.16505,-0.47368,-0.62500,-0.38462,-0.24272,-0.53684,-0.62500,-0.26154,-0.23077,-0.46667,-0.64800,-0.35385,-0.22330,-0.41053,-0.59375,-0.35385,-0.22330,-0.49474,-0.59375,2,2,2,2,2,1
-0.26154,-0.20000,-0.54023,-0.63636,-0.26154,-0.27273,-0.66316,-0.59375,-0.28125,-0.22330,-0.51579,-0.59375,-0.38462,-0.29091,-0.53684,-0.61600,-0.28125,-0.24272,-0.47368,-0.56250,-0.26154,-0.16505,-0.47368,-0.56250,-0.35385,-0.23077,-0.46667,-0.58400,-0.26154,-0.22330,-0.49474,-0.54688,-0.26154,-0.14563,-0.41053,-0.59375,2,2,2,2,2,1
-0.26154,-0.20000,-0.63218,-0.63636,-0.26154,-0.20000,-0.45263,-0.59375,-0.28125,-0.14563,-0.45263,-0.53125,-0.26154,-0.21818,-0.47368,-0.55200,-0.15625,-0.10680,-0.38947,-0.56250,-0.13846,-0.10680,-0.47368,-0.51562,-0.13846,-0.15385,-0.37778,-0.53600,-0.26154,-0.06796,-0.41053,-0.54688,-0.26154,-0.14563,-0.49474,-0.54688,2,2,2,2,2,1
-0.26154,-0.20000,-0.47126,-0.63636,-0.26154,-0.20000,-0.45263,-0.53125,-0.28125,-0.06796,-0.45263,-0.53125,-0.13846,-0.16364,-0.38947,-0.55200,-0.15625,-0.10680,-0.47368,-0.51562,-0.13846,-0.10680,-0.47368,-0.51562,-0.26154,-0.07692,-0.37778,-0.53600,-0.26154,-0.14563,-0.49474,-0.54688,-0.13846,-0.06796,-0.41053,-0.54688,2,2,2,2,2,1
-0.26154,-0.12727,-0.47126,-0.57025,-0.16923,-0.12727,-0.36842,-0.53125,-0.18750,-0.06796,-0.51579,-0.59375,-0.13846,-0.16364,-0.38947,-0.50400,-0.15625,-0.10680,-0.32632,-0.51562,-0.01538,-0.02913,-0.32632,-0.51562,-0.13846,0.00000,-0.28889,-0.47200,-0.13846,-0.06796,-0.32632,-0.48438,-0.13846,-0.06796,-0.41053,-0.54688,2,2,2,2,2,1
-0.26154,-0.20000,-0.54023,-0.63636,-0.26154,-0.20000,-0.51579,-0.59375,-0.18750,-0.06796,-0.51579,-0.53125,-0.13846,-0.16364,-0.47368,-0.55200,-0.15625,0.04854,-0.32632,-0.51562,-0.13846,0.04854,-0.32632,-0.45312,-0.04615,-0.07692,-0.37778,-0.53600,-0.13846,0.00971,-0.32632,-0.48438,-0.13846,-0.06796,-0.32632,-0.54688,2,2,2,2,2,1
-0.16923,-0.12727,-0.47126,-0.57025,-0.16923,-0.12727,-0.45263,-0.53125,-0.18750,0.00971,-0.36842,-0.53125,-0.13846,-0.09091,-0.32632,-0.44000,-0.28125,-0.02913,-0.47368,-0.51562,-0.01538,0.10680,-0.24211,-0.45312,-0.26154,-0.07692,-0.37778,-0.58400,-0.26154,-0.06796,-0.41053,-0.54688,-0.13846,-0.06796,-0.32632,-0.43750,2,2,2,2,2,1
-0.16923,-0.12727,-0.47126,-0.57025,-0.16923,-0.05455,-0.36842,-0.53125,-0.18750,-0.14563,-0.51579,-0.59375,-0.26154,-0.09091,-0.47368,-0.50400,-0.03125,0.10680,-0.24211,-0.45312,-0.01538,0.04854,-0.38947,-0.39062,-0.26154,-0.07692,-0.37778,-0.53600,-0.13846,-0.06796,-0.32632,-0.43750,-0.04615,0.10680,-0.32632,-0.48438,2,2,2,2,2,1
-0.16923,-0.05455,-0.37931,-0.57025,-0.16923,-0.20000,-0.51579,-0.59375,-0.18750,-0.14563,-0.45263,-0.59375,-0.01538,0.03636,-0.24211,-0.44000,-0.03125,0.04854,-0.38947,-0.39062,-0.01538,-0.10680,-0.32632,-0.51562,-0.13846,-0.07692,-0.28889,-0.42400,-0.04615,0.10680,-0.32632,-0.48438,-0.04615,-0.06796,-0.41053,-0.43750,2,2,2,2,2,1
-0.16923,-0.20000,-0.54023,-0.63636,-0.16923,-0.20000,-0.45263,-0.59375,-0.18750,-0.14563,-0.51579,-0.59375,-0.01538,-0.01818,-0.38947,-0.37600,-0.03125,-0.10680,-0.32632,-0.51562,-0.13846,-0.10680,-0.53684,-0.56250,-0.04615,0.09615,-0.28889,-0.47200,-0.04615,-0.06796,-0.41053,-0.43750,-0.13846,0.00971,-0.41053,-0.54688,2,2,2,2,2,1
-0.16923,-0.20000,-0.47126,-0.63636,-0.16923,-0.20000,-0.51579,-0.59375,-0.18750,-0.14563,-0.60000,-0.59375,-0.01538,-0.16364,-0.32632,-0.50400,-0.15625,-0.10680,-0.53684,-0.56250,-0.26154,-0.16505,-0.53684,-0.56250,-0.04615,-0.07692,-0.37778,-0.42400,-0.13846,0.00971,-0.41053,-0.54688,-0.13846,-0.14563,-0.49474,-0.54688,2,2,2,2,2,1
-0.16923,-0.20000,-0.63218,-0.63636,-0.16923,-0.20000,-0.51579,-0.59375,-0.18750,-0.14563,-0.60000,-0.59375,-0.26154,-0.21818,-0.53684,-0.55200,-0.28125,-0.16505,-0.62105,-0.56250,-0.26154,-0.16505,-0.53684,-0.56250,-0.13846,-0.15385,-0.46667,-0.53600,-0.13846,-0.06796,-0.41053,-0.48438,-0.04615,-0.06796,-0.32632,-0.48438,2,2,2,2,2,1
-0.04615,-0.20000,-0.54023,-0.63636,-0.16923,-0.20000,-0.51579,-0.53125,-0.06250,-0.06796,-0.36842,-0.53125,-0.01538,-0.09091,-0.53684,-0.44000,-0.03125,0.04854,-0.32632,-0.45312,-0.01538,0.04854,-0.24211,-0.39062,-0.04615,0.00000,-0.22222,-0.42400,-0.04615,0.00971,-0.26316,-0.37500,0.07692,0.00971,-0.32632,-0.43750,2,2,2,2,2,1
-0.16923,-0.20000,-0.54023,-0.57025,-0.04615,-0.12727,-0.36842,-0.53125,-0.06250,0.00971,-0.20000,-0.42188,-0.01538,-0.01818,-0.32632,-0.44000,-0.03125,0.04854,-0.24211,-0.39062,-0.01538,0.04854,-0.38947,-0.45312,-0.04615,0.00000,-0.22222,-0.36000,0.07692,0.00971,-0.32632,-0.43750,0.07692,0.00971,-0.26316,-0.48438,2,2,2,2,2,1
-0.04615,-0.05455,-0.19540,-0.45455,0.07692,-0.05455,-0.20000,-0.42188,0.06250,0.08738,-0.20000,-0.35938,-0.01538,-0.01818,-0.38947,-0.44000,-0.15625,-0.10680,-0.38947,-0.51562,-0.01538,-0.02913,-0.24211,-0.51562,0.07692,0.00000,-0.22222,-0.47200,-0.13846,0.00971,-0.26316,-0.48438,-0.13846,0.10680,-0.17895,-0.37500,2,2,2,2,2,1
0.07692,0.01818,-0.19540,-0.38843,-0.04615,-0.05455,-0.20000,-0.42188,0.18750,0.08738,-0.28421,-0.42188,-0.01538,-0.09091,-0.24211,-0.50400,0.09375,0.04854,-0.32632,-0.45312,0.10769,0.10680,-0.32632,-0.39062,-0.13846,0.09615,-0.13333,-0.36000,0.07692,0.18447,-0.09474,-0.31250,0.20000,0.26214,-0.09474,-0.31250,2,2,2,2,2,1
-0.04615,-0.05455,-0.19540,-0.45455,0.20000,0.01818,-0.28421,-0.42188,0.18750,0.08738,-0.11579,-0.35938,0.10769,-0.01818,-0.32632,-0.44000,0.09375,0.10680,-0.32632,-0.39062,0.10769,0.24272,-0.01053,-0.28125,0.07692,0.17308,-0.04444,-0.29600,0.20000,0.26214,-0.09474,-0.31250,0.20000,0.26214,-0.09474,-0.26562,3,3,3,2,3,1
0.20000,0.01818,-0.28736,-0.45455,0.20000,0.01818,-0.11579,-0.35938,0.18750,0.24272,-0.03158,-0.23438,0.10769,0.03636,-0.32632,-0.37600,0.09375,0.24272,-0.01053,-0.28125,0.35385,0.32039,0.15789,-0.21875,0.20000,0.25000,-0.04444,-0.29600,0.20000,0.26214,-0.09474,-0.26562,0.20000,0.26214,-0.09474,-0.26562,3,3,3,2,3,1
0.20000,0.16364,-0.01149,-0.25620,0.20000,0.01818,-0.20000,-0.29688,-0.06250,0.00971,-0.03158,-0.23438,0.35385,0.23636,0.15789,-0.20000,0.34375,0.39806,0.15789,-0.28125,0.23077,0.10680,-0.09474,-0.28125,0.20000,0.25000,-0.04444,-0.24800,0.41538,0.35922,0.07368,-0.26562,0.32308,0.26214,-0.01053,-0.20312,2,2,2,2,2,1
0.20000,0.01818,-0.19540,-0.32231,-0.04615,-0.05455,-0.03158,-0.23438,-0.06250,0.00971,-0.11579,-0.18750,0.35385,0.30909,0.15789,-0.26400,0.21875,0.10680,-0.09474,-0.28125,-0.01538,0.04854,-0.09474,-0.21875,0.41538,0.34615,0.13333,-0.24800,0.32308,0.26214,-0.01053,-0.20312,0.07692,0.10680,-0.17895,-0.31250,2,2,2,2,2,1
-0.16923,-0.20000,-0.10345,-0.32231,-0.16923,-0.12727,-0.28421,-0.35938,-0.18750,-0.14563,-0.28421,-0.35938,-0.13846,-0.16364,-0.15789,-0.26400,-0.15625,-0.10680,-0.15789,-0.28125,-0.26154,-0.16505,-0.24211,-0.28125,-0.13846,-0.07692,-0.13333,-0.24800,-0.13846,-0.06796,-0.17895,-0.20312,-0.13846,0.00971,-0.09474,-0.26562,2,2,2,2,1,2
-0.16923,-0.12727,-0.28736,-0.38843,-0.16923,-0.20000,-0.28421,-0.35938,-0.18750,-0.14563,-0.36842,-0.42188,-0.13846,-0.16364,-0.15789,-0.26400,-0.28125,-0.16505,-0.24211,-0.28125,-0.26154,-0.16505,-0.32632,-0.32812,-0.13846,-0.07692,-0.13333,-0.18400,-0.13846,0.00971,-0.09474,-0.26562,-0.04615,-0.06796,-0.17895,-0.26562,2,2,2,2,1,2
-0.16923,-0.20000,-0.28736,-0.38843,-0.16923,-0.20000,-0.36842,-0.42188,-0.18750,-0.14563,-0.36842,-0.42188,-0.26154,-0.21818,-0.24211,-0.26400,-0.28125,-0.16505,-0.32632,-0.32812,-0.26154,-0.24272,-0.32632,-0.39062,-0.13846,0.00000,-0.04444,-0.24800,-0.04615,-0.06796,-0.17895,-0.26562,-0.13846,0.00971,-0.17895,-0.26562,2,2,2,2,1,2
-0.16923,-0.20000,-0.37931,-0.45455,-0.16923,-0.20000,-0.36842,-0.42188,-0.28125,-0.14563,-0.51579,-0.42188,-0.26154,-0.21818,-0.32632,-0.31200,-0.28125,-0.24272,-0.32632,-0.39062,-0.26154,-0.24272,-0.32632,-0.39062,-0.04615,-0.07692,-0.13333,-0.24800,-0.13846,0.00971,-0.17895,-0.26562,-0.04615,0.00971,-0.17895,-0.20312,2,2,2,2,1,2
-0.26154,-0.20000,-0.54023,-0.45455,-0.16923,-0.20000,-0.36842,-0.42188,-0.18750,-0.06796,-0.36842,-0.35938,-0.26154,-0.29091,-0.32632,-0.37600,-0.28125,-0.16505,-0.32632,-0.39062,-0.13846,-0.10680,-0.24211,-0.32812,-0.04615,0.00000,-0.13333,-0.18400,-0.04615,0.10680,-0.17895,-0.31250,-0.04615,0.00971,-0.26316,-0.31250,2,2,2,2,1,2
-0.16923,-0.20000,-0.37931,-0.45455,-0.16923,-0.12727,-0.36842,-0.35938,-0.18750,-0.06796,-0.20000,-0.35938,-0.26154,-0.21818,-0.32632,-0.37600,-0.15625,-0.10680,-0.24211,-0.32812,-0.01538,-0.02913,-0.15789,-0.32812,-0.04615,0.09615,-0.13333,-0.29600,-0.04615,0.00971,-0.26316,-0.31250,0.07692,0.10680,-0.17895,-0.26562,2,2,2,2,2,1
-0.16923,-0.12727,-0.37931,-0.38843,-0.16923,-0.12727,-0.20000,-0.35938,-0.06250,0.00971,-0.20000,-0.29688,-0.13846,-0.16364,-0.24211,-0.31200,-0.03125,-0.02913,-0.15789,-0.32812,-0.01538,0.04854,-0.15789,-0.28125,-0.04615,0.00000,-0.22222,-0.29600,0.07692,0.10680,-0.17895,-0.26562,0.07692,0.10680,-0.01053,-0.26562,2,2,2,2,2,1
-0.16923,-0.12727,-0.19540,-0.38843,-0.04615,-0.05455,-0.20000,-0.29688,-0.06250,0.00971,-0.20000,-0.29688,-0.01538,-0.09091,-0.15789,-0.31200,-0.03125,0.04854,-0.15789,-0.28125,-0.01538,0.10680,-0.09474,-0.28125,0.07692,0.09615,-0.13333,-0.24800,0.07692,0.10680,-0.01053,-0.26562,0.07692,0.18447,-0.01053,-0.26562,2,2,2,1,2,2
-0.04615,-0.12727,-0.19540,-0.32231,-0.26154,-0.27273,-0.20000,-0.23438,-0.18750,-0.30097,-0.36842,-0.35938,0.10769,0.10909,-0.09474,-0.26400,0.09375,-0.02913,-0.24211,-0.39062,-0.01538,-0.10680,-0.38947,-0.51562,0.07692,0.00000,-0.13333,-0.29600,-0.13846,0.00971,-0.26316,-0.43750,-0.13846,-0.06796,-0.41053,-0.48438,3,3,3,1,3,2
-0.16923,-0.34545,-0.37931,-0.38843,-0.26154,-0.27273,-0.36842,-0.46875,-0.18750,-0.14563,-0.45263,-0.46875,-0.01538,-0.16364,-0.38947,-0.50400,-0.15625,-0.24272,-0.47368,-0.51562,-0.13846,-0.24272,-0.62105,-0.51562,-0.13846,-0.07692,-0.37778,-0.47200,-0.13846,-0.06796,-0.41053,-0.43750,-0.13846,0.00971,-0.32632,-0.48438,2,2,2,1,2,1
-0.26154,-0.27273,-0.37931,-0.50413,-0.16923,-0.20000,-0.45263,-0.46875,-0.18750,0.00971,-0.36842,-0.46875,-0.13846,-0.29091,-0.47368,-0.50400,-0.15625,-0.24272,-0.62105,-0.51562,-0.01538,-0.10680,-0.47368,-0.51562,-0.13846,-0.07692,-0.37778,-0.42400,-0.13846,0.00971,-0.32632,-0.48438,-0.04615,-0.06796,-0.41053,-0.54688,2,2,2,1,2,1
-0.16923,-0.20000,-0.47126,-0.50413,-0.16923,-0.05455,-0.36842,-0.46875,-0.06250,0.00971,-0.11579,-0.35938,-0.13846,-0.29091,-0.62105,-0.50400,-0.03125,-0.10680,-0.47368,-0.51562,-0.01538,-0.02913,-0.38947,-0.45312,-0.13846,0.00000,-0.28889,-0.47200,-0.04615,-0.06796,-0.41053,-0.54688,-0.13846,-0.06796,-0.32632,-0.37500,2,2,2,1,2,1
