A1,A2,A3,A4,A5,A6,A7,L1,L2,L3,L4,L5,L6,L7,L8
52.00000,81.00000,48.00000,5.00000,72.00000,38.00000,38.00000,2,2,2,2,2,1,2,2
64.00000,57.00000,48.00000,5.00000,7.00000,33.00000,26.00000,3,3,3,3,3,1,3,2
6.00000,76.00000,1.00000,5.00000,77.00000,59.00000,52.00000,2,2,2,2,2,1,2,2
69.00000,59.00000,48.00000,5.00000,77.00000,39.00000,21.00000,2,2,2,2,2,1,2,2
63.00000,49.00000,48.00000,5.00000,79.00000,45.00000,28.00000,2,2,2,2,2,1,2,2
71.00000,71.00000,48.00000,5.00000,68.00000,43.00000,36.00000,3,3,3,3,3,1,3,2
68.00000,63.00000,48.00000,5.00000,73.00000,4.00000,3.00000,2,2,2,2,2,1,2,2
77.00000,57.00000,1.00000,5.00000,37.00000,54.00000,1.00000,4,4,4,3,4,3,1,2
66.00000,49.00000,1.00000,5.00000,54.00000,56.00000,36.00000,2,2,2,2,2,2,1,2
71.00000,46.00000,1.00000,5.00000,52.00000,59.00000,3.00000,2,2,2,2,2,2,1,2
67.00000,55.00000,1.00000,5.00000,66.00000,58.00000,16.00000,2,2,2,2,2,2,1,2
68.00000,49.00000,1.00000,5.00000,62.00000,55.00000,28.00000,2,2,2,2,2,2,1,2
74.00000,49.00000,48.00000,5.00000,42.00000,54.00000,36.00000,2,2,2,2,2,2,2,1
7.00000,61.00000,48.00000,5.00000,56.00000,52.00000,43.00000,2,2,2,2,2,2,2,1
66.00000,86.00000,48.00000,5.00000,34.00000,41.00000,36.00000,2,2,2,2,2,2,2,1
73.00000,78.00000,48.00000,5.00000,58.00000,51.00000,31.00000,3,3,3,3,3,2,3,1
65.00000,57.00000,48.00000,5.00000,47.00000,47.00000,51.00000,2,2,2,2,2,2,2,1
72.00000,86.00000,48.00000,5.00000,17.00000,55.00000,21.00000,2,2,2,2,2,2,2,1
67.00000,7.00000,48.00000,5.00000,46.00000,45.00000,33.00000,2,2,2,2,2,2,2,1
67.00000,81.00000,48.00000,5.00000,54.00000,49.00000,23.00000,2,2,2,2,2,2,2,1
67.00000,61.00000,48.00000,5.00000,51.00000,37.00000,38.00000,2,2,2,2,2,2,2,1
63.00000,1.00000,48.00000,5.00000,35.00000,51.00000,49.00000,2,2,2,2,2,2,2,1
57.00000,59.00000,48.00000,5.00000,39.00000,47.00000,33.00000,2,2,2,2,2,2,2,1
71.00000,71.00000,48.00000,5.00000,4.00000,54.00000,39.00000,2,2,2,2,2,2,2,1
66.00000,74.00000,48.00000,5.00000,31.00000,38.00000,43.00000,2,2,2,2,2,2,2,1
67.00000,81.00000,48.00000,5.00000,25.00000,42.00000,25.00000,2,2,2,2,2,2,2,1
64.00000,72.00000,48.00000,5.00000,49.00000,42.00000,19.00000,2,2,2,2,2,2,2,1
68.00000,82.00000,48.00000,5.00000,38.00000,65.00000,56.00000,2,2,2,2,2,2,2,1
32.00000,39.00000,48.00000,5.00000,53.00000,28.00000,38.00000,1,2,2,2,2,2,2,1
7.00000,64.00000,48.00000,5.00000,47.00000,51.00000,47.00000,2,2,3,3,3,3,3,1
63.00000,57.00000,48.00000,5.00000,49.00000,7.00000,2.00000,2,2,3,3,3,2,3,1
74.00000,82.00000,48.00000,5.00000,49.00000,49.00000,41.00000,2,2,2,2,2,2,2,1
63.00000,86.00000,48.00000,5.00000,39.00000,47.00000,34.00000,2,2,2,2,2,2,2,1
63.00000,83.00000,48.00000,5.00000,4.00000,39.00000,19.00000,2,2,2,2,2,2,2,1
63.00000,71.00000,48.00000,5.00000,6.00000,4.00000,39.00000,2,3,3,3,3,3,3,1
71.00000,86.00000,48.00000,5.00000,4.00000,54.00000,32.00000,2,2,2,2,2,2,2,1
68.00000,78.00000,48.00000,5.00000,43.00000,44.00000,42.00000,2,2,2,2,2,2,2,1
64.00000,84.00000,48.00000,5.00000,37.00000,45.00000,4.00000,2,2,2,2,2,2,2,1
74.00000,47.00000,48.00000,5.00000,5.00000,57.00000,42.00000,2,2,2,2,2,2,2,1
75.00000,84.00000,48.00000,5.00000,35.00000,52.00000,33.00000,2,2,2,2,2,2,2,1
63.00000,65.00000,48.00000,5.00000,39.00000,44.00000,35.00000,2,2,2,2,2,2,2,1
69.00000,67.00000,48.00000,5.00000,3.00000,39.00000,24.00000,2,2,2,2,2,2,2,1
7.00000,71.00000,48.00000,5.00000,42.00000,84.00000,85.00000,3,2,3,3,3,3,3,1
69.00000,8.00000,48.00000,5.00000,46.00000,57.00000,26.00000,2,2,2,2,2,2,2,1
64.00000,66.00000,48.00000,5.00000,41.00000,39.00000,2.00000,2,2,2,2,2,2,2,1
63.00000,8.00000,48.00000,5.00000,46.00000,31.00000,29.00000,2,3,3,3,3,3,3,1
66.00000,71.00000,48.00000,5.00000,41.00000,5.00000,35.00000,2,2,2,2,2,2,2,1
69.00000,59.00000,48.00000,5.00000,46.00000,44.00000,52.00000,2,2,2,2,2,2,2,1
68.00000,67.00000,48.00000,5.00000,49.00000,4.00000,34.00000,2,2,2,2,2,2,2,1
64.00000,78.00000,48.00000,5.00000,5.00000,36.00000,38.00000,2,2,2,2,2,2,2,1
62.00000,78.00000,48.00000,5.00000,47.00000,49.00000,54.00000,2,2,2,2,2,2,2,1
76.00000,73.00000,48.00000,5.00000,44.00000,39.00000,39.00000,2,2,2,2,2,2,2,1
64.00000,81.00000,48.00000,5.00000,37.00000,39.00000,44.00000,2,2,2,2,2,2,2,1
29.00000,39.00000,48.00000,5.00000,52.00000,4.00000,48.00000,2,3,3,3,3,3,3,1
62.00000,83.00000,48.00000,5.00000,46.00000,36.00000,4.00000,2,3,3,3,3,2,3,1
56.00000,54.00000,48.00000,5.00000,43.00000,37.00000,3.00000,1,2,2,2,2,2,2,1
69.00000,66.00000,48.00000,5.00000,41.00000,5.00000,25.00000,2,2,2,2,2,2,2,1
69.00000,65.00000,48.00000,5.00000,63.00000,48.00000,41.00000,3,3,3,3,3,2,3,1
43.00000,59.00000,48.00000,5.00000,52.00000,49.00000,56.00000,2,2,2,2,2,2,2,1
74.00000,56.00000,48.00000,5.00000,47.00000,68.00000,3.00000,3,2,3,3,2,3,3,1
71.00000,57.00000,48.00000,5.00000,48.00000,35.00000,32.00000,2,2,2,2,2,2,2,1
61.00000,6.00000,48.00000,5.00000,44.00000,39.00000,38.00000,2,3,3,3,3,3,3,1
59.00000,61.00000,48.00000,5.00000,42.00000,42.00000,37.00000,2,2,2,2,2,2,2,1
74.00000,74.00000,48.00000,5.00000,31.00000,53.00000,52.00000,2,2,2,2,2,2,2,1
